control,r_samehh
'601909180144','2'
'601909590144','1'
'601910150140','2'
'601910560140','1'
'601922170146','1'
'601922580146','1'
'601925940147','2'
'601927140143','2'
'601927300143','2'
'601929390140','1'
'601932570248','1'
'601944110243','1'
'601950180140','2'
'601950590140','1'
'601952100141','1'
'601970910149','2'
'601974190247','2'
'601977170148','2'
'601977580148','2'
'601985740142','2'
'601985900142','2'
'601987300145','1'
'601996330147','2'
'601997910147','2'
'602003320147','1'
'602005710144','1'
'602051110144','1'
'602051520144','1'
'602089320147','2'
'602125180148','1'
'602137110145','2'
'602137520145','1'
'602142300143','2'
'602206770149','1'
'602220760144','2'
'602242370148','2'
'602248780248','2'
'602250130141','2'
'602250540141','1'
'602260390144','1'
'602261120143','2'
'602261530143','1'
'602272340145','2'
'602321780149','1'
'602336160143','1'
'602336570143','1'
'602357720144','2'
'602357980144','1'
'602375520141','1'
'602389370143','2'
'602389520143','2'
'602410760149','2'
'602424100148','2'
'602424360148','2'
'602424510148','1'
'602431760149','1'
'602433950140','1'
'602459330147','1'
'602477180146','1'
'602482360149','2'
'602482760140','2'
'602494310141','1'
'602504760149','1'
'602512330147','2'
'602517360148','2'
'602532700148','1'
'602536540141','2'
'602577330144','2'
'602577580144','1'
'602579340148','1'
'602583390143','1'
'602589730145','1'
'602589770141','1'
'602593950142','2'
'602608710141','2'
'602618150144','1'
'602618310144','2'
'602622380140','1'
'602638770144','1'
'602638930144','1'
'602641190148','1'
'602641500148','2'
'602655320143','1'
'602671720148','1'
'602674720144','1'
'602711150147','1'
'602711560147','2'
'602730780144','1'
'602730940144','1'
'602733360146','1'
'602743100247','2'
'602749320149','1'
'602757360148','1'
'602778790148','1'
'602790110141','2'
'602790370141','2'
'602809300147','2'
'602818370145','1'
'602822130147','2'
'602822540147','1'
'602828330144','1'
'602828370140','1'
'602828770240','1'
'602846730145','1'
'602848780141','1'
'602853970148','1'
'602890760147','1'
'602914730148','2'
'602926710142','1'
'602927160140','2'
'602927570140','2'
'602934590140','1'
'602941750149','2'
'602963770146','2'
'602970770146','1'
'602970930146','2'
'602977350145','1'
'602985360148','1'
'602987320142','2'
'603037920146','1'
'603086940147','1'
'603089590144','2'
'603194130145','2'
'603194540145','1'
'603238550140','1'
'603242130145','1'
'603248140145','1'
'603261140140','2'
'603261300140','2'
'603269950146','2'
'603321960146','1'
'603336590140','2'
'603383150144','1'
'603383560144','2'
'603389130140','2'
'603389390140','1'
'603410940146','1'
'603447120140','1'
'603447530140','1'
'603459190144','1'
'603459500144','2'
'603482120146','1'
'603494560140','1'
'603502990149','1'
'603512190144','1'
'603512500144','1'
'603517530145','1'
'603532980145','1'
'603577350141','1'
'603577500141','1'
'603579100145','1'
'603579510145','2'
'603589130147','1'
'603589540147','1'
'603593150148','1'
'603593310148','1'
'603593560148','1'
'603608170147','2'
'603618170141','1'
'603618580141','1'
'603638790141','2'
'603641110145','1'
'603641370145','1'
'603641520145','1'
'603671900145','1'
'603687170140','1'
'603687170249','1'
'603687580140','2'
'603711330144','2'
'603730700141','1'
'603730960141','1'
'603778970145','1'
'603806130148','2'
'603806390148','2'
'603809160144','2'
'603809570144','2'
'603818130142','2'
'603818540142','1'
'603848140147','1'
'603848550147','1'
'603910190243','2'
'603926170148','2'
'603926580148','1'
'603939960148','1'
'603963950143','2'
'604005350147','2'
'604029790149','2'
'604037780143','1'
'604086700144','1'
'604089360141','1'
'604150760148','1'
'604150920148','1'
'604164940145','2'
'604194310142','1'
'604220300147','1'
'604248320142','1'
'604258330147','1'
'604269710143','2'
'604319770149','1'
'604321350148','1'
'604321720143','2'
'604357360147','2'
'604357510147','1'
'604357760247','1'
'604383330141','2'
'604410700143','1'
'604434700148','1'
'604459370141','1'
'604482300143','1'
'604515750148','2'
'604548720148','1'
'604548980148','2'
'604550730148','1'
'604558710148','2'
'604579380142','1'
'604589310144','1'
'604638310147','1'
'604641130142','2'
'604671760142','1'
'604711190141','2'
'604711500141','1'
'604730160147','1'
'604730320147','1'
'604730570147','1'
'604733300140','1'
'604778730142','1'
'604809340141','1'
'604848320144','1'
'604853910142','1'
'604873710145','1'
'604890700141','1'
'604896120144','1'
'604914770142','1'
'604926170147','1'
'604926350145','2'
'604926580147','2'
'604939720145','1'
'604941790143','2'
'604963310149','1'
'605005940144','2'
'605037710149','2'
'605037970149','2'
'605089130147','1'
'605089540147','2'
'605194180148','2'
'605220990144','1'
'605261190143','1'
'605261500143','1'
'605269900149','2'
'605321910149','2'
'605336130143','1'
'605357790144','1'
'605357950144','1'
'605383100147','1'
'605383510147','1'
'605389180143','2'
'605389340143','2'
'605389590143','2'
'605410990149','1'
'605433760140','1'
'605447170143','2'
'605447580143','2'
'605459140147','1'
'605459550147','1'
'605482170149','2'
'605482580149','1'
'605482990140','2'
'605494120141','1'
'605494530141','1'
'605517170148','1'
'605517580148','1'
'605532930148','2'
'605577140144','2'
'605577550144','2'
'605579150148','1'
'605583510143','1'
'605589900141','1'
'605638740144','2'
'605638900144','1'
'605641160148','1'
'605641570148','1'
'605687120143','1'
'605687530143','2'
'605711380147','2'
'605730910144','1'
'605733170146','2'
'605733580146','1'
'605778920148','1'
'605809110147','1'
'605809520147','1'
'605809930247','1'
'605818180145','1'
'605818590145','2'
'605828180140','2'
'605828590140','1'
'605846960145','2'
'605914960148','1'
'605934310140','1'
'605963900146','2'
'606037730146','2'
'606086750147','1'
'606129380243','2'
'606164990148','1'
'606248370145','1'
'606269760146','1'
'606319320240','2'
'606336150140','1'
'606383380144','1'
'606410750146','2'
'606447350140','2'
'606459320144','1'
'606482350146','1'
'606494120140','1'
'606494380140','2'
'606577320141','2'
'606589360147','1'
'606687300140','2'
'606711140144','1'
'606730770141','2'
'606733350143','1'
'606809390144','1'
'606853960145','2'
'607164750145','2'
'607220110147','1'
'607248130142','1'
'607248540142','2'
'607319900149','2'
'607321950143','1'
'607383140141','1'
'607410930143','2'
'607433300143','1'
'607459180141','1'
'607459590141','2'
'607517110142','1'
'607517520142','1'
'607548950148','1'
'607579500142','1'
'607589120144','1'
'607638530147','1'
'607730130147','1'
'607730540147','1'
'607846180148','1'
'607846590148','2'
'607873940145','1'
'607926140147','1'
'607926570145','1'
'608037770140','1'
'608102980141','1'
'608319760146','1'
'608321710140','1'
'608410390149','2'
'608433570140','1'
'608548710145','1'
'608558700145','1'
'608730310144','2'
'608896110141','1'
'609037540146','2'
'609037540443','1'
'609319940143','1'
'609321170146','1'
'609410560146','1'
'609497970147','1'
'609558980142','2'
'609579540245','1'
'609579540542','2'
'609591550142','1'
'609638570141','2'
'609670540344','2'
'609727710149','2'
'609730580141','1'
'609846120142','2'
'609846530142','2'
'610369170141','1'
'610389340146','2'
'610497330141','1'
'610591720148','1'
'610638740147','1'
'610670310141','2'
'611348350148','2'
'611389510143','1'
'611410910149','1'
'611478750141','1'
'611517190148','2'
'611517500148','1'
'611926940144','1'
'612410770146','1'
'612478110147','2'
'612494300140','1'
'612517370145','1'
'613517130142','1'
'613926160147','1'
'614029700146','1'
'614341970140','1'
'614638320144','2'
'615102770147','1'
'616478510144','2'
'629021990141','1'
'629024440141','2'
'629081990141','1'
'629112460144','2'
'629120470243','2'
'629174480144','1'
'629234950145','2'
'629267900141','1'
'629272480148','1'
'629272970148','2'
'629329450248','1'
'629335420148','2'
'629335490144','2'
'629336460146','1'
'629447910145','1'
'629481470144','2'
'629490430140','2'
'629494430146','2'
'629499490148','1'
'629506420140','1'
'629572440146','1'
'629583920146','2'
'629630490149','2'
'629670970141','1'
'629687940146','1'
'629713420143','1'
'629743400141','2'
'629759450149','1'
'629887480145','1'
'629996490147','1'
'638037550140','1'
'638670700141','1'
'638670960141','1'
'639550858088','2'
'639670320147','1'
'639711790147','2'
'639711950147','2'
'639929540146','1'
'640320098182','2'
'640711150141','1'
'640711310141','1'
'640711560141','1'
'640853710142','2'
'640853970142','1'
'641853170148','2'
'641853580148','2'
'641929990149','1'
'642711500244','2'
'642853190145','2'
'642853500145','2'
'642929910146','1'
'643037300143','2'
'643150200148','2'
'643150380148','1'
'643150530148','1'
'643150610148','1'
'643336860149','1'
'643711930341','1'
'643853110142','1'
'643853520142','1'
'643853930242','1'
'643929770143','2'
'643929930143','1'
'643929930440','2'
'644150220145','1'
'644150300145','1'
'644150550145','1'
'644336700146','1'
'644336880146','1'
'644357070144','1'
'644929390149','1'
'644929540149','2'
'644929790140','1'
'645037350146','2'
'645150810142','1'
'645336000140','1'
'645357250141','1'
'645357580141','2'
'645357660141','1'
'645853160145','1'
'645929720146','2'
'645929980146','2'
'646150270148','1'
'646336420149','2'
'646336750149','1'
'646336830149','1'
'646357020147','1'
'646711740341','1'
'646853180142','1'
'646853590142','1'
'646853740242','2'
'646929740143','1'
'646929900143','1'
'647037390140','1'
'647150600145','1'
'647336440146','2'
'647336850146','1'
'647357040144','1'
'647711510347','2'
'647853510248','2'
'647929510149','1'
'647929760140','2'
'647929920140','1'
'648150130142','1'
'648150390142','2'
'648150540142','1'
'648336790143','1'
'648357060141','2'
'648579710148','1'
'648711940147','2'
'648929120146','1'
'648929380146','2'
'648929940246','1'
'649150080148','2'
'649336310149','1'
'649336560149','1'
'649336890140','1'
'649579730145','1'
'649711550341','2'
'649853550242','1'
'649929140143','2'
'649929300143','1'
'649929550143','1'
'650336660143','1'
'650357000241','2'
'650357400144','2'
'650357810144','2'
'650711160147','2'
'650711320147','2'
'650711570147','2'
'650853980148','1'
'651336190140','1'
'651336500140','1'
'651357750141','1'
'651357910141','1'
'651711180144','1'
'651711340144','1'
'651711590144','1'
'651853740145','1'
'651853900145','1'
'652037790143','1'
'652150850148','2'
'652357110147','2'
'652711360141','2'
'652711510141','2'
'652853920142','1'
'653037310149','2'
'653357130144','1'
'653357390144','1'
'653549550142','1'
'653853120148','1'
'653929780149','1'
'653929940149','1'
'654549160248','2'
'654596160149','2'
'654596320149','2'
'654596570149','2'
'654596980140','1'
'654853140145','1'
'654853550145','1'
'654929700146','1'
'654929960146','1'
'655549190145','1'
'655549350145','2'
'655549500145','2'
'655549910245','2'
'655596750146','1'
'655711170141','1'
'655711330141','1'
'655711580141','1'
'655853990142','2'
'656596770143','2'
'656853190148','1'
'656853350148','2'
'656853500148','1'
'656929750149','1'
'656929910149','1'
'657596130149','1'
'657596790140','1'
'657596950140','1'
'657670700147','2'
'657853370145','1'
'657853520145','1'
'658288710147','1'
'658288970147','1'
'658549150245','2'
'658596150146','2'
'658596560146','2'
'658853130142','1'
'658853390142','2'
'658853540142','1'
'658929790143','1'
'658929950143','1'
'659288730144','1'
'659288990144','2'
'659596170143','2'
'659596330143','1'
'659596580143','1'
'659929150149','2'
'659929560149','2'
'659929710140','1'
'659929970140','1'
'660549190148','1'
'660549350148','2'
'660596750149','1'
'660711170144','1'
'660711330144','2'
'660711580144','2'
'660853730145','1'
'660853990145','1'
'661502830146','1'
'661549110145','1'
'661549370145','1'
'661549520145','2'
'661711190141','1'
'661711350141','2'
'661853750142','1'
'661853910142','1'
'661926680145','1'
'661929910340','2'
'662494040141','1'
'662502440143','2'
'662502850143','1'
'662549130142','1'
'662549390142','1'
'662549540142','2'
'662549950242','1'
'662596790143','1'
'662596950143','1'
'662853110148','1'
'662853520148','2'
'662926600142','1'
'662929770149','1'
'663037160146','2'
'663037320146','1'
'663037570146','1'
'663502210149','1'
'663502460140','1'
'663502870140','1'
'663596150149','1'
'663596310149','1'
'663596560149','2'
'663596710140','1'
'663596970140','1'
'663670720147','2'
'663670980147','2'
'663926060148','1'
'664037340143','2'
'664037590143','2'
'664288730147','1'
'664494480147','2'
'664494890147','2'
'664502230146','1'
'664596330146','2'
'664596580146','2'
'664670740144','1'
'664926080145','1'
'665037370149','2'
'665037520149','1'
'665037770140','1'
'665037930140','1'
'665037930249','2'
'665129980149','2'
'665288100241','1'
'665494010141','2'
'665549100142','1'
'665549360142','2'
'665579370248','1'
'665596760143','1'
'665926260142','2'
'665926670142','1'
'666037130146','2'
'666037390146','1'
'666037950246','2'
'666129740146','1'
'666288780447','1'
'666383590244','2'
'666494030247','2'
'666502280149','2'
'666502690149','1'
'666502840140','1'
'666549780348','2'
'666550740142','2'
'666596120149','2'
'666596530149','1'
'666596780140','1'
'666596780249','2'
'666596940140','2'
'666670790147','1'
'666670950147','1'
'666778180145','2'
'666778340145','1'
'666778590145','1'
'666926030148','2'
'667037560143','1'
'667129760143','2'
'667129920143','1'
'667288140344','2'
'667288960147','1'
'667494450147','1'
