CONTROL,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,ROTHE,RUTIL
'486349730142','-9','-9','-9','-9','-9','-9','-9','-9'
'486349990142','-9','-9','-9','-9','-9','-9','-9','-9'
'486356960145','-9','-9','-9','-9','-9','-9','-9','-9'
'486359930343','-9','-9','-9','-9','-9','-9','-9','-9'
'486379720144','-9','-9','-9','-9','-9','-9','-9','-9'
'486391510142','-9','-9','-9','-9','-9','-9','-9','-9'
'486401390141','-9','-9','-9','-9','-9','-9','-9','-9'
'486401540141','-9','-9','-9','1','-9','-9','2','1'
'486408180149','-9','-9','-9','-9','-9','-9','-9','-9'
'486408340149','-9','-9','-9','-9','-9','-9','2','-9'
'486408670149','-9','-9','-9','-9','-9','-9','-9','-9'
'486410100149','-9','-9','-9','-9','-9','-9','-9','-9'
'486410360149','-9','-9','-9','-9','-9','-9','-9','-9'
'486410760140','-9','-9','-9','-9','-9','1','2','-9'
'486416700141','-9','-9','-9','-9','-9','-9','-9','-9'
'486416960141','-9','-9','-9','-9','-9','-9','-9','-9'
'486443160145','-9','-9','-9','-9','-9','-9','-9','-9'
'486443320145','-9','-9','-9','-9','-9','-9','-9','-9'
'486473700145','-9','-9','-9','-9','-9','-9','-9','-9'
'486473960145','-9','-9','-9','-9','-9','-9','-9','-9'
'486504760140','-9','-9','-9','-9','-9','-9','-9','-9'
'486504920140','-9','-9','-9','-9','-9','-9','-9','-9'
'486530980145','-9','-9','-9','-9','-9','-9','-9','-9'
'486532150141','-9','-9','-9','-9','-9','-9','-9','-9'
'486532560141','-9','-9','-9','-9','-9','-9','-9','-9'
'486589170145','-9','-9','-9','-9','-9','-9','2','-9'
'486591270145','-9','-9','-9','-9','-9','-9','-9','-9'
'486597550144','-9','-9','-9','-9','-9','-9','-9','-9'
'486638290144','-9','-9','-9','-9','-9','-9','-9','-9'
'486638600144','-9','-9','-9','-9','-9','-9','-9','-9'
'486649020144','-9','-9','-9','-9','-9','-9','2','-9'
'486662500142','-9','-9','-9','-9','-9','-9','-9','-9'
'486670263051','-9','-9','-9','-9','-9','-9','-9','-9'
'486671160148','-9','-9','-9','-9','-9','-9','-9','-9'
'486671570148','-9','-9','-9','-9','-9','-9','-9','-9'
'486674160144','-9','-9','-9','-9','-9','-9','-9','-9'
'486674320144','-9','-9','-9','-9','-9','-9','-9','-9'
'486674570144','-9','-9','-9','-9','-9','-9','2','-9'
'486694590142','-9','-9','-9','-9','-9','-9','-9','-9'
'486710160140','-9','-9','-9','-9','-9','-9','-9','-9'
'486710570140','-9','-9','-9','-9','-9','-9','-9','-9'
'486710720240','-9','-9','-9','-9','-9','-9','2','-9'
'486730530144','-9','-9','-9','-9','-9','-9','-9','-9'
'486730940244','-9','-9','1','-9','-9','1','2','-9'
'486746180248','-9','-9','-9','-9','-9','-9','2','-9'
'486749320140','-9','-9','-9','-9','-9','-9','-9','-9'
'486749570140','-9','-9','-9','-9','-9','-9','-9','-9'
'486763550149','-9','-9','-9','-9','-9','-9','2','-9'
'486791920143','-9','-9','-9','-9','-9','-9','-9','-9'
'486794283054','-9','-9','-9','-9','-9','-9','-9','-9'
'486794693054','-9','-9','-9','-9','-9','-9','-9','-9'
'486795260145','-9','-9','-9','-9','-9','-9','-9','-9'
'486795410245','-9','-9','-9','-9','-9','-9','-9','-9'
'486809310349','-9','-9','-9','-9','-9','-9','-9','-9'
'486812110145','-9','-9','-9','-9','-9','-9','-9','-9'
'486839750143','-9','-9','-9','-9','-9','-9','-9','-9'
'486845710245','-9','-9','-9','-9','-9','-9','-9','-9'
'486850130149','-9','-9','-9','-9','-9','-9','-9','-9'
'486850540149','-9','-9','-9','-9','-9','-9','-9','-9'
'486853910146','-9','-9','-9','-9','-9','-9','-9','-9'
'486890100147','-9','-9','-9','-9','-9','-9','-9','-9'
'486890360147','-9','-9','-9','-9','-9','-9','-9','-9'
'486895720141','-9','-9','-9','-9','-9','-9','-9','-9'
'486895980141','-9','-9','-9','1','-9','1','2','-9'
'486910730149','-9','-9','-9','-9','-9','-9','-9','-9'
'486910990149','-9','-9','-9','-9','-9','-9','-9','-9'
'486914330148','-9','-9','-9','-9','-9','-9','-9','-9'
'486914580148','-9','-9','-9','-9','-9','-9','-9','-9'
'486925550144','-9','-9','-9','-9','-9','-9','-9','-9'
'486926540144','-9','-9','-9','-9','-9','-9','-9','-9'
'486926560142','-9','-9','-9','-9','-9','-9','-9','-9'
'486946520148','-9','-9','-9','-9','-9','-9','-9','-9'
'486961710146','-9','-9','-9','-9','-9','-9','-9','-9'
'486961970146','-9','-9','-9','-9','-9','-9','-9','-9'
'486962770145','-9','-9','-9','-9','-9','-9','-9','-9'
'486962930442','-9','-9','-9','-9','-9','-9','-9','-9'
'486997110144','-9','-9','-9','-9','-9','-9','-9','-9'
'486997520144','-9','-9','-9','-9','-9','-9','-9','-9'
'486997770244','-9','-9','-9','-9','-9','-9','2','-9'
'486997930244','-9','-9','-9','-9','-9','-9','-9','-9'
'486997930541','-9','-9','-9','-9','-9','-9','-9','-9'
'487002930147','-9','-9','-9','-9','-9','-9','-9','-9'
'487027930149','-9','-9','-9','-9','-9','-9','-9','-9'
'487029440143','-9','-9','-9','-9','-9','-9','-9','-9'
'487033980146','-9','-9','-9','-9','-9','-9','-9','-9'
'487050500247','-9','-9','-9','-9','-9','-9','-9','-9'
'487053010149','-9','-9','-9','-9','-9','-9','-9','-9'
'487081780147','-9','-9','-9','-9','-9','-9','-9','-9'
'487081940147','-9','-9','-9','-9','-9','-9','-9','-9'
'487103740146','-9','-9','-9','-9','-9','-9','2','-9'
'487107560149','-9','-9','-9','-9','-9','-9','-9','-9'
'487107970140','-9','-9','-9','-9','-9','-9','-9','-9'
'487121190144','-9','-9','-9','-9','-9','-9','-9','-9'
'487121340145','-9','-9','-9','-9','-9','-9','-9','-9'
'487121350144','-9','-9','-9','-9','-9','-9','2','-9'
'487138990143','-9','-9','-9','-9','-9','-9','-9','-9'
'487155910242','-9','-9','-9','-9','-9','-9','-9','-9'
'487168130149','-9','-9','-9','-9','-9','-9','-9','-9'
'487168390149','-9','-9','-9','-9','-9','-9','-9','-9'
'487173560146','-9','-9','-9','-9','-9','-9','-9','-9'
'487196750143','-9','-9','-9','-9','-9','-9','-9','-9'
'487218300143','-9','-9','-9','-9','-9','-9','-9','-9'
'487220380141','-9','-9','-9','-9','-9','-9','-9','-9'
'487226790146','-9','-9','-9','-9','-9','-9','-9','-9'
'487226950146','-9','-9','-9','-9','-9','-9','-9','-9'
'487251560245','-9','-9','-9','-9','-9','-9','-9','-9'
'487257910149','-9','-9','-9','-9','-9','-9','-9','-9'
'487261590147','-9','-9','-9','-9','-9','-9','-9','-9'
'487273300143','-9','-9','-9','-9','-9','-9','-9','-9'
'487284520143','-9','-9','-9','-9','-9','-9','-9','-9'
'487294460140','-9','-9','-9','-9','-9','-9','-9','-9'
'487303580148','-9','-9','-9','-9','-9','-9','-9','-9'
'487303930143','-9','-9','-9','-9','-9','-9','-9','-9'
'487306910143','-9','-9','-9','-9','-9','-9','-9','-9'
'487321170142','-9','-9','-9','-9','-9','-9','-9','-9'
'487333380144','-9','-9','-9','-9','-9','-9','-9','-9'
'487333530144','-9','-9','-9','-9','-9','-9','-9','-9'
'487346840147','-9','-9','-9','-9','-9','-9','-9','-9'
'487349350148','-9','-9','-9','-9','-9','-9','-9','-9'
'487349910248','-9','-9','-9','-9','-9','-9','-9','-9'
'487365530143','-9','-9','-9','-9','-9','-9','2','-9'
'487382100145','-9','-9','-9','-9','-9','-9','-9','-9'
'487382360145','-9','-9','-9','-9','-9','-9','-9','-9'
'487404380146','-9','-9','-9','-9','-9','-9','-9','-9'
'487407980147','-9','-9','-9','-9','-9','-9','2','-9'
'487408280146','-9','-9','-9','-9','-9','-9','-9','-9'
'487408360146','-9','-9','-9','-9','-9','-9','-9','-9'
'487416160147','-9','-9','-9','-9','-9','-9','-9','-9'
'487416320147','-9','-9','-9','-9','-9','-9','-9','-9'
'487421370141','-9','-9','-9','-9','-9','-9','2','-9'
'487423590148','-9','-9','-9','-9','-9','-9','-9','-9'
'487440900143','-9','-9','-9','-9','-9','-9','2','-9'
'487443340142','-9','-9','-9','-9','-9','-9','-9','-9'
'487472900145','-9','-9','-9','-9','-9','-9','-9','-9'
'487474760146','-9','-9','-9','-9','-9','-9','-9','-9'
'487474920146','-9','-9','-9','-9','-9','-9','-9','-9'
'487489920140','-9','-9','-9','-9','-9','-9','-9','-9'
'487497940147','-9','-9','-9','-9','-9','-9','-9','-9'
'487504120146','-9','-9','-9','-9','-9','-9','-9','-9'
'487504380146','-9','-9','-9','-9','-9','-9','-9','-9'
'487519550242','-9','-9','-9','-9','-9','-9','2','-9'
'487521110146','-9','-9','-9','-9','-9','-9','2','-9'
'487521520146','-9','-9','-9','-9','-9','-9','-9','-9'
'487542380148','-9','-9','-9','-9','-9','-9','-9','-9'
'487546750143','-9','-9','-9','-9','-9','-9','-9','-9'
'487546910143','-9','-9','-9','-9','-9','-9','-9','-9'
'487548700142','-9','-9','-9','-9','-9','-9','-9','-9'
'487574780149','-9','-9','-9','-9','-9','-9','-9','-9'
'487579510245','-9','-9','-9','-9','-9','-9','-9','-9'
'487589350142','-9','-9','-9','-9','-9','-9','-9','-9'
'487591290142','-9','-9','-9','-9','-9','-9','-9','-9'
'487591520142','-9','-9','-9','-9','-9','-9','-9','-9'
'487600440143','-9','-9','-9','-9','-9','-9','-9','-9'
'487600850143','-9','-9','-9','-9','-9','-9','-9','-9'
'487603160141','-9','-9','-9','-9','-9','-9','-9','-9'
'487629700144','-9','-9','-9','-9','-9','-9','-9','-9'
'487638210141','-9','-9','-9','-9','-9','-9','-9','-9'
'487649040141','-9','-9','-9','-9','-9','-9','-9','-9'
'487650170148','-9','-9','-9','-9','-9','-9','-9','-9'
'487653320147','-9','-9','-9','-9','-9','-9','2','-9'
'487653570147','-9','-9','-9','-9','-9','-9','-9','-9'
'487656980148','-9','-9','-9','-9','-9','-9','-9','-9'
'487664730149','-9','-9','-9','-9','-9','-9','-9','-9'
'487671340145','-9','-9','-9','-9','-9','-9','-9','-9'
'487681170145','-9','-9','-9','-9','-9','-9','-9','-9'
'487681330145','-9','-9','-9','-9','-9','-9','-9','-9'
'487721310145','-9','-9','-9','-9','-9','-9','-9','-9'
'487746030145','-9','-9','-9','-9','-9','-9','-9','-9'
'487755910146','-9','-9','-9','-9','-9','-9','-9','-9'
'487763320146','-9','-9','-9','-9','-9','-9','-9','-9'
'487772740145','-9','-9','-9','-9','-9','-9','2','-9'
'487772900145','1','1','1','-9','1','-9','2','1'
'487773930144','-9','-9','-9','-9','-9','-9','-9','-9'
'487775100142','-9','-9','-9','-9','-9','-9','-9','-9'
'487775360142','-9','-9','-9','-9','-9','-9','-9','-9'
'487806060148','-9','-9','-9','-9','-9','-9','-9','-9'
'487809500145','-9','-9','-9','-9','-9','-9','-9','-9'
'487809730149','-9','-9','-9','-9','-9','-9','-9','-9'
'487813990146','-9','-9','-9','-9','-9','-9','-9','-9'
'487827710149','-9','-9','-9','-9','-9','-9','-9','-9'
'487827970149','-9','-9','-9','-9','-9','-9','-9','-9'
'487839110149','-9','-9','-9','-9','-9','-9','-9','-9'
'487839520149','-9','-9','-9','-9','-9','-9','-9','-9'
'487839770140','-9','-9','-9','-9','-9','-9','-9','-9'
'487845330142','-9','-9','1','1','1','1','2','1'
'487850150146','-9','-9','-9','-9','-9','-9','-9','-9'
'487850310146','-9','-9','-9','-9','-9','-9','-9','-9'
'487854570148','-9','-9','-9','-9','-9','-9','-9','-9'
'487879770142','-9','-9','-9','1','-9','1','2','-9'
'487888100140','-9','-9','-9','-9','-9','-9','-9','-9'
'487889480142','-9','-9','-9','-9','-9','-9','-9','-9'
'487898780144','-9','-9','-9','-9','-9','-9','-9','-9'
'487898940144','-9','-9','-9','-9','-9','-9','-9','-9'
'487902500140','-9','-9','-9','-9','-9','-9','-9','-9'
'487913520142','-9','-9','-9','-9','-9','-9','-9','-9'
'487914350145','-9','-9','1','-9','-9','-9','2','-9'
'487914500145','-9','-9','-9','-9','-9','-9','-9','-9'
'487922370240','-9','-9','-9','-9','-9','-9','-9','-9'
'487925160141','-9','-9','-9','-9','-9','-9','-9','-9'
'487925570141','-9','-9','-9','-9','-9','-9','-9','-9'
'487926230141','-9','-9','-9','-9','-9','-9','-9','-9'
'487926560141','-9','-9','-9','-9','-9','-9','-9','-9'
'487951920141','-9','-9','-9','-9','-9','-9','2','-9'
'487952700147','-9','-9','-9','-9','-9','-9','-9','-9'
'487952960147','-9','-9','-9','-9','-9','-9','-9','-9'
'487954710146','-9','-9','-9','-9','-9','-9','-9','-9'
'487961730143','-9','-9','-9','-9','-9','-9','-9','-9'
'487961990143','-9','-9','-9','-9','-9','-9','-9','-9'
'487962950142','-9','-9','-9','-9','-9','-9','-9','-9'
'487997540141','-9','-9','-9','-9','-9','-9','-9','-9'
'488007560148','-9','-9','-9','-9','-9','-9','-9','-9'
'488013370140','-9','-9','-9','-9','-9','-9','-9','-9'
'488013520140','-9','-9','-9','-9','-9','-9','-9','-9'
'488027950146','-9','-9','-9','-9','-9','-9','2','-9'
'488028190140','-9','-9','-9','-9','-9','-9','-9','-9'
'488029770148','-9','-9','-9','-9','-9','-9','-9','-9'
'488037120143','-9','-9','-9','-9','-9','-9','-9','-9'
'488037380143','-9','-9','-9','-9','-9','-9','-9','-9'
'488037530143','-9','-9','-9','-9','-9','-9','-9','-9'
'488040780140','-9','-9','-9','-9','-9','-9','-9','-9'
'488042730143','-9','-9','-9','-9','-9','-9','-9','-9'
'488056550140','-9','-9','-9','-9','-9','-9','-9','-9'
'488074670143','-9','-9','-9','-9','-9','-9','-9','-9'
'488081700144','-9','-9','-9','-9','-9','-9','-9','-9'
'488081960144','-9','-9','-9','-9','-9','-9','-9','-9'
'488092400145','-9','-9','-9','-9','-9','-9','-9','-9'
'488092760144','-9','-9','-9','-9','-9','-9','-9','-9'
'488092810145','-9','-9','-9','-9','-9','-9','-9','-9'
'488103710144','-9','-9','-9','-9','-9','-9','-9','-9'
'488107330146','-9','-9','-9','-9','-9','-9','1','-9'
'488112510344','-9','-9','-9','-9','-9','-9','-9','-9'
'488112510641','-9','-9','-9','-9','-9','-9','-9','-9'
'488115490148','-9','-9','-9','-9','-9','-9','-9','-9'
'488116980144','-9','-9','-9','-9','-9','-9','-9','-9'
'488118300146','-9','-9','-9','-9','-9','-9','-9','-9'
'488121110141','-9','-9','-9','-9','-9','-9','-9','-9'
'488121520141','-9','-9','-9','-9','-9','-9','-9','-9'
'488121770241','-9','-9','-9','-9','-9','-9','-9','-9'
'488127530149','-9','-9','-9','-9','-9','-9','-9','-9'
'488130790144','-9','-9','-9','-9','-9','-9','-9','-9'
'488136620141','-9','-9','-9','-9','-9','-9','-9','-9'
'488143680149','-9','-9','-9','-9','-9','-9','-9','-9'
'488143730148','-9','-9','-9','1','-9','-9','2','-9'
'488143830140','-9','-9','-9','-9','-9','-9','-9','-9'
'488157940141','-9','-9','-9','-9','-9','-9','-9','-9'
'488168310146','-9','-9','-9','-9','-9','-9','-9','-9'
'488169920143','-9','-9','-9','-9','-9','-9','-9','-9'
'488173330143','-9','-9','-9','-9','-9','-9','-9','-9'
'488176940146','-9','-9','-9','-9','-9','-9','-9','-9'
'488181530149','-9','-9','-9','-9','-9','-9','-9','-9'
'488185760144','-9','-9','-9','-9','-9','-9','-9','-9'
'488188180142','-9','-9','-9','-9','-9','-9','-9','-9'
'488190710141','-9','-9','-9','-9','-9','-9','2','-9'
'488196770140','-9','-9','-9','-9','-9','-9','-9','-9'
'488202670147','-9','-9','-9','-9','-9','-9','-9','-9'
'488218320140','-9','-9','-9','-9','-9','-9','-9','-9'
'488229580145','-9','-9','-9','-9','-9','-9','-9','-9'
'488231720142','-9','-9','-9','-9','-9','-9','-9','-9'
'488236940147','-9','-9','-9','-9','-9','-9','-9','-9'
'488238720149','-9','-9','-9','-9','-9','-9','-9','-9'
'488238980149','-9','-9','-9','-9','-9','-9','-9','-9'
'488239940149','-9','-9','-9','-9','-9','-9','-9','-9'
'488243380149','-9','-9','-9','-9','-9','-9','-9','-9'
'488243700144','-9','-9','-9','-9','-9','-9','-9','-9'
'488245770144','-9','-9','-9','-9','-9','-9','-9','-9'
'488246770142','-9','-9','-9','-9','-9','-9','-9','-9'
'488247920140','-9','-9','-9','-9','-9','-9','2','-9'
'488253520143','-9','-9','-9','-9','-9','-9','-9','-9'
'488260300142','-9','-9','-9','-9','-9','-9','-9','-9'
'488261100144','-9','-9','-9','-9','-9','-9','2','-9'
'488261510144','-9','-9','-9','-9','-9','-9','-9','-9'
'488261760244','-9','-9','-9','-9','-9','-9','-9','-9'
'488265750145','-9','-9','-9','-9','-9','-9','-9','-9'
'488268570143','-9','-9','-9','-9','-9','-9','2','-9'
'488271580140','-9','-9','-9','-9','-9','-9','2','-9'
'488279500141','-9','-9','-9','-9','-9','-9','-9','-9'
'488282120141','-9','-9','-9','-9','-9','-9','-9','-9'
'488282530141','-9','-9','-9','-9','-9','-9','-9','-9'
'488284130140','-9','-9','-9','-9','-9','-9','-9','-9'
'488287620148','-9','-9','-9','-9','-9','-9','-9','-9'
'488287870248','-9','-9','-9','-9','-9','-9','-9','-9'
'488289580147','-9','-9','-9','-9','-9','-9','-9','-9'
'488295500149','-9','-9','-9','-9','-9','-9','-9','-9'
'488295750140','-9','-9','-9','-9','-9','-9','-9','-9'
'488295910140','-9','-9','-9','-9','-9','-9','-9','-9'
'488300330145','-9','-9','-9','-9','-9','-9','-9','-9'
'488300580145','-9','-9','-9','-9','-9','-9','-9','-9'
'488303130149','-9','-9','-9','-9','-9','-9','-9','-9'
'488303350145','-9','-9','-9','-9','-9','-9','-9','-9'
'488303390149','-9','-9','-9','-9','-9','-9','-9','-9'
'488303540149','-9','-9','-9','-9','-9','-9','-9','-9'
'488306110149','-9','-9','-9','-9','-9','-9','-9','-9'
'488306370149','-9','-9','-9','-9','-9','-9','2','-9'
'488306770140','-9','-9','-9','-9','-9','-9','-9','-9'
'488328100141','-9','-9','-9','-9','-9','-9','-9','-9'
'488328510141','-9','-9','-9','-9','-9','-9','-9','-9'
'488329750142','-9','-9','-9','-9','-9','-9','-9','-9'
'488333550141','-9','-9','-9','-9','-9','-9','-9','-9'
'488336513050','-9','-9','-9','-9','-9','-9','-9','-9'
'488346780144','-9','-9','-9','-9','-9','-9','-9','-9'
'488359510245','-9','-9','-9','-9','-9','-9','-9','-9'
'488359510542','-9','-9','-9','-9','-9','-9','-9','-9'
'488374960142','-9','-9','-9','-9','-9','-9','-9','-9'
'488375710148','-9','-9','-9','-9','-9','-9','-9','-9'
'488375970148','-9','-9','-9','-9','-9','-9','-9','-9'
'488379100147','-9','-9','-9','-9','-9','-9','-9','-9'
'488379360147','-9','-9','-9','-9','-9','-9','-9','-9'
'488379510147','-9','-9','-9','-9','-9','-9','-9','-9'
'488380140149','-9','-9','-9','-9','-9','-9','-9','-9'
'488380300149','-9','-9','-9','-9','-9','-9','-9','-9'
'488380550149','-9','-9','-9','-9','-9','-9','-9','-9'
'488380960140','-9','-9','-9','-9','-9','-9','-9','-9'
'488404140143','-9','-9','-9','-9','-9','-9','-9','-9'
'488407740144','-9','-9','-9','-9','-9','-9','-9','-9'
'488408120143','-9','-9','-9','-9','-9','-9','2','-9'
'488408380143','-9','-9','-9','-9','-9','-9','-9','-9'
'488408530143','-9','-9','-9','-9','-9','-9','-9','-9'
'488415540242','-9','-9','-9','-9','-9','-9','-9','-9'
'488418710148','-9','-9','-9','-9','-9','-9','-9','-9'
'488421730145','-9','-9','-9','-9','-9','-9','-9','-9'
'488422900148','-9','-9','-9','-9','-9','-9','-9','-9'
'488430990144','-9','-9','-9','-9','-9','-9','-9','-9'
'488433060148','-9','-9','-9','-9','-9','-9','-9','-9'
'488438540143','-9','-9','-9','-9','-9','-9','-9','-9'
'488439720244','-9','-9','-9','-9','-9','-9','-9','-9'
'488439980145','-9','-9','-9','-9','-9','-9','-9','-9'
'488440760140','-9','-9','-9','-9','-9','-9','-9','-9'
'488440920140','-9','1','1','1','-9','-9','1','1'
'488442750142','-9','-9','-9','-9','-9','-9','-9','-9'
'488447960149','-9','-9','-9','-9','-9','1','2','-9'
'488452280143','-9','-9','-9','-9','-9','-9','-9','-9'
'488471500248','-9','-9','1','-9','-9','-9','2','-9'
'488472760142','-9','-9','-9','-9','-9','-9','-9','-9'
'488473980146','-9','-9','-9','-9','-9','-9','-9','-9'
'488474940143','-9','-9','-9','-9','-9','-9','-9','-9'
'488477530240','-9','-9','-9','-9','-9','-9','-9','-9'
'488477790147','-9','-9','-9','-9','-9','-9','2','-9'
'488477950147','-9','-9','-9','-9','-9','-9','-9','-9'
'488494400149','-9','-9','-9','-9','-9','-9','-9','-9'
'488497950149','-9','-9','-9','-9','-9','-9','-9','-9'
'488499730149','-9','-9','-9','-9','-9','-9','-9','-9'
'488499990149','-9','-9','-9','-9','-9','-9','-9','-9'
'488500810242','-9','-9','-9','-9','-9','-9','-9','-9'
'488504140143','-9','-9','-9','-9','-9','-9','-9','-9'
'488504390242','-9','-9','-9','-9','-9','-9','-9','-9'
'488504550143','-9','-9','-9','-9','-9','-9','-9','-9'
'488506980143','-9','-9','-9','-9','-9','-9','-9','-9'
'488521540143','-9','-9','-9','-9','-9','-9','-9','-9'
'488524910141','-9','-9','-9','-9','-9','-9','-9','-9'
'488529980148','-9','-9','-9','-9','-9','-9','-9','-9'
'488534560140','-9','-9','-9','-9','-9','-9','-9','-9'
'488543500146','-9','-9','-9','-9','-9','-9','-9','-9'
'488546110149','-9','-9','-9','-9','-9','-9','-9','-9'
'488546700147','-9','-9','-9','-9','-9','-9','-9','-9'
