CONTROL,OWNHERE,JWNHER
'475670150244','2','-9'
'475670233057','-6','-9'
'475670643057','-6','-9'
'475778760145','1','-9'
'475822360144','1','-9'
'475846960142','-6','-9'
'475926120148','2','-9'
'476037003053','1','2'
'476150480148','1','-9'
'476150710148','2','-9'
'476150970148','2','-9'
'476273520147','2','-9'
'476281930148','1','-9'
'476319720149','2','-9'
'476336563059','2','-9'
'476336893050','1','-9'
'476357480247','2','-9'
'476357480544','1','-9'
'476357640147','1','-9'
'476357710247','2','-9'
'476379970147','2','-9'
'476383380141','1','-9'
'476384623053','2','-9'
'476486540141','2','-9'
'476486790241','-6','-9'
'476494633057','2','-9'
'476500780142','2','-9'
'476500940142','2','-9'
'476502073056','-6','-9'
'476502700146','1','-9'
'476579330142','-6','-9'
'476579403055','-6','-9'
'476594560142','2','-9'
'476594640142','1','-9'
'476670253054','1','-9'
'476778780142','1','-9'
'476778940142','1','-9'
'476822120141','1','2'
'476822380141','2','-9'
'476822530141','2','-9'
'476846320148','1','-9'
'476846570148','-6','-9'
'476926140145','-6','-9'
'476926883058','1','-9'
'477053660143','2','-9'
'477129700149','1','-9'
'477258140144','-6','-9'
'477273130144','2','-9'
'477273540144','2','-9'
'477281790145','2','-9'
'477281950145','2','-9'
'477319740146','2','-9'
'477319900146','2','-9'
'477336253056','2','-9'
'477336663056','1','2'
'477357170144','2','-9'
'477357330144','2','-9'
'477357403057','2','-9'
'477357813057','-6','-9'
'477379400144','2','2'
'477379660341','2','-9'
'477379990144','2','-9'
'477384310346','2','-9'
'477384710149','2','-9'
'477384970149','1','-9'
'477452250149','2','-9'
'477452400140','2','-9'
'477452660149','2','2'
'477493940147','-6','-9'
'477494243054','-6','-9'
'477500300148','2','2'
'477500550148','2','-9'
'477558860145','-6','-9'
'477594660248','1','-9'
'477638530144','2','-9'
'477670273051','1','-9'
'477778140148','1','-9'
'477778550148','1','-9'
'477846180145','1','-9'
'477846340145','2','-9'
'477846590145','2','-9'
'477846900245','2','-9'
'477903150148','2','-9'
'477903310148','2','-9'
'477903560148','2','-9'
'477926493055','-6','-9'
'477926570142','-6','-9'
'477941920140','-6','-9'
'477954700149','2','-9'
'477954960149','2','-9'
'477963120146','1','-9'
'477963380146','1','-9'
'477963530146','-6','-9'
'477987660242','2','-9'
'478037853059','-6','-9'
'478045790145','2','-9'
'478053350140','2','-9'
'478053500140','2','2'
'478086540147','-6','-9'
'478129720146','2','-9'
'478185020244','2','-9'
'478185420147','2','-9'
'478196480147','2','-9'
'478206550146','2','-9'
'478273150141','1','-9'
'478273310141','2','-9'
'478273560141','2','2'
'478281970142','1','-9'
'478319760143','-6','-9'
'478319920143','-6','-9'
'478336273053','2','-9'
'478357680141','-6','-9'
'478357753054','2','-9'
'478358940147','1','-9'
'478379750141','2','-9'
'478379910141','2','-9'
'478452020343','2','-9'
'478452500146','2','-9'
'478494263051','-6','-9'
'478500650145','2','-9'
'478502180149','2','-9'
'478515900142','2','-9'
'478558880142','1','-9'
'478579293058','-6','-9'
'478579370245','-6','-9'
'478597330141','2','-9'
'478638630141','2','-9'
'478751790148','-6','-9'
'478751950148','1','-9'
'478778160145','1','-9'
'478778320145','-6','-9'
'478778570145','-6','-9'
'478788120149','2','-9'
'478788530149','2','-9'
'478788780140','2','-9'
'478828960149','2','2'
'478846100142','-6','-9'
'478846510142','1','-9'
'478873140148','2','-9'
'478873300148','2','-9'
'478903170145','-6','-9'
'478903330145','-6','-9'
'479005360247','-6','-9'
'479053370246','2','-9'
'479129740143','-6','-9'
'479141190148','2','-9'
'479141350148','2','2'
'479141750248','2','-9'
'479150290148','2','-9'
'479185930144','2','-9'
'479196400144','2','-9'
'479196810144','1','-9'
'479206493056','-6','-9'
'479206570143','1','-9'
'479206803056','2','-9'
'479242243055','2','-9'
'479242493155','1','2'
'479269320143','2','-9'
'479281170148','1','-9'
'479281330148','1','-9'
'479321250143','2','-9'
'479321660143','2','-9'
'479336043059','2','-9'
'479336113050','-6','-9'
'479358700144','2','-9'
'479358960144','2','-9'
'479452110143','2','-9'
'479452520143','2','-9'
'479482150243','2','-9'
'479486190241','1','-9'
'479494033057','-6','-9'
'479500670142','2','-9'
'479515100148','2','-9'
'479515360148','-6','-9'
'479515510148','1','-9'
'479550340148','2','-9'
'479558240148','-6','-9'
'479572750149','2','-9'
'479622810146','2','-9'
'479638320247','-6','-9'
'479687760149','-6','-9'
'479751710145','-6','-9'
'479751970145','-6','-9'
'479788300146','1','-9'
'479788550146','1','-9'
'479828720146','-6','-9'
'479828980146','2','-9'
'479873160145','2','2'
'479903190142','1','-9'
'479939250145','1','-9'
'479939660145','2','-9'
'479941140143','2','-9'
'479941300143','1','-9'
'479941550143','2','-9'
'479954010240','1','-9'
'479954410143','1','-9'
'479987370345','2','-9'
'479987770148','2','-9'
'480005940144','1','-9'
'480015160141','-6','-9'
'480053870143','1','-9'
'480185060147','1','-9'
'480185390247','2','-9'
'480194180148','2','-9'
'480196020147','2','-9'
'480206900149','2','-9'
'480238190143','2','2'
'480238500143','2','-9'
'480242180148','1','-9'
'480258033054','-6','-9'
'480258760144','1','-9'
'480261190143','1','-9'
'480261350143','-6','-9'
'480261500143','2','-9'
'480269740149','1','-9'
'480269900149','2','-9'
'480273750144','2','-9'
'480321420149','2','-9'
'480357870144','1','-9'
'480383510147','2','-9'
'480383760247','-6','-9'
'480389340143','1','-9'
'480482730140','2','-9'
'480482990140','-6','-9'
'480500840148','2','-9'
'480558340242','2','-9'
'480572110143','-6','-9'
'480572520143','-6','-9'
'480583843056','1','2'
'480594130148','2','2'
'480594210148','2','-9'
'480622020149','2','-9'
'480622270140','2','-9'
'480638740144','1','-9'
'480687120143','-6','-9'
'480730750144','2','-9'
'480730910144','1','-9'
'480733330146','-6','-9'
'480733580146','2','-9'
'480749790140','1','-9'
'480778760148','-6','-9'
'480822690147','2','-9'
'480987390142','1','-9'
'481005960141','1','2'
'481037730146','-6','-9'
'481052970340','1','-9'
'481053230149','1','-9'
'481053480140','2','-9'
'481053640149','2','-9'
'481086910147','-6','-9'
'481150153052','2','-9'
'481150313052','2','-9'
'481194100145','1','-9'
'481194360145','1','-9'
'481200340148','-6','-9'
'481206920146','2','2'
'481238110140','1','-9'
'481238370140','-6','-9'
'481238520140','1','-9'
'481238770240','1','-9'
'481242360145','1','-9'
'481242510145','2','-9'
'481258780141','1','-9'
'481258940141','1','-9'
'481261110140','1','-9'
'481273770141','1','-9'
'481273930141','1','-9'
'481336230140','-6','-9'
'481336560140','2','-9'
'481336640140','2','-9'
'481336713053','2','-9'
'481336973053','2','-9'
'481357313151','2','-9'
'481357480141','-6','-9'
'481357890141','2','-9'
'481389360140','1','-9'
'481389510140','-6','-9'
'481389920240','1','-9'
'481443970142','1','-9'
'481452480146','2','-9'
'481486540144','-6','-9'
'481493100241','2','-9'
'481500450145','2','-9'
'481500860145','2','-9'
'481532950145','2','-9'
'481550203052','2','-9'
'481550613052','2','-9'
'481572390140','-6','-9'
'481583120140','1','-9'
'481583380140','1','-9'
'481583453053','1','-9'
'481583863053','2','-9'
'481594230145','2','-9'
'481594640145','1','-9'
'481597950141','2','-9'
'481638760141','1','-9'
'481638920141','1','-9'
'481641180145','-6','-9'
'481730770141','2','-9'
'481730930141','1','-9'
'481733190143','1','-9'
'481733910243','-6','-9'
'481778380342','1','-9'
'481818100142','1','-9'
'481818510142','1','-9'
'481822200144','2','-9'
'481828360246','1','-9'
'481850940146','-6','-9'
'481860970241','1','-9'
'481890750144','2','-9'
'481895970147','2','-9'
'481939440148','2','-9'
'481941740146','-6','-9'
'481963760143','1','-9'
'481963920143','-6','-9'
'481987080148','2','-9'
'482005320147','1','-9'
'482005570147','2','-9'
'482053250146','2','-9'
'482053660146','2','-9'
'482125350142','-6','-9'
'482141710148','2','-9'
'482141970148','2','-9'
'482150253158','2','-9'
'482150400148','2','-9'
'482150730148','1','-9'
'482185000141','2','-9'
'482194380142','2','-9'
'482200100145','2','-9'
'482206780143','1','-9'
'482206940143','1','-9'
'482242120142','1','-9'
'482242380142','1','-9'
'482242530142','2','-9'
'482242780242','1','-9'
'482258140147','2','-9'
'482273130147','-6','-9'
'482273540147','2','-9'
'482281790148','1','-9'
'482294450146','1','-9'
'482294860146','1','-9'
'482336253059','2','-9'
'482336583059','2','-9'
'482336993050','1','-9'
'482356970148','-6','-9'
'482357170147','2','-9'
'482357330147','-6','-9'
'482357660147','1','-9'
'482379400147','1','-9'
'482379810147','2','-9'
'482379990147','1','-9'
'482408750143','2','-9'
'482410770143','-6','-9'
'482410930143','2','-9'
'482437140142','1','-9'
'482437300142','2','-9'
'482437550142','2','-9'
'482443580148','2','-9'
'482482110143','-6','-9'
'482482930243','-6','-9'
'482515720148','-6','-9'
'482517110142','-6','-9'
'482517370142','-6','-9'
'482548950148','-6','-9'
'482550073058','1','-9'
'482550700148','1','-9'
'482572310246','2','-9'
'482583223059','2','2'
'482583633059','2','-9'
'482583883050','2','-9'
'482589530144','-6','-9'
'482594250142','2','-9'
'482594330142','2','-9'
'482594810242','-6','-9'
'482638120147','1','2'
'482641510142','-6','-9'
'482746500142','1','-9'
'482749170143','1','-9'
'482749730243','1','-9'
'482788760146','2','-9'
'482790050144','2','-9'
'482806200145','1','-9'
'482860330247','-6','-9'
'482895730144','2','-9'
'482895990144','2','-9'
'482944470146','-6','-9'
'482954140240','2','-9'
'482963380149','1','-9'
'482963530149','1','-9'
'483005180144','1','2'
'483005340144','1','-9'
'483005590144','2','-9'
'483029200640','2','-9'
'483029200749','2','-9'
'483037930140','-6','-9'
'483053350143','2','-9'
'483121190148','1','-9'
'483121350148','-6','-9'
'483200120142','2','-9'
'483248080148','-6','-9'
'483258160144','-6','-9'
'483258803057','-6','-9'
'483269140149','-6','-9'
'483269700140','2','-9'
'483282520147','-6','-9'
'483294470143','1','-9'
'483294880143','1','-9'
'483356730145','-6','-9'
'483356990145','2','2'
'483357190144','1','-9'
'483357753057','-6','-9'
'483357910244','1','-9'
'483379750144','2','-9'
'483391950242','2','-9'
'483408290149','2','-9'
'483408770140','2','-9'
'483410130149','-6','-9'
'483410540149','-6','-9'
'483443350145','2','-9'
'483443500145','1','-9'
'483452500149','1','-9'
'483452830140','2','2'
'483493700147','2','-9'
'483500160148','2','-9'
'483500320148','2','-9'
'483515900145','2','2'
'483589140141','2','-9'
'483589300141','1','-9'
'483589550141','2','-9'
'483591200442','-6','-9'
'483593650142','1','-9'
'483597170144','2','-9'
'483597330144','2','-9'
'483649050144','2','-9'
'483649200244','1','-9'
'483649200541','2','-9'
'483671190148','2','-9'
'483730310144','-6','-9'
'483746040148','2','-9'
'483749190140','1','-9'
'483749350249','-6','-9'
'483749500140','2','-9'
'483778570148','-6','-9'
'483788780143','1','-9'
'483790070141','1','-9'
'483791950143','1','2'
'483806630142','1','2'
'483809360148','1','-9'
'483828550240','2','-9'
'483850570149','-6','-9'
'483860500244','1','-9'
'483873960142','1','-9'
'483910760149','2','-9'
'483910920149','2','-9'
'483925330144','2','-9'
'483925580144','1','-9'
'483939890142','2','-9'
'483941380149','-6','-9'
'483954800149','2','2'
'483963140146','2','-9'
'483963300146','2','-9'
'484005510141','-6','-9'
'484037540146','-6','-9'
'484052770143','1','-9'
'484053520140','1','-9'
'484086150147','2','-9'
'484086560147','2','-9'
'484121370145','2','-9'
'484121520145','2','-9'
'484125540245','2','-9'
'484141910142','-6','-9'
'484150043052','-6','-9'
'484169770146','2','-9'
'484185770147','2','-9'
'484196250344','2','-9'
'484196400147','-6','-9'
'484206320146','-6','-9'
'484229340148','2','-9'
'484248000145','1','2'
'484248250245','2','-9'
'484261330240','2','-9'
'484282540144','2','-9'
'484294650149','1','-9'
'484294800140','2','-9'
'484302780143','2','-9'
'484302940143','2','2'
'484346790147','2','-9'
'484356750142','-6','-9'
'484356910142','2','-9'
'484357773054','-6','-9'
'484391483052','2','-9'
'484391893052','1','2'
'484408130146','-6','-9'
'484408540146','2','-9'
'484423370148','2','-9'
'484443110142','2','-9'
'484443520142','2','-9'
'484452110146','1','-9'
'484452370146','1','-9'
'484452520146','2','-9'
'484468130146','-6','-9'
'484468390146','-6','-9'
'484500670145','2','-9'
'484500670442','2','-9'
'484512910146','1','-9'
'484515760142','1','-9'
'484515920142','2','-9'
'484550900142','-6','-9'
'484577380241','2','-9'
'484579213058','-6','-9'
'484579623058','-6','-9'
'484591630142','2','-9'
'484593010148','2','-9'
'484594040145','2','-9'
'484649070141','2','-9'
'484670063057','-6','-9'
'484671110145','2','-9'
'484671370145','2','-9'
'484730330141','-6','-9'
'484746060145','2','-9'
'484751710148','-6','-9'
'484788140149','1','-9'
'484788300149','1','-9'
'484791083050','1','-9'
'484791310446','2','-9'
'484791560149','1','-9'
'484791710140','1','-9'
'484791970140','2','-9'
'484794233051','2','-9'
'484795620142','1','-9'
'484809380145','2','-9'
'484822670244','2','-9'
'484846380142','2','-9'
'484848000147','2','-9'
'484850180146','-6','-9'
'484873320148','-6','-9'
'484889410142','1','-9'
'484890560144','-6','-9'
'484895520147','-6','-9'
'484925350141','1','-9'
'484926410241','-6','-9'
'484927930149','-6','-9'
'484932950145','2','-9'
'484939250148','2','-9'
'484941140146','-6','-9'
'484944410140','1','-9'
'484944670149','1','2'
'484997570141','1','-9'
'485003140141','2','-9'
'485003300141','1','-9'
'485005390147','-6','-9'
'485029810149','-6','-9'
'485050150144','2','-9'
'485050310144','2','-9'
'485050560144','2','-9'
'485053140146','2','-9'
'485086740144','1','-9'
'485089550141','-6','-9'
'485121960142','-6','-9'
'485125160142','-6','-9'
'485125320142','1','-9'
'485125570142','-6','-9'
'485129110240','1','-9'
'485144720149','-6','-9'
'485174160244','2','-9'
'485174243057','2','-9'
'485174653057','2','-9'
'485185070141','1','-9'
'485194190142','-6','-9'
'485194350142','2','-9'
'485196030141','2','-9'
'485220740247','2','-9'
'485229930145','-6','-9'
'485250040144','1','-9'
'485267910341','1','-9'
'485269750143','1','-9'
'485282720141','2','-9'
'485282980141','2','-9'
'485302710149','-6','-9'
'485303790145','1','-9'
'485319710149','1','-9'
'485321430143','1','-9'
'485321840143','2','-9'
'485336473050','-6','-9'
'485349970145','1','-9'
'485379700147','2','-9'
'485379960147','1','-9'
'485391180145','1','-9'
'485391340145','2','-9'
'485391413058','2','-9'
'485391590145','1','2'
'485391823058','-6','-9'
'485401370144','2','-9'
'485401520144','2','2'
'485468720143','2','-9'
'485468980143','-6','-9'
'485477160140','-6','-9'
'485477570140','2','-9'
'485489160343','2','-9'
'485489720146','2','-9'
'485489980146','2','-9'
'485494623057','-6','-9'
'485502063056','-6','-9'
'485512560141','-6','-9'
'485530700148','2','-9'
'485530960148','1','-9'
'485532390144','-6','-9'
'485532780142','1','-9'
'485532940142','2','-9'
'485553910149','2','-9'
'485558910148','1','-9'
'485589310148','2','-9'
'485593600145','1','-9'
'485594140142','2','-9'
'485641170142','1','-9'
'485641330142','-6','-9'
'485641580142','1','-9'
'485674550147','1','-9'
'485694320145','1','-9'
'485694493058','2','-9'
'485694803058','2','-9'
'485698300144','2','-9'
'485730510147','-6','-9'
'485733180140','2','-9'
'485733340140','-6','-9'
'485746160142','2','-9'
'485746240142','-6','-9'
'485763940143','1','-9'
'485790020144','1','-9'
'485791900146','2','-9'
'485794673057','2','2'
'485795650148','2','-9'
'485796163050','2','-9'
'485796323050','-6','-9'
'485796573050','2','-9'
'485806270145','2','-9'
'485809120141','1','-9'
'485809530141','1','-9'
'485822290141','2','-9'
'485822440241','2','2'
'485846310148','-6','-9'
'485850770143','-6','-9'
'485850930143','1','-9'
'485857380142','-6','-9'
'485857530142','2','-9'
'485889440148','2','-9'
'485890900141','1','-9'
'485897090147','1','-9'
'485897983051','2','-9'
'485926110147','2','-9'
'485926600147','2','-9'
'485941730143','2','-9'
'485944850146','2','-9'
'486003990346','2','-9'
'486037340149','2','-9'
'486044340145','2','-9'
'486044590145','2','-9'
'486050170141','2','-9'
'486050580141','2','-9'
'486052720146','2','-9'
'486052980146','1','-9'
'486053320143','1','-9'
'486103980149','1','-9'
'486121990247','2','-9'
'486144900146','1','-9'
'486155170145','2','-9'
'486168770143','2','-9'
'486169720149','1','-9'
'486169980149','2','-9'
'486174263054','-6','-9'
'486192110142','1','2'
'486192370142','2','-9'
'486202970149','2','-9'
'486204950149','2','-9'
'486226770149','-6','-9'
'486226930149','2','-9'
'486229790142','-6','-9'
'486243740146','2','-9'
'486246990148','2','-9'
'486261120243','-6','-9'
'486261720141','2','-9'
'486261980141','2','-9'
'486269110149','2','-9'
'486269770140','-6','-9'
'486282340147','-6','-9'
'486282590147','-6','-9'
'486295710146','-6','-9'
'486302730146','2','-9'
'486302990146','2','-9'
'486319990146','2','-9'
'486321200149','-6','-9'
'486321860140','-6','-9'
'486336653056','-6','-9'
'486349730142','1','-9'
'486349990142','2','-9'
'486356960145','1','-9'
'486359930343','2','-9'
'486379720144','2','-9'
'486391510142','2','-9'
'486401390141','-6','-9'
'486401540141','-6','-9'
'486408180149','2','-9'
'486408340149','2','-9'
'486408670149','2','-9'
'486410100149','1','-9'
'486410360149','2','-9'
'486410760140','1','-9'
'486416700141','2','-9'
'486416960141','2','-9'
'486443160145','2','-9'
'486443320145','1','-9'
'486468180149','-6','-9'
'486473700145','2','-9'
'486473960145','2','-9'
'486489013053','2','-9'
'486504760140','2','-9'
'486504920140','-6','-9'
'486530980145','2','2'
'486532150141','-6','-9'
'486532560141','-6','-9'
'486553930146','-6','-9'
'486589170145','-6','-9'
'486591270145','2','-9'
'486597550144','-6','-9'
'486638290144','2','-9'
'486638600144','2','2'
'486649020144','-6','-9'
'486662500142','-6','-9'
'486670263051','2','-9'
'486671160148','-6','-9'
'486671570148','1','-9'
'486674160144','1','-9'
'486674320144','1','-9'
'486674570144','2','-9'
'486694180142','2','-9'
'486694413055','-6','-9'
'486694590142','2','-9'
'486710160140','1','-9'
'486710570140','2','-9'
'486710720240','2','-9'
'486730530144','2','2'
'486730940244','2','-9'
'486746180248','-6','-9'
'486749320140','2','-9'
'486749570140','2','-9'
'486763300149','1','-9'
'486763550149','-6','-9'
'486775590145','2','-9'
'486791920143','-6','-9'
'486794283054','1','-9'
'486794693054','2','-9'
'486795260145','2','2'
'486795410245','-6','-9'
'486809310349','2','-9'
'486809580148','2','-9'
'486812110145','2','-9'
'486812370145','2','-9'
'486839750143','-6','-9'
'486845710245','2','-9'
'486846170145','-6','-9'
'486850130149','1','-9'
'486850540149','1','-9'
'486853910146','2','-9'
'486878910140','-6','-9'
'486890100147','2','-9'
'486890360147','2','-9'
'486895720141','2','-9'
'486895980141','1','-9'
'486897343057','1','-9'
'486910730149','1','-9'
'486910990149','2','-9'
'486914330148','2','-9'
'486914580148','1','-9'
'486925550144','-6','-9'
'486926540144','-6','-9'
'486926560142','1','-9'
'486946520148','2','-9'
'486961710146','2','-9'
'486961970146','2','-9'
'486962770145','-6','-9'
'486962930442','2','-9'
'486997110144','2','-9'
'486997520144','2','-9'
'486997770244','2','-9'
'486997930244','2','-9'
'486997930541','2','-9'
'487002930147','-6','-9'
'487027930149','-6','-9'
'487029440143','1','-9'
'487033980146','1','-9'
'487050500247','1','-9'
'487053010149','2','-9'
'487081780147','2','-9'
'487081940147','1','-9'
'487103740146','1','-9'
'487107560149','-6','-9'
'487107970140','-6','-9'
'487121190144','2','-9'
'487121340145','-6','-9'
'487121350144','-6','-9'
'487138990143','2','-9'
'487144760143','-6','-9'
'487155910242','2','-9'
'487168130149','1','-9'
'487168390149','2','-9'
'487173560146','2','-9'
'487196750143','1','-9'
'487196910143','2','-9'
'487218300143','1','-9'
'487220380141','2','-9'
'487226790146','2','-9'
'487226950146','2','-9'
'487251560245','2','-9'
'487257750149','-6','-9'
'487257910149','1','-9'
'487261180147','2','-9'
'487261590147','2','-9'
'487269540146','-6','-9'
'487273300143','1','-9'
'487284520143','2','-9'
'487294460140','-6','-9'
'487302750143','-6','-9'
'487303580148','-6','-9'
'487303930143','1','-9'
'487306910143','2','-9'
'487321170142','2','-9'
'487333380144','2','-9'
'487333530144','2','-9'
'487346840147','2','-9'
'487349350148','2','-9'
'487349910248','1','-9'
'487356720142','2','-9'
'487365380440','2','-9'
'487365530143','1','-9'
'487382100145','2','-9'
'487382360145','2','-9'
'487404380146','2','-9'
'487407980147','-6','-9'
'487408280146','2','-9'
'487408360146','1','-9'
'487416160147','2','-9'
'487416320147','1','-9'
'487421370141','2','-9'
'487423590148','2','-9'
'487430560344','2','-9'
'487430710147','2','-9'
'487433290142','1','-9'
'487440900143','2','-9'
'487443340142','2','2'
'487472900145','2','-9'
'487474760146','1','-9'
'487474920146','1','-9'
'487489920140','2','-9'
'487497940147','-6','-9'
'487504120146','2','-9'
'487504380146','2','-9'
'487504530146','2','-9'
'487519550242','-6','-9'
'487521110146','-6','-9'
'487521520146','2','-9'
'487542380148','2','-9'
'487546750143','1','-9'
'487546910143','2','-9'
'487548700142','-6','-9'
'487574780149','1','-9'
'487579510245','1','-9'
'487589350142','1','-9'
'487591290142','1','-9'
'487591520142','-6','-9'
'487600440143','-6','-9'
'487600850143','2','-9'
'487603160141','2','-9'
'487619770147','2','-9'
'487629700144','1','-9'
'487638210141','2','-9'
'487649040141','1','-9'
'487650170148','-6','-9'
'487653320147','1','-9'
'487653570147','1','-9'
'487654920145','-6','-9'
'487656980148','-6','-9'
'487664730149','-6','-9'
'487664990149','2','-9'
'487670510344','-6','-9'
'487671340145','2','-9'
'487673380242','2','-9'
'487681170145','2','-9'
'487681330145','2','-9'
'487721150145','2','-9'
'487721310145','-6','-9'
'487746030145','2','-9'
'487755750146','1','-9'
'487755910146','1','-9'
'487763320146','-6','-9'
'487772740145','2','-9'
'487772900145','1','-9'
'487773930144','2','-9'
'487775100142','1','-9'
'487775360142','1','-9'
'487806060148','-6','-9'
'487809500145','2','-9'
'487809730149','-6','-9'
'487813990146','-6','-9'
'487827710149','2','-9'
'487827970149','-6','-9'
'487839110149','2','-9'
'487839520149','2','-9'
'487839770140','-6','-9'
'487845330142','2','-9'
'487846350142','-6','-9'
'487850150146','2','-9'
'487850310146','-6','-9'
'487854570148','-6','-9'
'487878110146','2','-9'
'487879770142','1','-9'
'487888100140','2','-9'
'487888360140','2','-9'
'487889480142','2','-9'
'487898380341','2','-9'
'487898780144','2','2'
'487898940144','-6','-9'
'487902500140','-6','-9'
'487913520142','-6','-9'
'487914350145','2','-9'
'487914500145','1','-9'
'487922370240','2','-9'
'487925160141','2','-9'
'487925570141','1','-9'
'487926230141','1','2'
'487926560141','2','-9'
'487927900149','-6','-9'
'487951920141','-6','-9'
'487952700147','1','-9'
'487952960147','1','-9'
'487954710146','2','2'
'487961730143','2','-9'
'487961990143','2','2'
'487962950142','1','-9'
'487997540141','-6','-9'
'488003770340','2','-9'
'488007560148','2','-9'
'488013370140','2','-9'
'488013520140','1','-9'
'488021960144','-6','-9'
'488027950146','-6','-9'
'488028190140','2','2'
'488029210149','-6','-9'
'488029770148','2','-9'
'488037120143','-6','-9'
'488037380143','-6','-9'
'488037530143','-6','-9'
'488040780140','-6','-9'
'488042730143','2','2'
'488049760140','-6','-9'
'488049920140','1','-9'
'488053920346','2','2'
'488056550140','2','-9'
'488057800141','1','2'
'488067780144','2','-9'
'488074670143','2','-9'
'488081700144','-6','-9'
'488081960144','1','-9'
'488092400145','2','-9'
'488092760144','2','-9'
'488092810145','2','2'
'488102660144','2','-9'
'488103710144','2','-9'
'488107330146','2','-9'
'488112510344','2','-9'
'488112510641','2','-9'
'488115490148','-6','-9'
'488116980144','2','-9'
'488118300146','1','-9'
'488121110141','2','-9'
'488121520141','2','-9'
'488121770241','2','-9'
'488127530149','-6','-9'
'488130790144','1','-9'
'488136620141','-6','-9'
'488138500149','2','-9'
'488138910140','-6','-9'
'488143680149','2','-9'
'488143730148','-6','-9'
'488143830140','-6','-9'
'488143990148','2','-9'
'488151940142','-6','-9'
'488157940141','-6','-9'
'488168310146','-6','-9'
'488169920143','-6','-9'
'488173170143','-6','-9'
'488173330143','2','-9'
'488176940146','1','-9'
'488181530149','2','-9'
'488185760144','2','-9'
'488188180142','1','-9'
'488190710141','2','-9'
'488196770140','-6','-9'
'488202670147','2','-9'
'488207750147','1','-9'
'488218320140','-6','-9'
'488223140147','2','-9'
'488229580145','2','-9'
'488231720142','2','2'
'488236940147','-6','-9'
'488238720149','2','-9'
'488238980149','1','-9'
'488239940149','-6','-9'
'488239960144','1','-9'
'488243380149','1','-9'
'488243700144','-6','-9'
'488245770144','1','-9'
'488246770142','2','-9'
'488247920140','2','-9'
'488253520143','1','-9'
'488260300142','1','-9'
'488261100144','1','-9'
'488261510144','-6','-9'
'488261760244','1','2'
'488265750145','2','-9'
'488268570143','-6','-9'
'488268980243','2','-9'
'488271580140','2','-9'
'488273160140','1','-9'
'488273320140','-6','-9'
'488276820148','2','-9'
'488279500141','-6','-9'
'488282120141','2','-9'
'488282530141','-6','-9'
'488284130140','2','-9'
'488287620148','2','-9'
'488287870248','2','-9'
'488289580147','1','-9'
'488295190149','2','-9'
'488295500149','2','-9'
'488295750140','1','-9'
'488295910140','1','-9'
'488297510443','2','-9'
'488300330145','2','-9'
'488300580145','-6','-9'
'488303130149','1','-9'
'488303350145','2','2'
'488303390149','1','-9'
'488303540149','2','-9'
'488303790140','-6','-9'
'488306110149','2','-9'
'488306370149','2','-9'
'488306770140','-6','-9'
'488328100141','1','-9'
'488328510141','2','-9'
'488329750142','-6','-9'
'488329910142','-6','-9'
'488333550141','-6','-9'
'488336513050','-6','-9'
'488343930145','2','2'
'488346780144','2','-9'
'488359510245','2','-9'
'488359510542','2','-9'
'488374960142','2','-9'
'488375710148','-6','-9'
'488375970148','2','-9'
'488379100147','2','-9'
'488379360147','2','-9'
'488379510147','2','-9'
'488380140149','2','-9'
'488380300149','-6','-9'
'488380550149','-6','-9'
'488380960140','-6','-9'
'488404140143','-6','-9'
'488407740144','1','-9'
'488408120143','2','-9'
'488408380143','2','-9'
'488408530143','2','-9'
'488415540242','1','-9'
'488418710148','-6','-9'
'488418970148','2','-9'
'488421730145','2','-9'
'488422900148','2','-9'
'488430990144','-6','-9'
'488433060148','2','-9'
'488438540143','1','-9'
'488439720244','-6','-9'
'488439980145','-6','-9'
'488440760140','2','-9'
'488440920140','2','-9'
'488442750142','2','-9'
'488447960149','2','-9'
'488452280143','2','-9'
'488471500248','2','-9'
'488472760142','-6','-9'
'488473980146','1','-9'
'488474940143','-6','-9'
'488477530240','-6','-9'
'488477790147','2','-9'
'488477950147','-6','-9'
'488494400149','-6','-9'
'488497950149','1','-9'
'488499730149','2','-9'
'488499990149','-6','-9'
'488500810242','1','-9'
'488503740146','-6','-9'
'488504140143','2','-9'
'488504300143','2','-9'
'488504390242','2','-9'
'488504550143','1','2'
'488506980143','2','-9'
'488521130143','2','-9'
'488521540143','-6','-9'
'488524910141','2','-9'
'488527770141','1','-9'
'488529980148','-6','-9'
'488534560140','2','-9'
'488536730147','-6','-9'
'488543500146','1','-9'
'488546110149','-6','-9'
'488546700147','1','-9'
'488546960147','2','-9'
'488553310149','-6','-9'
'488558150148','-6','-9'
'488560260148','2','-9'
'488560670148','1','-9'
'488574700146','-6','-9'
'488599500245','1','-9'
'488600210149','1','-9'
'488600620149','1','-9'
'488602520144','2','-9'
'488606730142','2','-9'
'488606990142','2','-9'
'488611990144','-6','-9'
'488616380140','2','-9'
'488616530140','2','-9'
'488619460143','2','-9'
'488629980141','-6','-9'
'488631130145','1','-9'
'488631540145','-6','-9'
'488642770146','1','-9'
'488642930146','2','-9'
'488650190145','2','-9'
'488653590144','-6','-9'
'488656740145','-6','-9'
'488656950147','2','-9'
'488661500240','1','-9'
'488666460149','2','-9'
'488669900149','2','-9'
'488673710143','2','-9'
'488685500141','1','-9'
