CONTROL,OWNHERE,JWNHER
'189226540147','2','-9'
'189228550149','1','-9'
'189228960140','1','-9'
'189229390149','-6','-9'
'189229530142','2','-9'
'189233550149','2','-9'
'189236730144','2','-9'
'189238770146','-6','-9'
'189245720141','2','-9'
'189247150146','-6','-9'
'189261150141','1','-9'
'189261930146','-6','-9'
'189268170142','2','-9'
'189269510140','2','-9'
'189270560143','-6','-9'
'189270640143','2','-9'
'189270910142','-6','-9'
'189282010142','-6','-9'
'189285920143','2','-9'
'189289120144','-6','-9'
'189291700146','1','-9'
'189292190148','2','-9'
'189292350148','-6','-9'
'189293540245','-6','-9'
'189295300146','-6','-9'
'189297310143','-6','-9'
'189303180146','-6','-9'
'189303550142','-6','-9'
'189306650146','2','-9'
'189312800141','-6','-9'
'189320790147','-6','-9'
'189325140148','1','-9'
'189329550148','-6','-9'
'189334970243','2','-9'
'189335850148','-6','-9'
'189339510147','2','-9'
'189346810141','1','-9'
'189351560146','1','-9'
'189355510140','-6','-9'
'189355940244','1','-9'
'189356460245','-6','-9'
'189374140143','-6','-9'
'189374190148','2','-9'
'189375760144','2','2'
'189375920145','-6','-9'
'189376340148','1','-9'
'189380350146','-6','-9'
'189380500146','-6','-9'
'189386790149','-6','-9'
'189388940145','-6','-9'
'189389760146','-6','-9'
'189404190140','1','-9'
'189408250140','2','-9'
'189409390149','2','-9'
'189411390144','-6','-9'
'189417150147','2','-9'
'189417310147','-6','-9'
'189422950145','-6','-9'
'189423560142','-6','-9'
'189425300141','-6','-9'
'189426370143','2','-9'
'189433050140','-6','-9'
'189433590141','2','-9'
'189434190145','-6','-9'
'189439370141','-6','-9'
'189440510148','-6','-9'
'189449930145','-6','-9'
'189451340146','2','-9'
'189451590146','2','-9'
'189452500147','-6','-9'
'189453540243','2','-9'
'189458770148','-6','-9'
'189460750146','-6','-9'
'189465170144','2','-9'
'189469530149','-6','-9'
'189469780140','2','-9'
'189472150148','-6','-9'
'189472390141','2','-9'
'189473770143','-6','-9'
'189474730140','-6','-9'
'189477990149','-6','-9'
'189479940148','-6','-9'
'189482990144','1','-9'
'189483140149','-6','-9'
'189483960140','-6','-9'
'189485970342','2','-9'
'189489730147','-6','-9'
'189489813056','-6','-9'
'189489990147','-6','-9'
'189491970149','-6','-9'
'189492530145','-6','-9'
'189493280147','-6','-9'
'189494140245','2','-9'
'189494780146','-6','-9'
'189497340343','-6','-9'
'189499780146','1','-9'
'189502140344','2','-9'
'189502550143','-6','-9'
'189502960147','-6','-9'
'189503790143','-6','-9'
'189505910144','1','-9'
'189508160143','-6','-9'
'189509120146','2','-9'
'189513310143','1','-9'
'189513560143','2','-9'
'189515140145','2','-9'
'189524140147','-6','-9'
'189524300147','-6','-9'
'189525810146','2','-9'
'189528170147','-6','-9'
'189528330147','-6','-9'
'189550730141','1','-9'
'189553360146','2','-9'
'189555540149','-6','-9'
'189557170141','2','-9'
'189558280145','-6','-9'
'189558510145','-6','-9'
'189559750148','1','-9'
'189564950247','-6','-9'
'189569770148','1','-9'
'189570800146','-6','-9'
'189575300246','-6','-9'
'189575340142','2','-9'
'189577720147','-6','-9'
'189579253052','-6','-9'
'189581770148','2','-9'
'189583780146','-6','-9'
'189583940146','-6','-9'
'189584770143','2','-9'
'189599900144','-6','-9'
'189606380148','-6','-9'
'189607760143','-6','-9'
'189607920143','-6','-9'
'189608300241','-6','-9'
'189615370144','-6','-9'
'189618110142','1','-9'
'189619740140','2','-9'
'189622490147','-6','-9'
'189627100148','2','-9'
'189627510148','1','-9'
'189629380142','1','-9'
'189631180142','-6','-9'
'189633500143','-6','-9'
'189638540142','2','-9'
'189642980143','2','2'
'189646710143','2','-9'
'189649150146','1','-9'
'189653180143','-6','-9'
'189653540141','1','2'
'189656900144','-6','-9'
'189659570347','1','-9'
'189661130147','1','-9'
'189664700143','-6','-9'
'189664960143','1','-9'
'189670730141','-6','-9'
'189673830148','-6','-9'
'189681910344','2','-9'
'189683110144','-6','-9'
'189685790148','2','-9'
'189688300348','2','-9'
'189688780143','2','-9'
'189688940143','2','-9'
'189691170240','2','-9'
'189693250145','2','-9'
'189693580145','2','-9'
'189700350140','-6','-9'
'189700500140','2','-9'
'189705790145','2','-9'
'189713930143','-6','-9'
'189718980145','-6','-9'
'189719580147','-6','-9'
'189724330140','-6','-9'
'189736540140','1','-9'
'189741990141','-6','-9'
'189752140149','-6','-9'
'189752590147','2','2'
'189757970243','2','-9'
'189758420141','2','-9'
'189758830141','2','-9'
'189759700149','2','-9'
'189759750147','-6','-9'
'189762730147','-6','-9'
'189763540140','-6','-9'
'189765400144','-6','-9'
'189765990144','1','-9'
'189767610146','2','-9'
'189769380147','2','-9'
'189773130148','2','-9'
'189783170143','-6','-9'
'189788180143','-6','-9'
'189788590143','-6','-9'
'189790760144','2','-9'
'189793630146','-6','-9'
'189799380146','1','-9'
'189800140146','1','-9'
'189800300146','1','-9'
'189800550146','1','-9'
'189801820144','-6','-9'
'189802570149','2','-9'
'189812920146','-6','-9'
'189813960140','-6','-9'
'189814370140','2','-9'
'189816000147','2','-9'
'189821870142','-6','-9'
'189822350148','-6','-9'
'189828720147','-6','-9'
'189836930141','2','-9'
'189838190145','-6','-9'
'189841790146','-6','-9'
'189842960147','-6','-9'
'189848330146','-6','-9'
'189848650245','2','-9'
'189850120140','-6','-9'
'189853590146','2','-9'
'189855750140','1','-9'
'189866380142','-6','-9'
'189871110140','1','-9'
'189879740245','1','-9'
'189882350140','-6','-9'
'189882350249','-6','-9'
'189887730145','-6','-9'
'189892700148','1','-9'
'189904530144','-6','-9'
'189906160142','1','-9'
'189907960141','-6','-9'
'189909580143','2','-9'
'189910980140','-6','-9'
'189912730141','-6','-9'
'189916820148','-6','-9'
'189919710144','-6','-9'
'189921010149','2','-9'
'189921670140','2','-9'
'189924570149','-6','-9'
'189930270140','2','-9'
'189933140140','1','-9'
'189938320149','1','-9'
'189938980140','-6','-9'
'189939730147','2','-9'
'189947790148','1','-9'
'189949970147','-6','-9'
'189950350149','-6','-9'
'189951730244','1','-9'
'189951900143','-6','-9'
'189952930141','-6','-9'
'189954200149','2','2'
'189954920148','-6','-9'
'189954940140','2','-9'
'189955500145','2','-9'
'189962130146','-6','-9'
'189965300249','2','-9'
'189976900147','-6','-9'
'189979140145','2','-9'
'189979300145','2','-9'
'189985000144','-6','-9'
'189989300248','-6','-9'
'189993950145','-6','-9'
'189994780145','2','-9'
'189999730247','-6','-9'
'194711960341','1','-9'
'194853960242','1','-9'
'194929960143','1','-9'
'195194060445','1','-9'
'195219010342','2','-9'
'195267060247','1','-9'
'195269060346','1','-9'
'195440010243','2','-9'
'195793010144','2','-9'
'199007858088','-6','-9'
'199010660440','2','-9'
'199017770349','-6','-9'
'199017850349','-6','-9'
'199017930240','-6','-9'
'199017930349','-6','-9'
'199018830341','-6','-9'
'199022890143','-6','-9'
'199022978286','1','-9'
'199022978880','1','-9'
'199035948089','-6','-9'
'199040990348','-6','-9'
'199042950246','-6','-9'
'199044740342','2','-9'
'199046960246','2','-9'
'199046960543','2','-9'
'199046960840','2','-9'
'199048750543','2','-9'
'199048990344','2','-9'
'199051930144','-6','-9'
'199052820342','2','-9'
'199052828782','-6','-9'
'199055958184','-6','-9'
'199059800248','-6','-9'
'199059980248','-6','-9'
'199069750242','-6','-9'
'199069830242','-6','-9'
'199078850245','-6','-9'
'199081770342','-6','-9'
'199083750440','-6','-9'
'199083830143','-6','-9'
'199092870248','2','-9'
'199092910443','2','-9'
'199092950248','2','-9'
'199093600243','-6','-9'
'199093938189','-6','-9'
'199093938783','-6','-9'
'199096960149','-6','-9'
'199101820346','-6','-9'
'199102910248','-6','-9'
'199107830242','-6','-9'
'199107950349','-6','-9'
'199114828287','-6','-9'
'199114828881','-6','-9'
'199114900144','2','-9'
'199116860247','-6','-9'
'199117700147','-6','-9'
'199117960444','-6','-9'
'199119900448','1','-9'
'199120930348','-6','-9'
'199125900148','1','-9'
'199125900445','-6','-9'
'199127990342','-6','-9'
'199136910344','2','-9'
'199137440145','-6','-9'
'199141470648','2','2'
'199146990441','-6','-9'
'199149950442','-6','-9'
'199151820542','2','-9'
'199158750349','-6','-9'
'199168770145','1','-9'
'199168770442','1','-9'
'199178830147','-6','-9'
'199178830444','-6','-9'
'199180920446','-6','-9'
'199182770146','-6','-9'
'199182850146','-6','-9'
'199182850443','-6','-9'
'199185840442','-6','-9'
'199192688983','-6','-9'
'199192758786','-6','-9'
'199193845383','-6','-9'
'199197640242','1','-9'
'199199960248','1','-9'
'199199960545','1','-9'
'199199960842','1','-9'
'199199961048','1','-9'
'199200870146','-6','-9'
'199200870443','2','-9'
'199207838789','-6','-9'
'199211608583','-6','-9'
'199219970144','-6','-9'
'199219980342','-6','-9'
'199224750642','2','-9'
'199225969580','2','-9'
'199225969689','-6','-9'
'199229960246','-6','-9'
'199236930242','2','-9'
'199238860148','-6','-9'
'199239920548','2','-9'
'199240960249','2','-9'
'199242930341','-6','-9'
'199243740243','2','-9'
'199244890448','-6','-9'
'199245860148','-6','-9'
'199252820540','2','-9'
'199252828386','-6','-9'
'199252828980','-6','-9'
'199254810442','-6','-9'
'199258620241','-6','-9'
'199258870341','2','-9'
'199263940142','1','-9'
'199268860346','-6','-9'
'199270920248','-6','-9'
'199273860341','-6','-9'
'199273940343','2','-9'
'199276840143','-6','-9'
'199276840549','1','-9'
'199276848286','-6','-9'
'199276920440','-6','-9'
'199277920345','2','-9'
'199281860244','-6','-9'
'199281940244','1','-9'
'199285850546','2','-9'
'199285930140','-6','-9'
'199286910243','1','-9'
'199287910242','-6','-9'
'199289940148','-6','-9'
'199289940445','-6','-9'
'199298920340','2','-9'
'199311960340','1','-9'
'199311960449','1','-9'
'199314840343','-6','-9'
'199319818089','-6','-9'
'199324580543','2','-9'
'199324580840','2','-9'
'199335750141','-6','-9'
'199335860145','-6','-9'
'199335860442','-6','-9'
'199336800143','2','-9'
'199336980342','2','-9'
'199338600246','-6','-9'
'199338870245','2','-9'
'199338870542','2','-9'
'199338930346','2','-9'
'199338930643','2','-9'
'199345810644','1','-9'
'199345818084','2','-9'
'199351980540','2','-9'
'199357800341','-6','-9'
'199361980140','-6','-9'
'199362710445','-6','-9'
'199362970445','-6','-9'
'199367740145','1','-9'
'199373900148','2','-9'
'199373900445','2','-9'
'199374920245','-6','-9'
'199377960148','-6','-9'
'199382900345','-6','-9'
'199388958988','-6','-9'
'199390730243','-6','-9'
'199391920448','-6','-9'
'199393870446','-6','-9'
'199396860340','-6','-9'
'199396940340','1','-9'
'199396940449','1','-9'
'199408758281','2','-9'
'199409700246','-6','-9'
'199413780248','2','-9'
'199413940248','-6','-9'
'199413950447','-6','-9'
'199421750341','2','-9'
'199424430148','1','-9'
'199429660242','-6','-9'
'199429810342','-6','-9'
'199430870247','-6','-9'
'199433950149','-6','-9'
'199433950446','-6','-9'
'199440930245','-6','-9'
'199445920444','-6','-9'
'199453880340','-6','-9'
'199460920440','-6','-9'
'199467900247','2','-9'
'199474900543','2','-9'
'199474910342','1','-9'
'199477820443','-6','-9'
'199479840344','-6','-9'
'199482880345','-6','-9'
'199483970543','-6','-9'
'199486960147','-6','-9'
'199486960444','-6','-9'
'199494970547','1','-9'
'199494970844','1','-9'
'199497690444','-6','-9'
'199497760247','-6','-9'
'199497830440','-6','-9'
'199498880448','-6','-9'
'199499870143','-6','-9'
'199499950440','-6','-9'
'199502970646','1','-9'
'199502970943','1','-9'
'199503960140','-6','-9'
'199504830445','1','-9'
'199504910147','-6','-9'
'199504919981','2','-9'
'199512990147','-6','-9'
'199513800240','-6','-9'
'199517760148','-6','-9'
'199517840148','-6','-9'
'199518770244','-6','-9'
'199525950342','-6','-9'
'199529830343','1','-9'
'199529830640','-6','-9'
'199529910343','2','-9'
'199538800446','-6','-9'
'199539980445','-6','-9'
'199544990148','-6','-9'
'199544990445','2','2'
'199550623252','2','-9'
'199550870242','2','-9'
'199551708082','2','-9'
'199551960345','2','-9'
'199551960642','2','-9'
'199553930243','-6','-9'
'199554580741','2','-9'
'199555708280','-6','-9'
'199558858385','-6','-9'
'199561580345','-6','-9'
'199566800349','-6','-9'
'199566808184','-6','-9'
'199572470440','-6','-9'
'199577810144','-6','-9'
'199583793253','-6','-9'
'199583870143','2','-9'
'199583870440','2','-9'
'199586870344','2','-9'
'199590920348','-6','-9'
'199593840447','-6','-9'
'199597470747','1','-9'
'199599919084','-6','-9'
'199600910243','-6','-9'
'199600960345','-6','-9'
'199604860343','-6','-9'
'199607910448','-6','-9'
'199607930140','-6','-9'
'199608910245','-6','-9'
'199613960441','2','-9'
'199615810443','-6','-9'
'199615990443','2','-9'
'199617730143','-6','-9'
'199619915286','2','-9'
'199619918280','2','-9'
'199619918686','2','-9'
'199619919783','2','-9'
'199620830244','-6','-9'
'199621990342','2','-9'
'199623830249','1','-9'
'199624880149','-6','-9'
'199625830145','-6','-9'
'199626970345','-6','-9'
'199630680343','-6','-9'
'199630688080','-6','-9'
'199630750443','-6','-9'
'199633920349','-6','-9'
'199637730149','-6','-9'
'199638938484','2','-9'
'199641829286','2','-9'
'199644990144','-6','-9'
'199644990441','-6','-9'
'199653910240','-6','-9'
'199659950448','-6','-9'
'199662830448','-6','-9'
'199662960743','1','-9'
'199663958483','-6','-9'
'199664680244','-6','-9'
'199664750344','-6','-9'
'199664970249','-6','-9'
'199676800346','-6','-9'
'199676980346','-6','-9'
'199680978281','2','-9'
'199681840341','-6','-9'
'199688950249','-6','-9'
'199691900149','-6','-9'
'199693990146','-6','-9'
'199697720347','-6','-9'
'199698910146','-6','-9'
'199699880347','-6','-9'
'199700840643','-6','-9'
'199700920346','-6','-9'
'199701950147','2','-9'
'199705910441','2','-9'
'199706860441','-6','-9'
'199706940144','-6','-9'
'199714950249','-6','-9'
'199716930148','2','-9'
'199716930445','2','-9'
'199724960344','-6','-9'
'199726980144','2','-9'
'199727850148','-6','-9'
'199729970344','-6','-9'
'199733920247','1','-9'
'199741960245','-6','-9'
'199743430544','2','-9'
'199743850348','2','-9'
'199754900148','-6','-9'
'199757740144','2','-9'
'199757740441','2','-9'
'199757748287','2','-9'
'199763730341','-6','-9'
'199768800145','1','-9'
'199780648288','-6','-9'
'199780930341','-6','-9'
'199783930341','2','-9'
'199784920148','-6','-9'
'199799870243','-6','-9'
'199800890243','-6','-9'
'199802960444','2','-9'
'199802960741','2','-9'
'199807780347','2','-9'
'199807940347','-6','-9'
'199808800244','-6','-9'
'199809810642','-6','-9'
'199810780149','-6','-9'
'199810910545','-6','-9'
'199812930143','2','-9'
'199812930440','1','-9'
'199819850247','-6','-9'
'199819930247','2','-9'
'199819930544','2','-9'
'199820940447','2','-9'
'199831880240','-6','-9'
'199831880646','2','-9'
'199831888789','2','-9'
'199831960240','-6','-9'
'199831960349','-6','-9'
'199836890142','-6','-9'
'199841960549','-6','-9'
'199845940241','1','-9'
'199846810342','-6','-9'
'199847990247','2','-9'
'199849920647','2','-9'
'199852859088','-6','-9'
'199852938882','-6','-9'
'199853970344','-6','-9'
'199854620347','-6','-9'
'199854960348','-6','-9'
'199855920246','-6','-9'
'199858750448','-6','-9'
'199860830143','-6','-9'
'199860830440','-6','-9'
'199869800342','2','-9'
'199870840347','-6','-9'
'199872900444','-6','-9'
'199881990243','2','-9'
'199882840346','-6','-9'
'199883790348','-6','-9'
'199884968585','-6','-9'
'199889950242','-6','-9'
'199890920148','2','-9'
'199890920445','-6','-9'
'199894830541','1','-9'
'199894831341','1','-9'
'199894910244','2','-9'
'199901890344','-6','-9'
'199903880345','-6','-9'
'199909920141','-6','-9'
'199912820247','-6','-9'
'199913910342','-6','-9'
'199918890340','-6','-9'
'199922750143','-6','-9'
'199922750440','2','-9'
'199926958484','-6','-9'
'199926971248','1','-9'
'199932820245','-6','-9'
'199937850145','-6','-9'
'199946970147','-6','-9'
'199955840242','-6','-9'
'199955848385','-6','-9'
'199955920242','-6','-9'
'199965710346','-6','-9'
'199968660247','-6','-9'
'199970440343','-6','-9'
'199974440244','-6','-9'
'199977831242','2','-9'
'199977850247','-6','-9'
'199977910145','2','-9'
'199977910442','2','-9'
'199979890242','2','-9'
'199979970242','2','-9'
'199982800243','2','-9'
'199982800540','2','-9'
'199982800649','2','-9'
'199982960345','2','-9'
'199982960642','2','-9'
'199992800343','1','-9'
'199996890542','-6','-9'
'199996910441','-6','-9'
'199996970245','2','-9'
'200006100140','2','-9'
'200006360140','2','-9'
'200007530148','1','-9'
'200013590140','1','-9'
'200014360140','2','-9'
'200022720149','1','-9'
'200028160140','2','-9'
'200029100149','2','2'
'200031160147','2','-9'
'200041150142','-6','-9'
'200056370140','1','-9'
'200114150145','2','-9'
'200120380145','2','-9'
'200120530145','-6','-9'
'200121170142','2','-9'
'200126100140','2','-9'
'200129700143','2','-9'
'200129960143','2','-9'
'200135730141','-6','-9'
'200136360141','1','-9'
'200142710149','-6','-9'
'200144750140','1','-9'
'200150330148','2','-9'
'200152120147','1','-9'
'200168120147','2','-9'
'200168780246','2','2'
'200169730143','1','-9'
'200169990143','2','-9'
'200173550143','2','-9'
'200174910147','2','-9'
'200177700141','2','-9'
'200192380245','2','-9'
'200193110140','2','-9'
'200196950144','2','-9'
'200206120143','2','-9'
'200207360146','2','-9'
'200216520143','-6','-9'
'200218130140','2','-9'
'200224110140','-6','-9'
'200224110249','2','-9'
'200229300145','1','-9'
'200229550145','2','-9'
'200234730148','1','2'
'200238790149','2','-9'
'200240190447','2','-9'
'200240190744','2','-9'
'200243190149','1','-9'
'200243360142','1','-9'
'200243510142','1','-9'
'200245130242','2','-9'
'200253130341','2','-9'
'200258190143','1','-9'
'200261170144','1','-9'
'200261790149','2','-9'
'200261950149','1','-9'
'200269530143','-6','-9'
'200277370142','1','-9'
'200282500141','2','-9'
'200283350144','-6','-9'
'200284560141','2','-9'
'200287100148','-6','-9'
'200303320145','-6','-9'
'200303360149','1','2'
'200303920140','2','2'
'200305190140','2','-9'
'200305190249','1','-9'
'200305190546','1','-9'
'200306740140','2','2'
'200306740249','2','-9'
'200315120143','2','2'
'200319740140','1','-9'
'200319900140','1','-9'
'200321540143','2','-9'
'200333110141','2','-9'
'200333370141','2','-9'
'200336403150','2','-9'
'200343130143','2','-9'
'200351100245','2','-9'
'200355550147','2','2'
'200358760144','2','2'
'200365520140','2','-9'
'200365930240','2','2'
'200387930147','2','2'
'200423330145','1','-9'
'200433100144','2','-9'
'200434520148','2','2'
'200435330147','2','-9'
'200440730140','2','-9'
'200451110141','2','2'
'200451350245','1','-9'
'200451370141','2','-9'
'200458550344','-6','-9'
'200468500143','1','-9'
'200472730142','1','-9'
'200473310148','2','-9'
'200481350243','-6','-9'
'200493940141','1','-9'
'200497930144','1','-9'
'200502803059','2','-9'
'200504110143','1','-9'
'200512710143','-6','-9'
'200515160148','1','-9'
'200532310142','2','-9'
'200536700147','2','-9'
'200536960147','2','-9'
'200549673058','2','-9'
'200553940140','-6','-9'
'200557190144','2','-9'
'200580100140','1','-9'
'200589180248','1','-9'
'200596340146','1','-9'
'200596413059','1','-9'
'200596590146','1','-9'
'200597350146','1','-9'
'200600100149','2','-9'
'200604130140','2','-9'
'200605160240','2','-9'
'200638310145','1','-9'
'200649170149','2','-9'
'200650110146','1','-9'
'200650160145','-6','-9'
'200650320145','-6','-9'
'200650520146','2','-9'
'200653100146','2','-9'
'200654360146','1','-9'
'200655730149','1','-9'
'200656970145','2','-9'
'200663140147','2','-9'
'200670750144','2','2'
'200671580142','1','-9'
'200681320142','2','-9'
'200685160141','1','-9'
'200693350148','-6','-9'
'200700110143','2','-9'
'200700370143','1','-9'
'200716550147','1','-9'
'200717750148','1','-9'
'200733110240','2','-9'
'200733770144','2','-9'
'200745190348','1','-9'
'200745190645','1','-9'
'200757170146','2','-9'
'200763150143','1','-9'
'200763560143','1','-9'
'200763970243','1','-9'
'200778140142','2','-9'
'200778550142','1','2'
'200783190146','-6','-9'
'200791370146','1','-9'
'200792920147','2','-9'
'200793320149','2','-9'
'200809180142','1','-9'
'200809720146','2','-9'
'200809740242','-6','-9'
'200813390145','-6','-9'
'200824190140','1','-9'
'200827700146','2','-9'
'200837120140','1','-9'
'200839510146','1','2'
'200839920246','2','-9'
'200846740144','2','-9'
'200848190149','2','-9'
'200848740348','2','-9'
'200850300143','-6','-9'
'200850550143','1','-9'
'200853160142','1','2'
'200853570142','1','-9'
'200853920140','2','-9'
'200865320248','2','-9'
'200873530145','2','-9'
'200878510143','2','2'
'200882110143','1','-9'
'200889140148','2','-9'
'200890520141','2','-9'
'200898930141','2','-9'
'200909350146','-6','-9'
'200910140142','2','-9'
'200910740143','-6','-9'
'200914340142','-6','-9'
'200921100143','2','-9'
'200922140144','2','-9'
'200927990146','2','-9'
'200929980143','1','-9'
'200932910142','2','-9'
'200935130140','-6','-9'
'200941510143','-6','-9'
'200950770143','-6','-9'
'200987730148','1','-9'
'200988190140','-6','-9'
'200989180147','2','-9'
'200992160144','-6','-9'
'201037370140','2','-9'
'201037520140','1','-9'
'201037770240','2','-9'
'201052500146','2','-9'
'201107320143','1','-9'
'201150833058','2','2'
'201168300143','-6','-9'
'201169190149','2','-9'
'201169500149','-6','-9'
'201173320140','2','-9'
'201261710146','2','-9'
'201269140140','1','-9'
'201295590146','1','-9'
'201302510146','1','-9'
'201303180142','2','-9'
'201309990142','1','2'
'201319100146','2','-9'
'201319360146','2','-9'
'201354710148','-6','-9'
'201358940141','2','-9'
'201375700144','-6','-9'
'201389700146','1','-9'
'201410390140','1','-9'
'201435500144','2','-9'
'201443500245','2','-9'
'201474930140','1','-9'
'201477770149','-6','-9'
'201483180149','-6','-9'
'201489110143','2','-9'
'201512990140','2','-9'
'201515180145','-6','-9'
'201530190145','1','2'
'201536720144','2','2'
'201548310145','-6','-9'
'201550160145','2','-9'
'201553140146','-6','-9'
'201553300146','2','-9'
'201577920147','2','2'
'201579293052','2','-9'
'201622760147','-6','-9'
'201629310147','-6','-9'
'201654120143','-6','-9'
'201655910146','2','-9'
'201755510149','2','-9'
'201755920140','2','-9'
'201763170140','-6','-9'
'201763330140','1','-9'
'201788530143','2','2'
'201792940144','2','-9'
'201839120143','2','2'
'201849130140','2','-9'
'201850570140','1','-9'
'201853413052','1','-9'
'201889570145','2','2'
'201894530147','2','-9'
'201898130147','2','2'
'201910510149','2','-9'
'201910920140','2','-9'
'201927750143','2','2'
'201929013050','1','-9'
'201932370148','-6','-9'
'201941380140','2','-9'
'201944570143','-6','-9'
'202067130147','-6','-9'
'202067540147','-6','-9'
'202129340146','1','-9'
'202137980145','-6','-9'
'202169370146','1','-9'
'202194720148','1','-9'
'202196730247','2','-9'
'202239560147','-6','-9'
'202248730148','2','-9'
'202295100143','-6','-9'
'202319380143','1','-9'
'202336770143','2','2'
'202357603054','-6','-9'
'202358140147','2','-9'
'202389980143','2','-9'
'202548170142','1','-9'
'202548330142','2','-9'
'202548580142','1','-9'
'202558570142','1','-9'
'202577940144','2','-9'
'202579790148','1','-9'
'202583013053','2','-9'
'202583740143','-6','-9'
'202618760144','1','-9'
'202641700148','2','-9'
'202687760143','-6','-9'
'202711920147','1','-9'
'202743710247','-6','-9'
'202818720145','1','2'
'202828780144','-6','-9'
'202853283058','1','-9'
'202880320147','2','-9'
'202910380146','1','-9'
'202929100146','1','-9'
'202929510146','1','-9'
'203045170142','2','-9'
'203089950144','-6','-9'
'203129510143','2','-9'
'203150463052','1','-9'
'203169130143','-6','-9'
'203194900145','-6','-9'
'203196190144','-6','-9'
'203250360147','-6','-9'
'203261750140','2','-9'
'203267180144','2','-9'
'203295530140','2','-9'
'203319140140','1','-9'
'203319550140','2','-9'
'203336063050','2','-9'
'203336130149','2','-9'
'203336540149','2','-9'
'203389180149','2','-9'
'203389590149','1','-9'
'203447580149','-6','-9'
'203482990146','2','-9'
'203493180141','1','-9'
'203494530147','2','-9'
'203494760140','-6','-9'
'203494920140','2','-9'
'203502613059','-6','-9'
'203512520143','1','-9'
'203517990145','-6','-9'
'203579970145','-6','-9'
'203589900147','1','-9'
'203670560144','-6','-9'
'203711053054','1','-9'
'203711780144','1','-9'
'203733990143','2','-9'
'203778510242','1','-9'
'203818900142','1','-9'
'203929380143','1','2'
'203929453056','2','-9'
'203929863056','1','-9'
'203963180240','-6','-9'
'204092120142','-6','-9'
'204092530142','1','-9'
'204196370141','2','-9'
'204220750147','2','-9'
'204358180141','2','-9'
'204389100146','1','-9'
'204389360146','2','2'
'204494473057','2','-9'
'204494530146','2','-9'
'204494883057','2','2'
'204512390140','1','-9'
'204641740142','1','-9'
'204711960141','2','-9'
'204809790141','2','-9'
'204818360148','1','-9'
'204846720148','1','-9'
'204853223052','1','-9'
'204853633052','-6','-9'
'204926700145','-6','-9'
'204926780147','2','-9'
'204929140140','2','-9'
'204929550140','1','-9'
'205129150146','2','-9'
'205150180142','2','2'
'205150340142','2','-9'
'205248960148','2','2'
'205267130147','1','-9'
'205319190143','1','2'
'205369380147','2','-9'
'205389790143','-6','-9'
'205434940242','-6','-9'
'205459910147','1','-9'
'205494990141','1','-9'
'205497120147','1','-9'
'205502170140','2','-9'
'205502580140','1','-9'
'205515580142','2','-9'
'205558130142','-6','-9'
'205670510147','1','-9'
'205711730147','1','-9'
'205755500146','2','-9'
'205818950145','1','-9'
'205926170348','2','-9'
'205926253052','2','-9'
'205929813059','1','-9'
'206092170145','-6','-9'
'206433990146','2','-9'
'206494330149','2','-9'
'206494730140','2','-9'
'206670453057','1','-9'
'206711910144','2','-9'
'206727550146','-6','-9'
'206853683055','2','-9'
'207248900142','2','-9'
'207389170146','-6','-9'
'207494520144','-6','-9'
'207517980142','1','-9'
'207638990147','2','2'
'207670550141','1','-9'
'207711043051','-6','-9'
'208037093059','1','-9'
'208321760149','-6','-9'
'208389350143','-6','-9'
'208517340148','1','2'
'208579320148','-6','-9'
'208589750141','-6','-9'
'208926770144','-6','-9'
'209389110140','2','-9'
'209389520140','1','-9'
'209517510145','2','2'
'209670590244','1','-9'
'210037843053','1','-9'
'210075120142','2','-9'
'210092970142','2','2'
'210389790146','-6','-9'
'210558390145','1','-9'
'210670033051','1','-9'
'211433730149','-6','-9'
'211558560142','1','-9'
'212934550146','2','-9'
'229206950140','2','2'
'229226980147','-6','-9'
'229246400340','-6','-9'
'229493950147','1','-9'
'229615470144','-6','-9'
'229846910245','2','-9'
'239853180145','1','-9'
'239853340145','1','-9'
'239853590145','-6','-9'
'239853823058','1','-9'
'239929740146','1','-9'
'240053048089','1','-9'
'240053048386','2','-9'
'240379048287','2','-9'
'240379048584','2','-9'
'240656028482','-6','-9'
'240711033051','2','-9'
'240711760141','-6','-9'
'240711920141','1','-9'
'240796008088','2','-9'
'240853283052','1','-9'
'240853693052','-6','-9'
'240929100140','-6','-9'
'240929360140','1','-9'
'240987048188','2','-9'
'240987048485','2','-9'
'241579560148','1','-9'
'241711120147','-6','-9'
'241711380147','2','-9'
'241853053058','1','-9'
'241853780148','1','-9'
'241853940148','1','-9'
'241929203059','1','-9'
'241929613059','2','-9'
'241929863050','1','-9'
'242711140144','-6','-9'
'242711300144','2','-9'
'242711473057','1','-9'
'242711550144','2','-9'
'242711883057','1','-9'
'242853700145','-6','-9'
'242853960145','1','-9'
'243336253059','2','2'
'243357170147','-6','-9'
'243670273054','1','-9'
'243711160141','1','-9'
'243711803054','1','-9'
'243853093052','1','-9'
'243853720142','-6','-9'
'243853980142','2','-9'
'243929653053','2','-9'
'244336020143','-6','-9'
'244336193056','1','-9'
'244336353056','-6','-9'
'244711413051','2','-9'
'244711823051','-6','-9'
'244853180148','-6','-9'
'244853340148','2','-9'
'244853590148','1','-9'
'244929013059','1','-9'
'244929673050','-6','-9'
'244929740149','1','-9'
'244929900149','-6','-9'
'245579140145','2','-9'
'245579300145','2','-9'
