Date,U.S. No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),East Coast (PADD 1) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New England (PADD 1A) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Connecticut No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Maine No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Massachusetts No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Hampshire No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Rhode Island No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Vermont No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Central Atlantic (PADD 1B) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Delaware No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),District of Columbia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Maryland No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Jersey No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New York No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Pennsylvania No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Lower Atlantic (PADD 1C) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Florida No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Georgia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),North Carolina No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),South Carolina No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Virginia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),West Virginia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Midwest (PADD 2) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Illinois No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Indiana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Iowa No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Kansas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Kentucky No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Michigan No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Minnesota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Missouri No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Nebraska No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),North Dakota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Ohio No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Oklahoma No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),South Dakota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Tennessee No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Wisconsin No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Gulf Coast (PADD 3) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Alabama No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Arkansas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Louisiana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Mississippi No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Mexico No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Texas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Rocky Mountain (PADD 4) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Colorado No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Idaho No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Montana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Utah No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Wyoming No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),West Coast (PADD 5) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Alaska No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Arizona No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),California No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Hawaii No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Nevada No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Oregon No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Washington No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day)
Dec-1997,45200,34981.4,12639.3,3155.3,2079.5,4392.3,1342.1,1334.3,335.7,17708.3,283.2,270.5,1291.8,5290,6150.6,4422.2,4633.7,650.8,513.6,906.9,404.9,1804.5,353,7955.7,1280.1,1126,168,83.2,639.5,734.5,609.9,223.4,59.3,309.2,1219.5,479.6,29,368.6,625.8,1749.7,408.3,59.7,352.2,114.2,,815.4,,,,,,,,370.5,,,,,,22.2
Jan-1998,43253.5,32764.3,10720.2,2528,1861.7,3350.8,1372.1,1282.2,325.4,17686.2,274.6,207.6,1274,5416.4,6066.6,4446.9,4357.9,621.5,443.1,886.9,319.8,1708.5,378.1,8071.7,1193.2,1242.5,249.4,,595.3,700.6,663.3,151.2,60.3,282.7,1298.5,,41,378,697.9,1892.4,372.9,91,475.8,123,,829.7,,,,,,,,,,,,,,58.4
Feb-1998,42453.9,32953.4,11344.4,2827.8,1788.4,3980.5,1239.8,1225.7,282.1,17206.7,249.2,143.8,973.8,5377.8,6213.3,4248.9,4402.3,688.6,502.5,894.6,366.6,1586.8,363.3,7416.7,1093.5,1003,166.8,,554.9,645.2,595.1,164,44.4,220.8,1309.6,516,,417.8,566.1,1730.5,402.5,98.2,364.7,155.8,,709.4,,,,,,,,201,,,,,,29.9
Mar-1998,38313.8,28516.5,9371.5,2193.5,1519.2,3320.3,949.2,1130.5,259,15173.9,200.1,109.7,844.1,4456.5,5688,3875.4,3971.1,632.6,507.3,856.6,354,1295.1,325.5,7200,1328.7,973,166.5,,562.3,690.7,457.2,134.7,50.7,244.9,1157.2,323.7,,338.2,664.5,1977.1,424.3,80.5,507.4,244.2,,720.8,,,,,,,,,,,,,,17.4
Apr-1998,28122.4,18820.3,5446.4,1279.9,799.2,1953.9,622.7,661,129.7,9692.9,110.7,47.1,465.5,2802,3552.2,2715.3,3681,765,529.4,636.1,354.1,1044.4,352,7111.8,1197,998.5,243.6,,667.6,659.5,483,197.4,209,142.3,988.5,378.7,,399.9,440.9,1816.1,466,82.4,436.8,240.5,,590.4,,,,,,,,345.1,,,,,,9.9
May-1998,22565.9,13902.5,3242.5,742,596,1107.5,353.4,377.5,66.1,7342.1,141.6,22.3,352.8,2067.5,2111.3,2646.6,3318,657.7,470.7,683.8,243.8,854.2,407.8,6564.5,1179.4,671.5,272.5,94.5,703.9,474.3,428.6,205.8,222,135,897.5,,,254.1,475.9,1731.4,345.7,108.9,460,222.6,,,,,,,,,,331.5,,,,,,5.4
Jun-1998,23580.9,13905.8,3002.6,662.4,651.7,1030.2,294.1,300.5,63.7,7037.1,159.3,21.5,609.6,1749,1907.9,2589.9,3866.1,734.8,585.4,783.5,397,998.8,,7112.5,1306.9,699.4,165.2,,,552.3,431,292.1,201.9,134.5,914.9,510.9,,252.3,652.5,2098.8,387,153.9,503.8,258.8,,795.3,,,,,,,,375.5,,,,,,9.7
Jul-1998,22198.4,13109.8,2358.4,512.9,465.8,840.3,250.8,238.5,50.1,7398.9,166.6,19,332.2,2334.8,1856.4,2689.9,3352.4,586.3,448.1,710.7,406.1,841.1,,6827,1278.7,564.2,141.4,,,522,467.8,296.2,240.2,148.9,967.4,523.9,,213.1,468.9,1768,340.2,163.3,468.2,224.5,,571.7,,14.3,,,,,,435.3,,,,,,12.1
Aug-1998,21111.8,12041.5,2533,569.1,517.8,820.6,314.5,250.6,60.3,6239.4,177.8,16.6,374,1554,1751.1,2365.9,3269.2,689.9,408.1,647.6,284.6,733.3,505.8,6729.1,1211,670.2,140.4,78.4,684.3,503.1,435.7,221.9,192.7,158.4,1273,419.5,33.6,265.8,441.2,1923.5,330.5,131.3,649.2,228.6,,583.8,,,,,,,,351.2,,,,,,
Sep-1998,22821,13665.8,3380.9,720.6,680.5,1080.6,422.6,383,93.6,7015.2,159.9,18.2,382.2,2010.3,2047.7,2396.9,3269.7,615.9,396.9,647.1,355.5,840.7,413.7,6862.3,1133.1,624,282.8,86.3,761.2,528.7,547.3,209.9,247.3,134.5,1371.7,124.6,,245.3,526.2,1781.8,336.4,102.6,398.2,244.7,,699.8,,,,,,,,453.6,,,,,,15.2
Oct-1998,26745.2,17499.4,4658.4,987.9,766.3,1626,571.2,561.7,145.3,9092.9,216.6,41.8,426.9,2926.5,2533.5,2947.6,3748.1,705.8,540.9,679.8,360.9,941.8,519,7016.2,1224.9,623.8,259.5,,819.7,564.8,623,176.6,175.6,135.7,1178.8,113.7,,275.5,540.7,1851.4,383.9,107.5,437.1,226.6,,696.4,,,,,,,,263.5,,,,,,
Nov-1998,30257.7,21732.5,6153,1400.4,1025.7,2044.7,731.4,736.6,214.1,12079.8,229,77.2,711.6,3847.5,3983.6,3230.9,3499.7,697.2,353.4,644.8,310.4,1068.4,425.5,6403.5,1205.3,581.8,222.5,71.6,758,538.6,690.6,169.9,134,141.9,1022.3,122.2,35,187.4,522.6,1671.5,339.2,93.8,421.2,151.4,,665.8,,,,,,,,319.4,,,,,,
Dec-1998,35790.4,27166.8,8275.9,2000.2,1468.8,2531.7,1018.5,964.2,292.6,15103.1,206.9,95.1,1016.1,4033.2,5439.5,4312.3,3787.8,664.4,404.7,740.2,295.6,1265.9,417,6552.5,998.9,602.4,187,79.5,703.4,587.1,589.9,161.5,296.7,157.7,1170.5,155.3,26.2,217.8,618.8,1583.1,297,88.1,399.4,146.4,,652.2,,,,,,,,350.3,,,,,,18.3
Jan-1999,45674.2,37114.2,12841.5,2985.5,1912.9,4459.2,1312.2,1657.4,514.4,19914.6,331.5,169.9,1110.8,5662.8,7367.1,5272.5,4358.2,551.7,432.5,903.4,383.8,1638.5,448.4,6855.2,1074.3,778.4,214.7,,647.1,678.8,715.3,153.3,90.2,,1098.2,109.1,,350.3,727.2,1389.8,360.8,48.3,265.7,130.8,,584.2,,,,,,,,241,,,,,,
Feb-1999,42867.5,34384.8,12436.7,2877.8,1608.3,4445.5,1299.5,1672.2,533.5,17865.4,255.6,115.4,827.8,5068.4,6768.8,4829.4,4082.7,631.3,472.1,842,297.2,1378.4,461.6,6509.4,988.4,700.7,132.5,62.5,750.8,556.7,525.7,134,105.2,,1175.2,220.3,,249.6,574.9,1570.1,381.9,21.7,321.8,174,,670.6,,,,,,,,317.4,,,,,,
Mar-1999,40885,32285,11023.7,2684.2,1550.2,4030.8,1188,1143.3,427.2,17049.7,277.9,127.3,918.7,5106.5,6255.2,4364.2,4211.6,695.3,499.1,940.9,294,1361.5,420.7,6268.1,1005.5,677.4,237.7,79.5,681.4,637.7,408.5,153,113.2,,1143,131.8,,239.3,548,1914.5,338.4,11.8,609.8,168.8,,785.8,,,,,,,,332,,,,,,
Apr-1999,25178,17111.7,4335.2,1025.5,850,1309.3,617.2,269.9,263.4,9431.9,138.3,30.7,476,2803.7,3365.8,2617.4,3344.7,711.6,506.4,624.3,199.8,882.4,420.1,5678.1,1011.3,616.8,129.7,,697.2,484.1,409.8,168.5,139,,893.3,171.5,22.5,217.6,412.9,1931.4,355.1,40.3,651.8,,,686.1,,3.5,,,,,,335,,,,,,
May-1999,20491.4,12447.7,3053.2,528.5,544.2,1062.4,430.7,326.9,160.5,6391.2,102.6,35.6,385.7,1671.5,2074.6,2121,3003.4,666.1,472.3,539.3,208.3,723.3,394.1,5679.7,1117.4,513.8,149.8,63.9,675.4,478.2,415.1,163.6,107.6,,1021.5,118.3,,281.8,359.2,1929,329.9,62.1,536.4,246.7,,754,,7.8,,,,,,239,,,,,,
Jun-1999,19771.7,11945.5,1890.6,408.8,401.1,470.1,307.6,151.1,151.9,6763.1,,,390.3,1811.2,2067.4,2350.6,3291.9,596.5,576.4,630.7,277.6,765.6,445.2,5644.8,989.7,533.6,133.2,93.7,693.4,479.4,421.4,203.9,164.5,,833.9,129.2,,348.3,373.8,1656.9,330.3,92.6,403,240.6,,590.5,,5.8,,,,,,383.8,,,,,,
Jul-1999,19444.3,10899.4,1562.8,346.8,333.9,386.5,270,92.7,133,6250,144.9,61.6,374.5,1822.5,1744.4,2102.2,3086.6,590.7,510.5,525,228.8,842.4,389.2,6206.7,1172.6,795.4,142.3,115.9,616.7,426.8,409.2,306,249.2,,913.2,222.5,,274.5,334.7,1814.9,319.3,118.7,559.4,202,,615.5,,9,,,,,,362.3,,,,,,
Aug-1999,20478.6,11483.5,1830.4,398.4,381,449.3,311.2,136.9,153.6,6270.7,,,379.4,1496.1,1890.5,2323.7,3382.5,645.4,594.2,581.6,277.3,851.2,432.8,6160.5,1261.8,604.2,119.2,70.8,635.6,445.9,377.7,270.3,186.3,,1109.4,228.1,,278.2,375,2066.6,345.5,166.9,631.5,198.9,,723.7,,3.7,,,,,,358.3,,,,,,
Sep-1999,20686.4,11983.2,2229,512.1,497.1,567.7,314.6,149.6,187.8,6582.5,,,385.6,1707.5,2064.4,2341.8,3171.7,660.3,477.3,512.8,204.2,834.5,482.7,6048.6,1147.6,722.3,176.3,45.1,703.2,485,433.2,189.2,169.8,,947.6,144.1,,287.4,395.1,2127.2,322.6,167,701.5,204.6,,731.5,,1.3,,,,,,238.8,,,,,,
Oct-1999,26551.8,17048.4,3624.6,824.4,671.3,956.1,547.1,332.4,293.3,10108,,,603.6,3726.8,2893.1,2750.4,3315.7,570.2,445.1,596.8,236.1,1002.5,465,6189.8,1176.8,656.4,201.8,44.5,652.8,495,487.2,206.6,155,,952.5,180.2,,313.5,418.7,2774.7,309.8,146.8,1049.2,165.8,,1103.1,,,,,,,,250.5,,,,,,
Nov-1999,31225.7,21487.5,5020.4,1222.9,711.9,1398.9,874.5,425.2,387,12947.4,146,62,1772,3744.6,4085,3137.9,3519.7,615,468.8,782.3,283.6,979.5,390.6,6065.9,1180.3,736.9,126.1,36.8,677.6,520.6,395.6,168.5,122.6,,1043.7,136.4,,306.4,422.9,3181.1,321.9,142,775.6,154.7,,1787,,1.4,,,,,,258.4,,,,,,
Dec-1999,39182.7,30218.6,9016.5,2202.5,1226.8,2850.5,1274.2,918.2,544.4,17064.4,277,131.7,1049.4,4695.7,6305.1,4605.4,4137.7,657.3,455.2,815.2,298.6,1403.7,507.7,6452.5,884.5,760.7,106.1,72.9,658.6,724.3,430.6,213,89.1,,1275.7,209.4,,321.2,537.6,2053.7,371.1,81,693.2,124.8,,783.5,,,,,,,,237,,,,,,
Jan-2000,44302.7,36365.6,12563.8,3044.9,1590.3,4458.8,1570.8,1280.3,618.7,20013.5,256.8,193.4,1246.2,5898.4,7845.7,4573.1,3788.2,648.3,454.4,670.4,273.1,1320.5,421.4,5571.7,1066.3,598.5,55.8,,605.7,627.3,306,141.3,60.1,,1098.9,107,9.6,255.8,489.4,1896.8,276.2,116.1,602.3,83.4,,818.9,,,,,,,,151.1,,,,,,
Feb-2000,44854.6,36633.7,11720.9,2576,1619.8,4028.3,1544.4,1364.3,588,20554.7,267.1,97,1257,6108.8,7675.7,5149.1,4358.1,691.5,477.4,799.6,280.4,1626.1,483.1,5375.1,862.8,617.4,89.7,40.6,583.6,573.1,316,189,59.3,,1006.7,180.4,,259.8,443.5,2139.1,292.3,85.2,782.5,100.4,,878.7,,,,,,,,332.9,,,,,,
Mar-2000,32556.5,24175.3,7849.8,1753.2,1138.5,2674.8,1021.7,861.8,399.9,12913.9,141.6,83.5,976.6,3599.3,4920.7,3192.2,3411.5,687.3,407.1,561.5,228.3,1113.9,413.3,5771,1089.1,620.6,159.8,68.3,666.6,541.2,338.9,169,147,,924.2,216.2,,311.2,322.9,1986.5,292.2,137.2,525.5,103.5,,928.1,,41.6,,,,,,209.7,,,,,,
Apr-2000,26536.6,18115.3,5654.2,1167.7,788.1,2092.1,727.7,597.8,280.9,9586.2,103.1,22.7,453.8,2703.3,3433.1,2870.2,2874.9,694.2,419.9,389.6,190.6,778.5,402.1,5592.8,1171.1,534.4,141.4,65.5,613.9,582.5,373.8,161.2,102.6,,922.3,133.6,,241.6,340,2057.4,285.2,154.4,706.8,97.9,,813.1,,32.8,,,,,,364.5,,,,,,
May-2000,23096.5,14267.9,3825.9,692.2,635.7,1289.9,537.8,461.5,208.7,7472.1,94,38.3,363.1,1939.1,2586.8,2450.9,2969.9,621.3,496.2,465.6,206.3,808.7,371.8,5852.4,1107,532.2,153.5,75.2,706.9,619,321,206.4,166.8,,1030.3,134.6,,287,308.1,2209.6,307.6,83.5,603.2,110.4,,1105,,,,,,,,306,,,,,,
Jun-2000,21336.7,12744.9,2918,565.2,521.2,943.7,390.3,325.3,172.3,6893.4,61.8,6.5,313,2225.1,2135.1,2151.9,2933.5,636.6,461.3,408.7,221.9,759.3,445.7,5709.2,1022.8,583,116.6,87,655.8,608.5,361.4,244.7,176.9,,783.1,269.6,,323.8,308.9,2216.2,289.7,74.3,827.8,119,,905.4,,,,,,,,234.4,,,,,,
Jul-2000,18980.8,10546.5,2194.9,417.5,427.1,696.9,282.5,249.5,121.4,5468.1,,,244.5,1466.9,1599.4,2106.7,2883.5,629.3,495.9,388.1,187.5,725.4,457.4,5296.6,1110.4,557.2,111.8,,598.7,534.5,327.2,159.8,159,,840.9,99.4,26.3,247.1,269.2,2387.4,278.1,61.5,797.5,149.3,,1101,,,,,,,,405.8,,,,,,
Aug-2000,23288.6,14081.8,3044.5,625.2,532,945.5,401,380.4,160.4,7849,,,408.8,2216.4,2158.4,2907.2,3188.3,636.6,524.2,490.7,244.1,820.6,472.1,6150.2,1225.7,736.9,143,98.2,681.7,568.8,377.9,192.2,172.5,,1001.3,155.7,,311.7,306.5,2356.5,327.2,36.5,634.2,131.1,,1227.5,,,,,,,,313.8,,,,,,
Sep-2000,25079.8,16163.9,4209.8,815.6,699.2,1385,519.2,582.3,208.5,8962.9,105.9,7.9,368.2,2785.7,2793.9,2901.3,2991.2,538.6,432.8,526.4,202.3,865.5,425.7,6152.3,1299.1,539.6,176.9,58.9,684.7,626.5,267.5,176.1,135.8,,1144,194.2,,325.9,316.8,1995.8,322.4,52,599.5,148.6,,873.3,,6.5,,,,,,435.1,,,,,,
Oct-2000,28444.4,19033.4,5107.7,1091.9,689.3,1848.5,641.4,588.7,248,10474.9,110.5,20.2,545,3679.9,3157,2962.4,3450.8,597.2,456.4,655.1,248.4,1052.4,441.4,6687.3,1524.7,643.9,166.3,96,653.5,647.9,260.3,147.3,122.1,,1200.5,297.1,,339.5,386.1,2122.8,322.3,44.1,674.2,112.3,,970,,7.9,,,,,,317.8,,,,,,
Nov-2000,32517.4,24157.6,7395.5,1690.4,813.6,2776.8,856.3,891.3,367.1,13258.1,160.7,77.4,821.1,4495.1,4475.4,3228.4,3504,686,435.2,598.8,225.7,1151,407.4,5845.2,1376,563.7,85,103,631.6,576.2,285.5,144.5,51.9,,1072.9,145.5,,293,357,1972.3,287.3,41.6,601.4,115.3,,926.6,,5,,,,,,236,,,,,,
Dec-2000,45990.5,37511.1,11476,2815.4,1275.7,3995.8,1339.3,1443.7,606.1,21596.6,254.3,186.5,1476.7,6635.4,7785.9,5257.8,4438.5,722.8,576.6,840.2,347.7,1503.2,448,6190.5,1055.5,646.4,70.8,52.5,559.7,670,376.9,179.3,27.1,,1330.1,219.7,,231.8,554,1885.8,304.6,39.9,504.4,53.1,,983.9,,0.9,,,,,,151.2,,,,,,
Jan-2001,53025.9,43343.5,13450.7,3411.9,1537.2,4846.2,1571.5,1454.4,629.6,24523.4,312.9,223.2,1483.7,7849.6,9440.5,5213.5,5369.5,799.4,759.8,1135.2,474.1,1724,476.9,6008.1,832.9,620.3,66.6,27.2,608.3,615.3,393.7,157.5,42.4,,1474.2,,18.3,350.2,542.2,3173.5,469.6,45,915.3,123,,1620.7,,,,,,,,260.2,,,,,,
Feb-2001,47172.5,38866.7,13264.5,3264.9,1476.5,5066.7,1392.4,1457.4,606.6,21613.6,291.2,150.9,1588.3,6261.9,8732.3,4589,3988.6,678.9,452.1,733.7,241.4,1409.6,472.8,5720.4,890.3,527.3,96.4,76.8,721.9,590.2,379.6,139.1,30.3,,1125.8,52.2,,305.7,525.4,2106.5,353.9,37.5,671.3,84,,959.9,,,,,,,,191.8,,,,,,
Mar-2001,41607.6,33106.9,10501.6,2407.2,1210.9,4047.1,1143.2,1194.9,498.3,18767.4,210.5,97.8,1066,5862.9,7131.1,4399.1,3837.9,710.9,411,635.4,213.5,1344.9,522.1,5921.5,1031.9,526.5,104.2,67.4,718.2,483,356.9,180.2,61,,1256.1,45.8,,384.5,445.5,2003.6,317.7,31,673.7,156.1,,825,,,,,,,,326.5,,,,,,
Apr-2001,31383.8,22912.6,6724.2,1504,1096.3,2284,776.9,751.7,311.3,12630.5,102.3,100.4,693.2,4221.5,4423.3,3089.8,3557.8,747.3,468.8,606.1,217.7,1100,417.9,5542.3,1166.6,443,110.9,49.2,783.5,493.3,195.7,202.2,104.4,,1074.1,51.7,,362,358.9,2309.1,362.6,34.5,791.8,146,,974.2,,,,,,,,269,,,,,,
May-2001,22890,14393.4,3639.7,740.7,758.9,1242.1,411.2,323.5,163.2,7558.7,70.8,45.6,516.2,2141.8,2718.1,2066.1,3195,620.7,491.8,564.8,233,871.1,413.6,5541.6,1081.1,469.2,146,148.9,794.9,499.3,240.8,144.2,144.7,,900.3,70.5,,335.7,307.1,2238,386.1,43.6,836.3,188.2,,783.9,,17.5,,,,,,427.3,,,,,,
Jun-2001,20873.6,12881.3,2806.3,596.7,557.5,962.7,333.7,228.1,127.7,6815.8,61.4,43.9,402.2,2042.4,2146.2,2119.7,3259.2,619.8,506,560.1,218.9,849.8,504.5,5328.2,903.7,418.5,130.3,109.1,831.6,497.9,248.2,136.9,146.5,,973.6,108.8,,338.8,276.7,2105.7,309.4,41.9,710,152.9,,891.5,,,,,,,,300.5,,,,,,
Jul-2001,20666.7,12332.3,2490.2,486.8,498.2,836.1,327.7,220.8,120.5,6986.1,79.6,7.5,438.5,1963,2232.7,2264.9,2856,513.2,507.7,497,183.4,791,363.7,5065,886.1,423,141.4,79.8,808.2,467.8,262.6,140.4,170.6,,837.9,65.1,,371.6,258,2833.9,342.5,54.8,961.5,184.8,,1290.4,,7.3,,,,,,204,,,,,,
Aug-2001,21538.4,13288.7,2725.9,583.2,571.4,885.2,307.2,236,142.9,7335,70.7,42.2,391.3,1786.6,2664.8,2379.2,3227.8,639,487.2,518.1,200.1,885.5,497.8,5204.2,804.7,493.6,145.5,56.2,764.1,494,263.8,120.6,162.4,,934.2,,25.5,357.5,352.1,2637,346.2,42.2,809.3,186.5,,1252.7,,6.2,,,,,,123.5,,,,,,
Sep-2001,22254.6,15326.2,3828.8,829.4,791,1261.6,427.5,352.6,166.8,8407.1,81.3,148.6,560.1,2001.2,2741.6,2874.4,3090.3,529.6,427.9,532.3,155.1,929.2,516.2,4676.9,604.7,474.6,143.5,75.4,837.7,472.6,153.6,131.1,109.6,39.7,932,66.4,22.9,315,298.3,2009.8,316.8,57.4,697.4,142,,796.3,,4.5,,,,,,132.5,,,,,,
Oct-2001,26139.6,18175.7,4746.4,973.2,843.5,1741.9,582.5,376.9,228.5,9864.1,114.9,19.5,627,2811,3298.3,2993.4,3565.2,627.3,465,658.9,207.5,1068.9,537.7,5422.9,667,593.1,222.9,66.1,891.7,530.7,229.1,157.5,112.1,21.9,1065.1,64.8,35.1,344.1,421.6,2302.7,375.7,59.7,843.4,131.9,,891.9,,3.6,,,,,,126.6,,,,,,
Nov-2001,29756.8,22247,7187.3,1838,915.8,2586.7,789,726.4,331.5,11437.7,128.4,33.9,676.3,3059.7,4148.7,3390.8,3621.9,726.2,487.7,629.4,189.7,1091.4,497.5,4750.5,617.6,499.5,180.6,54.6,821,412.1,,124.5,75.5,,998.2,91.7,21.4,310.2,368.1,2437.6,397.8,148,926.6,191.8,,773.3,,,,,,,,219.6,,,,,,
Dec-2001,34409.8,27760.8,9189.2,2241.6,1331.5,3482.8,996.6,721.9,414.8,15017.5,,,874,4580,5656.5,3713.3,3554.1,676.8,434.9,597.1,172,1162.5,510.7,3970.3,414.7,408.3,78.3,46.2,694.3,384.8,144.6,110.8,42.4,12.4,879.5,43.6,13.8,300.8,395.8,2487.3,274.7,135.2,913.2,54.9,,1109.3,,,,,,,,143.5,,,,,,
Jan-2002,41101.6,33962.5,12279.1,3249.2,1543.1,4688.1,1272.8,980.9,545.1,17692.5,222.3,61.3,1169.3,4921,6929,4389.5,3990.9,714.5,466.7,749,249.1,1268.3,543.3,4549.4,401.8,435.2,68.3,74.7,776.1,417.7,143.2,127.2,42.5,19.6,1070.7,68.8,14.1,385.1,504.3,2410.4,281,44.1,1041.1,111.3,,932.9,,,,,,,,127.9,,,,,,
Feb-2002,37246.4,30807,11086.8,2748.3,1493,4171.9,1224.2,920.4,529.1,15855.1,,,915.8,4237.2,6194.3,4254.5,3865.1,733.5,480.6,743.5,247.5,1139.6,520.4,4248.2,390.5,382.5,83.2,43.1,771,372.7,138.7,113.9,27.3,,1030.6,58.3,,371.4,439,2002.9,351.1,32.8,682.8,107.8,,828.4,,,,,,,,154.9,,,,,,
Mar-2002,31883.4,25644.7,9028.1,2207.1,1348.6,3341.2,978.7,743.7,408.8,13145.5,150,44.6,631.9,3861.7,5014,3443.2,3471.1,741.1,459.9,652.1,219.8,877.3,520.9,4178.7,400.3,358,104.8,46.1,661.5,363.6,160.2,155.8,59.5,19,941,61.6,23.7,353.5,470.1,1828.9,310.2,36.1,741,94.8,,646.8,,,,,,,206.1,191.5,,,,,,
Apr-2002,25488.2,18725.1,6235.5,1537.9,1066.2,2126,681.4,526.8,297.4,9088.1,,,425.5,2456.7,3464.1,2619.9,3401.5,771.4,580.8,560.3,217,752.5,519.4,4533.3,526.6,431.6,140.5,104.4,728.1,409.3,163.2,143.5,105.5,11.6,880.4,61,24.1,425,378.5,1982.9,336.5,65.7,873.5,160.2,,547,,,,,,,,179.8,,,,,,
