Date,U.S. No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),East Coast (PADD 1) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New England (PADD 1A) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Connecticut No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Maine No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Massachusetts No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Hampshire No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Rhode Island No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Vermont No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Central Atlantic (PADD 1B) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Delaware No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),District of Columbia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Maryland No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Jersey No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New York No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Pennsylvania No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Lower Atlantic (PADD 1C) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Florida No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Georgia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),North Carolina No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),South Carolina No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Virginia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),West Virginia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Midwest (PADD 2) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Illinois No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Indiana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Iowa No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Kansas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Kentucky No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Michigan No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Minnesota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Missouri No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Nebraska No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),North Dakota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Ohio No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Oklahoma No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),South Dakota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Tennessee No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Wisconsin No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Gulf Coast (PADD 3) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Alabama No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Arkansas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Louisiana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Mississippi No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Mexico No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Texas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Rocky Mountain (PADD 4) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Colorado No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Idaho No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Montana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Utah No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Wyoming No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),West Coast (PADD 5) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Alaska No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Arizona No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),California No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Hawaii No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Nevada No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Oregon No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Washington No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day)
Sep-1993,41414.2,21790.2,4633.8,954.4,911.8,1589.9,499.8,588,89.8,11793.2,302.4,90.5,580.8,4531.4,3043.3,3244.8,5363.2,949.1,768,1247.1,564.6,1504.4,330,13973.5,1858.1,1619.9,634.6,916.2,845.6,1584.8,785.2,629.5,229.2,154,1610.4,773.7,120.2,934.9,1277.1,4334.9,565.4,189.2,610.1,,,2538.2,700.9,374.6,,,,,614.7,391.3,,,,,48.4,153.1
Oct-1993,32073.2,20033.2,5284.8,1111,757.9,2054.6,550.2,677.5,133.7,10923.7,236.8,86.6,708.4,3705.2,3580.8,2606,3824.6,566.1,519.6,810.2,317.4,1204.6,406.6,8727.2,1583.9,906.3,348,359.5,768.2,989.5,474.3,416.3,124.9,96.5,1325.7,235.3,105.5,447.5,546,2505.2,265.1,135.9,519.7,,,1309.7,177.6,74.2,,,,,630,433.4,,,,,83.3,95.4
Nov-1993,38875.9,26957.9,8166.2,1967.3,925.9,3314.9,750.7,1019.8,187.6,14686,305.5,162.8,1092.8,4511.4,5502.8,3110.7,4105.7,701.6,497.3,779.9,393.1,1260.9,472.8,8864.6,1556.9,1116.3,340.6,238.5,797.3,1099,413.6,299.9,85,90.5,1412.5,178.7,77.7,432.3,725.9,2347.2,282.1,110.4,431.3,,,1322.3,122.9,66.8,6.7,,,,583.4,320,,,,,106.7,139
Dec-1993,51627.7,39799.2,12198.1,2801.9,1589.8,4888.5,1151.9,1517.6,248.3,22538,496.5,209.5,1652.4,6817.3,8497.2,4865.2,5063.1,780.7,492.4,1136.6,387.5,1807.2,458.6,8695.4,1301.9,1070.9,183.3,145.9,759.3,1042.1,442.4,266.6,72.3,112,1634.2,220,70.9,505.8,867.7,2489.9,316,69.9,310.5,,,1580.1,88,46.9,,,,,555.1,364.3,,,,,,114.2
Jan-1994,68199.7,55258.9,16999.6,4058.4,2213.9,6636.7,1636.1,2106.6,347.8,31198.9,749.3,374.4,3195.9,10217.3,10020.5,6641.6,7060.4,598.1,785.9,1828.4,700,2796.9,351.1,10308.2,1348.8,1483,333.9,299.7,825.1,1145.7,618,238.1,68.8,194.7,1961.6,133.6,79.5,509.7,1067.9,2035.7,362.7,143,345.2,99.2,,1083.7,173.9,67.6,,,,,422.9,262.5,,,,,,118.4
Feb-1994,62191.5,50190.4,15140.5,3623.9,1970.5,5891.3,1370.1,1938.9,345.8,28970.5,888.2,277.2,2202,9940.1,9375,6287.9,6079.4,730.5,622.1,1366.1,555,2433.9,371.8,9747.9,1416.9,1531.3,269.8,299.8,878.7,1183.5,489.5,210.9,46.3,193.3,1822.8,137.3,53,436.8,778,1804.5,367,135.9,405.3,,,804,125.2,46,,,,,323.6,201.5,,,,,,94.8
Mar-1994,49804.4,37885.3,11562.6,2881.6,1371.5,4774.8,931.7,1370.5,232.4,21460.3,575.5,364.6,1718.1,7224.1,6771.5,4806.5,4862.5,667.4,603.5,1084.5,365,1815.8,326.4,9418.5,1470.1,1343.6,404.3,352.2,824.7,909.5,339.5,321,113,209.7,1715.8,204,59.9,474.4,676.7,2066.7,414.4,182.9,399.3,,,902.6,157.8,59.9,,,,,275.9,185.2,,,,,,70.4
Apr-1994,32960.3,20976.3,6080,1435.4,927.1,2197.9,600.9,777.3,141.3,10894.5,224.5,107.1,670.2,3583.8,4008.3,2300.6,4001.8,733.3,628.2,945.3,305.6,1139.4,250,9402.4,1672.2,1305.3,467.7,426.9,790.7,947.5,346,301.2,157.2,209,1402.8,248.2,75,464.5,588.2,2012.6,438.9,165.6,288.7,,,966.7,182,84.9,,,,,387,323.6,,,,,,50.4
May-1994,27444.2,15836.9,4154.6,960.1,700,1658.1,390.5,362.9,83.2,7667.5,148.3,60.5,392.5,2576.1,2535,1955.1,4014.7,853.6,685.7,842.3,313.7,1018.7,300.7,8835.3,1500.8,1338.7,362.5,373.1,824.2,817.2,297.9,336.8,145.6,310.8,1175.5,257.8,80,507.6,506.8,2288.5,424.5,169.5,333.8,,,1165,163.2,64.8,,,,,320.4,282.6,,,,,,28.7
Jun-1994,26009.7,13747.9,3029.7,657.6,456.8,1289.4,262.8,313.1,50.1,6772,219.8,103.2,401.5,2255.3,2074.5,1717.7,3946.2,782.5,637.8,855,326.6,998.7,345.7,8900.4,1425.7,1228.8,343.5,396.7,893.6,840.2,328.1,308.4,183.8,,1272.6,312.5,,534.3,534.5,2816.8,449.2,191.8,741.7,,,1215.6,193.7,84,,,,,351,257,,,,,,29.2
Jul-1994,22623.7,12184.6,2420.1,571.9,386.7,789.4,215,422.2,34.8,6173.7,137.5,66.7,327.9,2192.6,1578.5,1870.5,3590.8,777.2,566.4,810.1,298.9,856.5,281.8,7710.1,1288.4,1173.7,295.7,331.5,813.6,744.7,253.1,250.6,147.7,,1058.7,182,,451.2,464.5,2226.9,413.5,,318.4,174.3,,1182.4,155.5,75.4,,,,,346.6,216.2,,,,,,64.7
Aug-1994,27619,15713.8,3272.7,720.7,478.5,1126.3,356.9,529.5,60.8,8135.5,143.9,78.8,429.6,2026.2,2724.1,2732.9,4305.6,831.5,673.2,915.5,334,1152.6,398.8,8859.7,1420.7,1302.7,306.8,304.1,830.8,914.8,439.9,258,162,,1273.3,223.4,,543.1,541,2311,,129.5,368.2,299.2,,1057.4,199.1,77,,,,,535.3,369,,,,,,74.7
Sep-1994,30391.2,17983.2,4216.2,919.8,675.6,1542.4,435.6,554.6,88.2,9305.6,212.2,55.7,523.3,3157,2694.4,2663.1,4461.4,854.5,700.1,1025.2,413.3,1098.4,370,9165.3,1497.8,1209.5,373.8,250.5,799.7,946.6,583.8,270,153.6,237.9,1480.3,191.7,89.6,499.8,580.8,2565.1,483.5,122.9,600.4,,,1099.4,188.6,60.8,,,,,489,296.5,,,,,,63.7
Oct-1994,32976,20441.1,5313,1298.5,718.5,2018.1,515.1,651.3,111.5,10631.9,241.3,106.7,749.3,3221.3,3471,2842.4,4496.1,724.2,667.4,1044.3,365,1269,426.3,9933.3,1670.5,1343.1,459.6,238.8,896.6,979.9,712.5,276.5,114.6,219.6,1499,112.4,88.7,581.1,740.4,2062.6,440.3,154.9,333.6,,,941,167.5,49.3,,,,,371.6,250.7,,,,,,73.3
Nov-1994,34185.7,22592.5,6610,1472.4,960.8,2481.1,622.8,916.3,156.6,11579.5,242.8,93.1,829.5,3538.5,4112.2,2763.5,4403,722.7,660.1,997.7,370.7,1287.7,364.2,9080.8,1391.4,1330.4,361.6,237.4,823.4,963.7,753.2,233.9,91,229.6,1313.3,132.7,82.6,470.5,666.1,2016.5,456.8,92.8,333,,,941.1,,28.9,,,,,,191.9,,,,,,68.8
Dec-1994,45932.5,34511,11484.1,2738,1668.8,4462.1,1120.1,1263.6,231.6,18044.8,348.6,169.9,1305.5,5443,6781.7,3996,4982,750.2,670.5,1214.1,413.8,1589.1,344.5,8983.6,1295.5,1249.4,268.5,163,889.9,1042.5,571,221.8,102.6,195.8,1603.1,123,60.9,463,733.7,1954.6,408.6,83.9,355.7,,,895.2,,37.7,,,,,,178.3,,,,,,110.7
Jan-1995,47443.4,36402.5,11549.6,2723.5,1558.7,4638.4,1101.9,1271.1,256.1,19762.9,559.2,176.5,1442.2,6034.1,7175,4375.9,5090,715,577.5,1222.8,443,1725.7,405.9,8585.4,1176.5,1162.7,296.6,184.5,790.6,841.6,734.2,247.9,71,193.9,1495.8,208.3,59.2,405.9,716.6,1966,398.4,131.7,271.2,,,1005.6,,,,0.2,,,,188.8,,,,,,88
Feb-1995,54852.4,43249.7,13416.5,3264.4,1786.3,5298.5,1274.4,1505.8,287.1,24194.2,706.9,205.8,1903.1,7660,8564.8,5153.5,5639,717,685.4,1386.4,475.4,1995,379.8,9054.5,1378.6,1147.9,306.7,263.1,805.5,881.2,619.6,251.1,109.9,223,1598.9,116.1,60.3,497.8,794.8,2076.9,440.8,167.4,329.7,,,946.3,,,,,,,,214.6,,,,,,66.5
Mar-1995,41434.2,30431.9,9902,2372.5,1385.1,3893.8,944.9,1109.6,195.9,16132.3,341.6,114.9,1137.4,5239.1,5923.7,3375.5,4397.6,725.9,585.2,948.3,322.2,1488.8,327.2,8141.9,1270.2,1023,,235.5,704.6,844.3,648.9,244.4,128.8,,1147.5,139.5,69.5,510.2,671.3,2410.6,414,196.8,487.6,,,1052.2,,52.9,,,,,,181.5,,,,,,66.8
Apr-1995,31347.5,20855.8,6437.7,1402,1004.9,2493,688.5,711.8,137.4,10858.8,227.4,86.2,659.3,3452,4060.6,2373.2,3559.3,662.5,542.1,806.8,255.8,995.9,296.2,7949.9,1308.9,1086.7,374.1,272.6,636.9,796.4,675.7,209.1,182.3,215.7,1044.8,126.4,66,421.5,532.9,2014.1,386.2,,321.5,264,,890.1,125.5,46.1,,,,,402.2,290.2,,,,,,58.9
May-1995,26195.3,15482.1,4526.3,934,701.9,1883.3,431.5,487.2,88.4,7198.2,140.3,16.5,424,2430,2528.6,1658.9,3757.6,782.1,635.3,850,275,928,287.2,7906.9,1316.5,1056.4,394.5,240.8,656.6,839.5,717.1,198.9,126.5,206.1,969.9,206.2,74.4,433.3,470.3,2147.5,409,158.3,333.7,,,942.4,134.8,49.8,,,,,523.9,387.4,,,,,,77.6
Jun-1995,24322.2,12136.4,2677.4,636.6,402.6,1034.6,261.9,302.6,39.1,5800.6,142.5,19,366.1,1970.4,2019.7,1282.9,3658.4,731.9,577.7,787.4,289.8,921.9,349.8,9041.6,1544,1316.4,366.3,342,799.1,863.5,619.9,296.9,170.5,,1057.9,353.9,,497.4,445.9,2598.4,410.8,221.6,446.9,,,1293.5,145.3,61.6,,,,,400.6,332,,,,,,25.8
Jul-1995,21676,11137.1,2291.1,374.7,356.9,934.9,226.2,356.9,41.4,5392.5,136.7,12.3,264.4,1643.9,1513.1,1822.1,3453.4,636.4,563.7,774.3,247.5,900.3,331.2,7655.7,1211.5,956.2,338.2,339.3,612,712.2,547.2,191.6,321.9,,949.3,357.5,,470.3,375,2292.4,361.1,181.5,353,,,1183.8,147.5,59.2,,,,,443.4,378.4,,,,,,25.1
Aug-1995,24859.5,13035.6,2673.9,561.5,452.6,1003.7,291.6,306.7,57.7,6309.4,169.9,113.4,441.7,1838.4,1813.4,1932.6,4052.3,777.8,643.3,935,379.6,935.4,381.2,8844.6,1469.2,1282.2,355.6,328.8,717.8,854.1,647.2,239,198.5,273.4,1135.2,379.7,93.3,480.9,389.8,2233.4,407.2,141.4,327.7,,,1152.3,220.4,,,,,,525.5,463.5,,,,,,27.8
Sep-1995,26625,15341.9,4080,954.4,721.4,1432.3,482.1,405,84.8,7699.9,102.2,74.3,428.7,2438.1,2335.5,2321.1,3562,583.1,504.1,826.6,302.6,966.7,378.9,8768.3,1493.5,1220,412.5,261.7,725.1,974.3,746.8,201.3,122.7,321.1,1046,144.1,79.4,474.4,545.3,2047.4,354.8,95,373.8,,,1063.6,134.1,,,,,,333.3,275.8,,,,,,27.1
Oct-1995,29076.7,17378.2,4691.2,997.6,834.9,1692.2,558.1,519.5,88.9,8947.6,238.4,107.4,673.6,2806,2627.9,2494.3,3739.4,626,482.3,920.2,308.1,1003,399.8,9448.1,1602.2,1421.8,470.5,241.3,748.4,986.5,652,262.5,134.4,292.1,1134.9,445.4,81.3,423.8,551,1871.2,293.4,92.4,464.8,,,860.6,114.2,51.6,,,,,265.1,216,,,,,,44.3
Nov-1995,38986.2,28279.4,8791.1,2109.9,1229.6,3380.9,939.8,951.1,179.6,15229.9,307.5,149.1,1075.9,4773.2,5362.1,3562.2,4258.4,665.3,491,1021.6,368.7,1358.7,353.2,8741,1294.5,1179.8,396.6,244,737.2,965.4,646.1,192.4,77.6,238.8,1269.7,336.4,73.6,467.6,621.1,1533.5,283.7,78.6,270.1,,,748.5,,45.4,,,,,,222.7,,,,,,37.2
Dec-1995,53054.9,42111.4,13798.5,3493.3,1807.7,5177.3,1485.9,1551.8,282.5,22957.9,386.8,195.1,1653.1,7500.8,8150.3,5071.7,5355,705.2,598.7,1382.3,462.8,1827.2,378.9,9122.1,1292.4,1218.1,295.5,210.4,758.3,1025.6,679.1,203.5,46.1,241.3,1525.8,,,465.6,747.5,1451.6,268.5,55,329.6,,,712.4,,,,,,,,204.8,,,,,,47.3
Jan-1996,57988.5,46668.9,14099.7,3719.5,1881.5,5180.1,1381,1619.3,318.4,26263,560.6,293.2,2273.8,7929.6,9212.5,5993.3,6306.2,764.4,650.2,1511.2,607.7,2387.7,384.9,9563.6,1162.2,1226.4,339.3,213.7,818.1,959.2,872.6,265.1,70.5,265.8,1711.4,411.4,83.8,386.8,777.2,1363.6,312.3,76.5,238,,,635.3,,,,,,,,187.5,,,,,,70.5
Feb-1996,55685,44118.1,13303.1,3476.8,1595.5,5345.5,1251,1274,360.2,24628.6,539.7,244.9,2029.6,7159.8,9017.8,5636.8,6186.4,663.6,766.2,1385.2,596.4,2369.9,405.1,9468.1,1256.1,1223.2,363.6,303.3,673.3,985.4,650,310.8,61.2,228.1,1577.4,416.4,69.9,530.1,819.3,1729.1,349.4,47.1,222.6,,,1006.8,,28.1,,,,,,164.4,,,,,,62.9
Mar-1996,42789.1,32119.7,9729.9,2485.6,1415.8,3721.3,891.5,989.9,225.6,18007.8,347.6,124.7,1393.5,5853.4,6415.3,3873.2,4382.1,644.8,557.1,977,395.9,1416.8,390.5,8496.1,1373.5,1049.9,356.1,237.8,639,844.9,638.6,244.2,99.9,232.6,1255.4,412.3,62.1,378.3,671.6,1725.6,315.9,65.6,246.2,,,967,,,,,,,,175.9,,,,,,93.3
Apr-1996,33643.2,22462.5,6476.5,1543.1,1025,2484.3,603.1,641.6,179.4,12113.5,,,972.7,3853.8,4481,2505,3872.4,625.3,552.8,887.8,301.9,1182.5,322.1,8909.1,1526.4,1208.4,542.1,307.2,662.7,795.7,539.9,225.5,215.2,260.6,1012.6,447,115.3,465.1,585.3,1766.2,338.4,112.7,247.2,,,936.7,,,,,,,,272.7,,,,,,57.9
May-1996,25651.8,15368.2,4213.8,935.8,643.2,1641.7,399.2,480.9,113.1,7614.3,180.8,78.9,452.2,2331.4,2539.6,2031.5,3540,708.1,570.1,773.2,276.5,891.6,320.5,8161.7,1259.5,997.4,414.2,275.6,642.3,798.8,606.9,195.4,209.7,267.1,913.8,438.9,97.5,469,575.5,1771.2,363.2,74.5,278.3,,,860.1,90.1,48.6,,,,,260.6,215.8,,,,,,34.3
Jun-1996,23238.7,12353.2,2789.3,647.7,435.5,1051.2,250.7,347,57.1,5968.8,,,389.8,1838.1,1803.6,1800.6,3595.2,573.1,621.7,863.3,291.3,858.9,386.8,8651.1,1348.4,1191.1,386,357.1,754.1,787.2,582,246.5,296.8,277.9,1017.5,466.9,88.2,441.8,409.4,1819.2,330.1,132,278.2,,,917.4,,,,,,,,276.2,,,,,,27.3
Jul-1996,22987,11841.6,2475,576.2,400.6,935.6,230.7,278.5,53.4,5774.6,87.5,70.8,310.4,1949.6,1446.5,1909.8,3592,639.7,570.8,780.5,284.5,985.2,331.5,8634.2,1486.8,1256,375.8,259.5,706,817.6,538.5,241,448.1,223.7,960.9,,,475.3,442.9,1928.8,325.5,78,263.7,,,1069.9,,,,,,,,418.6,,,,,,27.9
Aug-1996,24188.8,13390.2,2768.2,631.3,458.1,1023.7,294.4,300,60.8,7171.8,128.1,,405.8,2063.5,2095.1,2434.2,3450.2,547.3,507.6,786.4,319.9,893.3,395.8,8481.2,1346.6,935.9,377.1,189.4,691.9,844.7,680.2,221.7,308.3,302,985.3,,,528.4,447,1809.1,334.2,54.4,319,,,937.8,,,,,,,,308.2,,,,,,38.2
Sep-1996,27810.4,16131.5,4169.7,1001.8,757.4,1451.3,440,417.8,101.4,8298.2,312.3,,501.2,2688.2,2425.4,2316.6,3663.6,535.1,562.4,849.2,342.3,1004.2,370.4,9370.7,1455,1244.6,524.7,239.9,712.3,936.6,724.1,197.1,314,295,1127.1,424.3,121.2,507.8,547,1828.2,336.3,70.8,387.6,,,873.8,,43.9,,,,,,313.1,,,,,,34.3
Oct-1996,31993.5,20178.1,5469.6,1250.6,817.3,2034,591,625.5,151.2,10636.5,218,149,842.6,3603.5,3153.3,2670.1,4071.9,572.9,540.9,851.4,371.5,1314.2,421.1,9467.6,1428.7,1347.2,414.9,233.1,794,992.5,727.9,267,281.6,232.6,1280.8,327.2,92.5,486.1,561.5,1772.9,356.6,133.8,271.1,,,867.5,,,,,,,,439.9,,,,,,32.4
Nov-1996,38958.1,27474.5,8358.1,2012.2,1222.3,3159.8,814.3,915.1,234.4,14605.7,289.2,,1108.2,4459.9,4994.1,3611.1,4510.6,628.4,543.9,1015.3,413.6,1524.4,385.1,9378.5,1323.1,1175.7,414.9,214.6,839.6,938.9,750.6,236.3,269.5,207.8,1346.7,365.9,116.3,499.2,679.2,1675.1,358.7,223.9,240.6,,,755.9,,22,,,,,,253.4,,,,,,49.4
Dec-1996,44723.2,34466.3,10724.7,2678.8,1730.4,3873.5,1080.4,1070.6,291,18836.7,454,,1493.4,6379.2,6179.3,4141.7,4904.9,672.2,536.5,1062.9,486.6,1762.1,384.7,8240.3,962.2,1044.7,308.6,263.3,633.9,797.4,725.6,218.9,266.4,259.1,1254.4,308,76.2,390.2,731.5,1552.2,350,176.8,211.4,,,736.2,,,,,,,,292.8,,,,,,58
Jan-1997,52887.5,41860.9,14028.7,3513.5,1956.7,5390.3,1382.5,1414.4,371.3,22280.8,537.5,,1817.9,6919.4,7541.1,5226.5,5551.4,660.6,645.3,1245.3,579.1,1997.6,423.5,8841.8,928.4,1193.8,314.5,148.8,661,797.5,810.5,229.3,214,274.1,1508.7,403.8,104.4,447.7,805.1,1581.7,380.5,74.4,225.5,,,821.7,,,,,,,,341.8,,,,,,101.9
Feb-1997,46281,35878.2,12418.7,2895,1732.9,4517.8,1755.8,1192.6,324.7,18681.2,492.6,222.3,1423.5,6166.3,5967.1,4409.3,4778.4,747.6,563.1,1056.9,391.2,1663.6,356,7638.7,979.5,996,309.3,246.1,651.3,726.6,532.2,234.5,225.9,206.1,1147.7,,,394.4,595.8,1806.3,360.6,189.6,319.9,,,839.6,,30.6,,,,,,318.2,,,,,,68.9
Mar-1997,39457.7,29384.5,10463.9,2569.6,1392.5,4098.3,1038.7,1082.4,282.4,15247.4,309.9,,958.5,5057.4,5047.2,3731.6,3673.2,574.6,514.6,742.1,305.2,1233.2,303.5,7696.5,1011.1,982.8,421.2,218.6,683.2,682.7,506.5,160.8,312.7,276,1020.6,382.9,93.3,367.9,576.2,1723.9,355.2,190.8,319.7,143.2,,711.9,83,,,0.7,,,569.8,426.2,,,,,,68.9
Apr-1997,33128.7,21642.3,6756.5,1793.1,980.3,2339,796,681.2,166.9,11200.1,158.6,138.4,741.9,3694.9,3766.1,2700.3,3685.8,660.6,477.5,768.7,316.4,1144.8,317.9,8657.6,1158.5,969.2,463.8,329.5,766.7,750.5,534.2,291.8,387,274.3,1059.9,516.7,94.3,491.5,569.6,2187.7,412.9,201.4,391.7,166.1,,1014.5,,50.7,,,,,517,487.6,,,,,,
May-1997,25986.1,14689.1,4143.9,989.1,681.2,1419.8,492.1,457.2,104.6,7018.2,75.8,,434.5,2036.1,2452.5,1965.1,3527,635.3,451,731.1,316.6,1047.4,345.6,8646.3,1233.8,1125.4,455.5,270,754.2,831.7,594.4,168.2,416.1,268.5,999.8,483.4,110.6,405.7,529,2005.7,389.5,115.5,419.2,,,945.6,,46.8,,,,,,517.5,,,,,,16
Jun-1997,24433.3,12944.6,3225.8,753.9,508.2,1231.1,353.6,319,60.1,6043.2,65.7,,350.5,1729,1753.7,2102.1,3675.6,595.3,530.2,802.4,362.9,1024.7,360.2,8478.4,1332.2,1045.7,449.4,319.6,653.7,742.7,637.9,188.1,452.4,249.3,891,473.3,168.8,357.7,516.8,2312.9,,171.2,421.8,161.5,,1159.3,,,,,,,,,,,,,,21
Jul-1997,23436.9,12786.2,2812.4,869.4,459.7,833.8,305.9,284.3,59.3,6379.6,136.1,82.2,420.2,1840.2,1601,2300,3594.2,744.1,525.3,731.8,414.5,860.7,317.7,8129.2,1421.2,1057.8,368.7,207.5,744.4,751.8,589.2,221.9,219.5,238.1,938.3,418.4,62.8,386.5,503.2,2068.1,409.1,97.7,469.7,222.4,,869.2,,,,,,,,362.3,,,,,,15.1
Aug-1997,23967.5,14002.6,3137.9,740.4,537.8,958.5,470.4,362.5,68.3,7095.7,103.1,127.8,406.3,2157.3,1797.5,2503.8,3769,715.2,533.3,838.9,365.9,898.6,417.1,7557.9,1450.9,1111.2,290.1,125.4,633.8,718.8,469.3,229.4,145.5,260.2,873,414.1,44.4,370.6,421.1,1900.3,413.6,92.8,431.1,161.1,,801.7,,,,,,,,,,,,,,20.5
Sep-1997,27152.4,16444.9,4263.5,1007,803.9,1360.5,520.2,469.7,102.3,8587.1,112.6,93.6,630.3,3027.2,2252.6,2470.9,3594.3,658.1,487.6,724.6,348.7,999.8,375.5,8166.6,1481.5,1072.6,251.8,87.4,730.5,794,549.4,254.3,84.3,,1088.1,439.1,,429.5,551,1955.3,404.8,108.1,389.1,186.8,,866.5,,,,,,,,,,,,,,10.1
Oct-1997,30358.4,18880.9,5328.4,1326.9,761.3,1897.7,588,618.5,136,9416.4,138.7,103.9,644.2,2982.5,2932.1,2615,4136.1,644.1,500.8,881.9,470.4,1225.6,413.4,8767.2,1489.6,1119.5,317.3,74.9,759.5,872.3,718.6,198.8,106.1,239.7,1229.1,474.3,69.6,472.9,625.2,2186.6,443,101.2,411.2,205.5,,1025.7,,,,,,,,,,,,,,25.4
Nov-1997,35005.9,25254.8,8259.2,2062.1,1080.6,3007.2,909.3,977,223,13017.1,193.7,163.5,1015.4,4168.5,3892.4,3583.5,3978.5,580.1,482.6,807.4,410.5,1389,308.9,7418.2,1205.3,999.4,188.7,86.6,576.3,749.6,585.2,122.2,69.6,249.7,1139.9,,,405.9,547.8,1802.2,428.1,86.1,419.7,,,736.6,,,,,,,,403.3,,,,,,11.1
