control,ownhere,JWNHER
'399644970441','-6','-9'
'399650930123','2','-9'
'399653940644','1','-9'
'399656940842','2','-9'
'399657930113','-6','-9'
'399659930448','-6','-9'
'399662818482','-6','-9'
'399664830123','1','-9'
'399666990143','-6','-9'
'399666990440','-6','-9'
'399686860241','-6','-9'
'399686940241','2','-9'
'399688950148','1','-9'
'399688950445','2','-9'
'399693930113','-6','-9'
'399694980448','2','-9'
'399698990146','-6','-9'
'399705990144','-6','-9'
'399711790146','-6','-9'
'399712970245','-6','-9'
'399714850249','-6','-9'
'399724930113','-6','-9'
'399724940344','-6','-9'
'399726880441','-6','-9'
'399726888287','-6','-9'
'399726970345','1','-9'
'399727759388','2','-9'
'399727910148','2','-9'
'399727910445','-6','-9'
'399729970140','-6','-9'
'399733630123','1','-9'
'399733830123','1','-9'
'399733900146','-6','-9'
'399733900443','-6','-9'
'399736610543','-6','-9'
'399740830123','1','-9'
'399740910144','2','-9'
'399740910441','2','-9'
'399740930123','2','-9'
'399742850144','2','-9'
'399743830348','2','-9'
'399745770140','-6','-9'
'399752990244','-6','-9'
'399755730113','-6','-9'
'399757800144','-6','-9'
'399758900247','-6','-9'
'399759870443','-6','-9'
'399759878180','-6','-9'
'399759900144','-6','-9'
'399763730123','2','-9'
'399764840248','-6','-9'
'399764930113','-6','-9'
'399773860245','-6','-9'
'399774930442','-6','-9'
'399780620145','-6','-9'
'399780910341','-6','-9'
'399788930123','2','-9'
'399792830123','1','-9'
'399792960443','-6','-9'
'399793960245','2','-9'
'399794820547','1','-9'
'399802780147','-6','-9'
'399802930113','-6','-9'
'399802970246','-6','-9'
'399804850343','-6','-9'
'399805830123','2','-9'
'399807608480','-6','-9'
'399810810545','-6','-9'
'399816748282','1','-9'
'399819950548','2','-9'
'399821940248','-6','-9'
'399824830113','2','-9'
'399825920541','2','-9'
'399826940548','2','-9'
'399827960141','2','-9'
'399827960547','2','-9'
'399828930123','1','-9'
'399829930113','1','-9'
'399831940240','2','-9'
'399831940349','-6','-9'
'399832930113','-6','-9'
'399833818088','-6','-9'
'399836840544','2','-9'
'399838748183','1','-9'
'399838748480','1','-9'
'399838748589','1','-9'
'399838820446','-6','-9'
'399838900446','-6','-9'
'399839810349','-6','-9'
'399841930123','1','-9'
'399847898281','-6','-9'
'399852680342','-6','-9'
'399853790344','-6','-9'
'399855820246','-6','-9'
'399855900246','2','-9'
'399858828086','1','-9'
'399863800145','-6','-9'
'399866938085','2','-9'
'399874888081','-6','-9'
'399881970243','-6','-9'
'399882630123','2','-9'
'399882830113','2','-9'
'399887728083','-6','-9'
'399894750346','-6','-9'
'399894759180','2','-9'
'399894910346','2','-9'
'399901830123','2','-9'
'399901958081','-6','-9'
'399903940345','-6','-9'
'399904850241','-6','-9'
'399907950247','-6','-9'
'399909820547','-6','-9'
'399910530123','2','-9'
'399910930345','-6','-9'
'399911800142','2','-9'
'399917810448','-6','-9'
'399917998185','2','-9'
'399923840443','-6','-9'
'399923920443','-6','-9'
'399927730123','-6','-9'
'399928920449','-6','-9'
'399929730113','2','-9'
'399932720245','-6','-9'
'399933970145','-6','-9'
'399937420449','-6','-9'
'399937948387','2','-9'
'399939840348','-6','-9'
'399941530123','1','-9'
'399941630123','1','-9'
'399942960440','2','-9'
'399942970248','-6','-9'
'399943898288','-6','-9'
'399943970145','2','-9'
'399944830123','1','-9'
'399947420241','-6','-9'
'399947750241','-6','-9'
'399947910241','-6','-9'
'399947948288','2','-9'
'399948730141','-6','-9'
'399948818284','2','-9'
'399950930113','-6','-9'
'399951730123','-6','-9'
'399951810249','-6','-9'
'399951990140','1','-9'
'399951990249','1','-9'
'399951990546','2','-9'
'399953958183','2','-9'
'399956940441','-6','-9'
'399957830123','2','-9'
'399957930113','-6','-9'
'399960838687','-6','-9'
'399960918281','1','-9'
'399961930123','2','-9'
'399962960244','-6','-9'
'399963730123','2','2'
'399965950346','2','-9'
'399975940141','2','-9'
'399977758687','-6','-9'
'399977758984','-6','-9'
'399977830247','2','-9'
'399977910247','-6','-9'
'399977990442','2','-9'
'399982888386','-6','-9'
'399982890147','-6','-9'
'399982970444','1','-9'
'399992630123','2','-9'
'399992790142','-6','-9'
'399992888080','2','-9'
'399992930113','2','-9'
'399992958084','2','-9'
'399996790245','-6','-9'
'399999980244','2','-9'
'400006590140','1','-9'
'400008930141','2','-9'
'400010150145','2','-9'
'400013160140','1','-9'
'400013570140','2','-9'
'400014180140','2','-9'
'400019780141','-6','-9'
'400028310144','-6','-9'
'400029590149','2','-9'
'400031110143','1','-9'
'400037330143','2','-9'
'400049150149','1','-9'
'400058130240','2','-9'
'400058130349','2','-9'
'400071130103','-6','-9'
'400071230203','2','-9'
'400072230103','-6','-9'
'400094160143','1','2'
'400107120146','2','-9'
'400107340148','1','-9'
'400107530146','2','-9'
'400118500146','1','-9'
'400120160146','2','-9'
'400121150142','2','-9'
'400129130103','2','-9'
'400129780143','-6','-9'
'400136340141','-6','-9'
'400140330143','2','-9'
'400144990140','-6','-9'
'400168100146','2','-9'
'400168100348','-6','-9'
'400168510146','1','-9'
'400169430103','1','-9'
'400169970143','-6','-9'
'400173330103','-6','-9'
'400177780141','-6','-9'
'400181330149','1','-9'
'400184110148','2','-9'
'400193190140','1','-9'
'400195190446','2','-9'
'400199160140','2','-9'
'400204780143','2','-9'
'400206100143','2','-9'
'400206190347','2','-9'
'400206230103','2','-9'
'400218520140','2','2'
'400223190147','1','-9'
'400225130103','2','-9'
'400229120145','1','-9'
'400230730147','2','-9'
'400236100148','1','-9'
'400239170346','-6','-9'
'400242100242','1','-9'
'400243170149','2','-9'
'400253160143','2','-9'
'400261150144','1','-9'
'400266140246','1','-9'
'400269510143','2','-9'
'400271530140','1','-9'
'400281110148','1','2'
'400284340140','2','-9'
'400288720147','2','-9'
'400289120147','1','-9'
'400294360146','2','-9'
'400294510146','2','-9'
'400302160149','2','-9'
'400303180149','2','2'
'400303340149','1','-9'
'400303590149','2','-9'
'400303900140','1','-9'
'400306130103','2','-9'
'400310180146','-6','-9'
'400319160149','1','-9'
'400319230103','2','-9'
'400319320149','-6','-9'
'400319720140','2','-9'
'400321520143','2','-9'
'400328150141','2','-9'
'400333110142','-6','-9'
'400334100141','2','-9'
'400336630103','-6','-9'
'400339130140','2','2'
'400339130249','1','2'
'400349160145','1','-9'
'400355120147','2','-9'
'400355530147','1','-9'
'400356130140','1','-9'
'400356130249','2','-9'
'400357560247','2','-9'
'400361130103','-6','-9'
'400372110140','2','-9'
'400374140146','2','-9'
'400375920147','-6','-9'
'400380350149','2','-9'
'400380350446','2','-9'
'400382170142','2','2'
'400384950143','2','-9'
'400389130103','-6','-9'
'400389920149','2','-9'
'400407160148','-6','-9'
'400407160445','2','-9'
'400408230103','2','-9'
'400410190143','1','-9'
'400410230103','2','-9'
'400411540147','1','-9'
'400421340247','2','-9'
'400423150145','1','2'
'400425130103','2','-9'
'400430940144','2','-9'
'400433180545','-6','-9'
'400454120145','2','-9'
'400465170147','2','-9'
'400474130103','2','-9'
'400476100245','-6','-9'
'400477230103','-6','-9'
'400482130142','2','-9'
'400489170146','-6','-9'
'400492120148','1','-9'
'400494780149','1','-9'
'400502140146','2','2'
'400502300146','2','-9'
'400502630103','2','-9'
'400502730203','2','-9'
'400502830103','2','-9'
'400503790146','2','-9'
'400510130148','2','-9'
'400511310145','-6','-9'
'400530310148','-6','-9'
'400543140146','1','2'
'400551130142','1','-9'
'400553360149','-6','-9'
'400558510148','1','2'
'400568140147','1','-9'
'400575180145','-6','-9'
'400576170140','2','-9'
'400576170249','2','-9'
'400577320143','2','-9'
'400589230207','2','-9'
'400595110141','-6','-9'
'400596320146','2','-9'
'400596570146','2','-9'
'400600180149','-6','-9'
'400600180446','2','-9'
'400602160144','2','-9'
'400602320144','1','-9'
'400602570144','-6','-9'
'400604110140','1','-9'
'400608520246','2','-9'
'400617130103','-6','-9'
'400617160346','2','-9'
'400622770146','2','-9'
'400633500146','2','-9'
'400641170140','1','-9'
'400645120144','1','-9'
'400650190146','1','-9'
'400650350146','2','-9'
'400650520147','2','-9'
'400650550145','1','-9'
'400651360145','1','-9'
'400651370140','2','-9'
'400653390144','1','-9'
'400653540144','2','-9'
'400656950145','2','-9'
'400664700146','1','2'
'400671150142','1','-9'
'400671310142','2','-9'
'400671560142','-6','-9'
'400686540147','2','-9'
'400693580148','2','-9'
'400697150144','2','-9'
'400700130103','2','-9'
'400700350143','-6','-9'
'400724580143','2','-9'
'400729550141','2','-9'
'400736390143','2','-9'
'400742350248','2','-9'
'400755430103','-6','-9'
'400755980143','2','-9'
'400763130143','2','-9'
'400763160247','2','-9'
'400767120149','2','2'
'400767350347','2','-9'
'400778530142','1','-9'
'400790920147','2','-9'
'400792900147','-6','-9'
'400793300149','2','-9'
'400796580149','1','-9'
'400800130103','1','-9'
'400809320142','2','-9'
'400813110145','2','-9'
'400821790145','2','-9'
'400828230103','2','-9'
'400828760146','1','-9'
'400833180148','2','-9'
'400839180146','1','-9'
'400839590146','1','-9'
'400850530143','2','-9'
'400853340149','2','-9'
'400853550142','1','-9'
'400853900140','-6','-9'
'400855910143','-6','-9'
'400871370143','1','-9'
'400871770243','-6','-9'
'400878590143','2','-9'
'400879180148','2','-9'
'400879340148','2','-9'
'400880190248','2','-9'
'400880190545','1','-9'
'400882150145','1','-9'
'400889120148','2','-9'
'400892130141','2','-9'
'400894100143','2','-9'
'400894740141','-6','-9'
'400895150144','2','-9'
'400901130103','-6','-9'
'400907130103','2','-9'
'400907230303','2','-9'
'400907330203','2','-9'
'400907700144','-6','-9'
'400909750147','2','-9'
'400914320142','1','-9'
'400914570142','2','-9'
'400927230103','-6','-9'
'400927970146','1','-9'
'400929960143','-6','-9'
'400932730142','2','-9'
'400932990142','2','-9'
'400941340143','-6','-9'
'400944380146','1','-9'
'400947510147','2','-9'
'400948120143','2','-9'
'400948300145','-6','-9'
'400951130203','2','-9'
'400953230103','-6','-9'
'400954780143','2','-9'
'400961300149','-6','-9'
'400961700140','2','2'
'400962760248','1','-9'
'400963130103','-6','-9'
'400963230103','-6','-9'
'400963360140','1','-9'
'400963510140','1','-9'
'400976180347','-6','-9'
'400979300148','2','-9'
'400982130142','2','-9'
'400985170247','-6','-9'
'400988330140','1','-9'
'400992310140','2','-9'
'400997150140','2','-9'
'401044500245','1','-9'
'401051780147','-6','-9'
'401067910141','-6','-9'
'401097370242','2','-9'
'401107300143','2','-9'
'401141150145','-6','-9'
'401158100143','1','-9'
'401173140140','1','-9'
'401185730141','2','-9'
'401196180146','2','-9'
'401206530140','2','-9'
'401226150147','-6','-9'
'401234730145','2','-9'
'401239930141','2','2'
'401243500146','1','-9'
'401250960144','1','-9'
'401250960441','1','-9'
'401261950146','-6','-9'
'401294380143','2','-9'
'401295160146','1','-9'
'401295320146','2','-9'
'401321390140','1','2'
'401336730146','2','2'
'401356150145','2','-9'
'401358760141','-6','-9'
'401358920141','2','-9'
'401379170144','1','-9'
'401384560149','1','2'
'401387370341','2','-9'
'401389780146','2','-9'
'401389780443','1','-9'
'401389940146','-6','-9'
'401434110145','2','-9'
'401493530147','2','-9'
'401497930141','2','-9'
'401504110140','1','-9'
'401530580145','2','-9'
'401536300341','2','-9'
'401553380146','-6','-9'
'401558780245','1','-9'
'401593960342','-6','-9'
'401638780344','1','2'
'401653310141','2','-9'
'401657990142','2','-9'
'401659300242','2','-9'
'401700110140','1','-9'
'401714930141','-6','-9'
'401733930149','2','-9'
'401749580240','2','-9'
'401751930142','-6','-9'
'401755180149','2','-9'
'401755900140','2','2'
'401757500344','1','-9'
'401799140146','1','2'
'401805370143','2','-9'
'401839100143','1','-9'
'401839360143','1','2'
'401849110140','-6','-9'
'401853320248','1','-9'
'401894510147','2','-9'
'401895580141','1','-9'
'401941100140','1','-9'
'401944960243','1','-9'
'401944960540','-6','-9'
'401950110149','-6','-9'
'401974120147','-6','-9'
'402067110147','1','-9'
'402103350146','2','-9'
'402107160140','2','2'
'402150190142','1','-9'
'402168140140','1','-9'
'402168550140','1','2'
'402206300246','1','-9'
'402206300543','1','2'
'402242300345','-6','-9'
'402242300642','2','-9'
'402261970143','-6','-9'
'402295340143','2','-9'
'402319510143','1','-9'
'402336750143','2','-9'
'402447790143','2','-9'
'402493300144','2','-9'
'402494740141','2','-9'
'402497390147','-6','-9'
'402530350142','1','-9'
'402548150142','1','-9'
'402553140143','1','-9'
'402577920144','2','2'
'402618740144','2','-9'
'402711900147','1','-9'
'402733790146','2','-9'
'402809730147','-6','-9'
'402818700145','1','-9'
'402828300149','2','-9'
'402880300147','-6','-9'
'402880300444','1','-9'
'402880300741','2','-9'
'402927190149','2','-9'
'402929180146','1','-9'
'402944160249','2','-9'
'402954160146','2','-9'
'403029140140','2','-9'
'403045150142','1','-9'
'403169520143','1','-9'
'403243560144','-6','-9'
'403261330149','1','2'
'403267570144','2','-9'
'403295100140','2','-9'
'403319530140','2','-9'
'403358140144','1','-9'
'403358550144','1','-9'
'403493570141','1','-9'
'403512190143','-6','-9'
'403577940141','2','-9'
'403579950145','-6','-9'
'403622580146','2','-9'
'403670130144','-6','-9'
'403670540144','1','-9'
'403687920140','2','-9'
'403687920249','2','2'
'403733970143','1','-9'
'403790160147','2','2'
'403809910144','2','-9'
'403929360143','2','-9'
'404169390140','-6','-9'
'404389340146','1','2'
'404389340443','2','-9'
'404389590146','1','-9'
'404459700141','1','2'
'404494380144','-6','-9'
'404497330141','1','-9'
'404502380243','-6','-9'
'404512370140','2','-9'
'404558340245','2','-9'
'404558340542','2','2'
'404638340344','2','-9'
'404638900147','2','2'
'404670150141','1','-9'
'404670310141','1','-9'
'404687380146','2','-9'
'404711940141','2','-9'
'404733330149','2','-9'
'404846700148','-6','-9'
'404926760147','1','2'
'404926780145','1','-9'
'405196120147','2','-9'
'405261940143','2','-9'
'405267110147','2','-9'
'405319170143','2','2'
'405319580143','1','-9'
'405358190147','1','-9'
'405389770143','1','2'
'405494970141','1','-9'
'405497510147','1','2'
'405512550146','-6','-9'
'405548530142','1','-9'
'405558110142','1','-9'
'405670590147','1','-9'
'405755170146','2','-9'
'405873520248','1','2'
'405889540142','2','-9'
'406389790140','1','2'
'406447780140','1','-9'
'406494310149','1','-9'
'406494330147','1','2'
'406929580143','1','-9'
'406934100146','1','-9'
'407196160141','1','-9'
'407589970144','-6','-9'
'407755110140','-6','-9'
'407828560143','1','2'
'407896780144','-6','-9'
'407926990147','2','-9'
'408037700149','1','-9'
'408494350143','2','-9'
'408579300148','1','-9'
'409248100145','-6','-9'
'409389190140','2','-9'
'409517590145','-6','-9'
'409579570145','1','-9'
'410029350146','-6','-9'
'410369920141','-6','-9'
'410497760141','-6','-9'
'411889560142','2','-9'
'412389310149','2','2'
'412934120146','-6','-9'
'414341900149','-6','-9'
'415896750147','1','-9'
'429046830113','-6','-9'
'429120400143','-6','-9'
'429192930113','-6','-9'
'429193830113','-6','-9'
'429250930113','-6','-9'
'429261930113','-6','-9'
'429273940244','2','-9'
'429281940145','2','-9'
'429287930113','2','-9'
'429338830113','2','-9'
'429343930113','-6','-9'
'429380920146','1','-9'
'429451430247','-6','-9'
'429499930113','-6','-9'
'429555930113','2','-9'
'429615930113','-6','-9'
'429630730113','-6','-9'
'429742920245','1','-9'
'429764930113','-6','-9'
'429785830113','-6','-9'
'429788830123','1','-9'
'429817930218','-6','-9'
'429881830113','1','-9'
'429894930113','2','-9'
'429953930113','2','-9'
'429962930113','-6','-9'
'438037330149','2','-9'
'439853320145','-6','-9'
'440711900141','1','-9'
'440929180140','1','-9'
'440950068480','2','-9'
'441579540148','2','-9'
'442711380144','2','-9'
'442711530144','1','-9'
'442853780145','1','-9'
'442853940145','-6','-9'
'443502430123','2','-9'
'443711140141','1','-9'
'443853700142','2','-9'
'443853960142','1','-9'
'444357660144','-6','-9'
'444711160247','-6','-9'
'444853160445','-6','-9'
'444929160346','-6','-9'
'445502430123','2','2'
'445579380145','-6','-9'
'445853910145','1','-9'
'446357530147','-6','-9'
'446711110141','1','-9'
'446711370141','1','-9'
'446853930142','1','-9'
'447037160149','1','-9'
'447853390148','-6','-9'
'447853540148','1','-9'
'447929790149','2','-9'
'448037590146','1','-9'
'448853150145','2','-9'
'448853310145','1','-9'
'448929970146','2','-9'
'449853580142','1','-9'
'449929730143','2','-9'
'449929990143','1','-9'
'450150510142','1','-9'
'450711750147','1','-9'
'450711910147','1','-9'
'450929190146','-6','-9'
'450929350146','1','-9'
'451336380149','2','-9'
'451711770144','1','-9'
'451929370143','-6','-9'
'452336140146','-6','-9'
'452929540140','1','-9'
'453711150147','1','-9'
'454549270148','1','-9'
'455288200144','2','-9'
'455288610144','2','-9'
'457288650247','2','-9'
'457549650148','2','-9'
'457596800149','2','-9'
'458549670145','2','-9'
'458853980142','2','-9'
'459288030141','2','-9'
'459549280142','2','-9'
'459549690142','2','2'
'459596430143','2','-9'
'459853340148','1','-9'
'460549860148','1','-9'
'460596050146','2','-9'
'460596200246','-6','-9'
'461288220144','2','-9'
'461494530144','2','-9'
'461596070143','2','-9'
'461929380140','-6','-9'
'462288240141','2','-9'
'462494300141','-6','-9'
'462596240240','2','-9'
'463288010147','2','-9'
'463288670247','2','-9'
'463549260148','2','-9'
'463549670148','2','-9'
'463596820149','1','-9'
'463711160144','-6','-9'
'464037770143','-6','-9'
'464037930143','1','-9'
'464288030144','2','-9'
'464579110142','2','-9'
'464579370142','1','-9'
'464596840146','1','-9'
'464926340145','-6','-9'
'465288210141','2','-9'
'465494110141','1','-9'
'465549460142','1','-9'
'465579140148','1','-9'
'465579300148','1','-9'
'465579550148','-6','-9'
'465670300247','1','-9'
'466037720146','-6','-9'
'466037980146','-6','-9'
'466288080147','-6','-9'
'466288230247','2','-9'
'466288640247','1','-9'
'466383370144','2','-9'
'466549230148','2','-9'
'466579320145','1','-9'
'466579570145','1','-9'
'466596640346','1','-9'
'466778930145','2','-9'
'466926540148','1','-9'
'467037740143','2','-9'
'467037900143','1','-9'
'467258540147','-6','-9'
'467288000144','2','-9'
'467502710146','2','-9'
'467579180142','1','-9'
'467579340142','-6','-9'
'467579590142','2','-9'
'467926150145','-6','-9'
'468037360149','1','-9'
'468037920140','1','-9'
'468129970149','2','-9'
'468502730143','-6','-9'
'468550970145','2','-9'
'468778150148','2','-9'
'468778560148','2','-9'
'469037120146','-6','-9'
'469037380146','1','-9'
'469129730146','2','-9'
'469258170141','-6','-9'
'469258330141','2','-9'
'469258580141','-6','-9'
'469550990142','2','-9'
'469596440249','-6','-9'
'469670940147','2','-9'
'469778170145','1','-9'
'469778330145','1','-9'
'469778580145','2','-9'
'470129350140','2','-9'
'470129500140','2','-9'
'470288620144','1','-9'
'470383750141','-6','-9'
'470383910141','2','-9'
'470549460145','2','-9'
'470579700142','-6','-9'
'470670140141','2','2'
'470670300141','2','-9'
'470670550141','1','-9'
'471258770144','2','-9'
'471258930144','2','-9'
'471383110147','2','-9'
'471494130141','2','-9'
'471494390141','2','-9'
'471500930148','2','-9'
'471502390240','2','-9'
'471550370242','2','-9'
'471579160148','1','-9'
'471579320148','2','-9'
'471579570148','2','-9'
'471583110143','1','-9'
'471583370143','2','-9'
'471583520143','-6','-9'
'471778370345','-6','-9'
'471846710145','1','2'
'471926790142','2','-9'
'472037740146','-6','-9'
'472037900146','1','-9'
'472258950141','2','-9'
'472273940141','2','-9'
'472549660148','1','-9'
'472579180145','-6','-9'
'472579340145','1','-9'
'472579590145','1','-9'
'472583130140','-6','-9'
'472583540140','2','-9'
'472596400149','2','-9'
'472822790244','2','-9'
'473037760143','-6','-9'
'473258150147','-6','-9'
'473258310147','-6','-9'
'473258560147','-6','-9'
'473273300147','2','-9'
'473273550147','2','-9'
'473319910149','1','2'
'473383310141','-6','-9'
'473383560141','-6','-9'
'473500710142','2','-9'
'473500970142','1','-9'
'473502730146','1','-9'
'473822150141','2','-9'
'473822310141','2','-9'
'473822560141','2','-9'
'473846190148','1','-9'
'473846500148','2','-9'
'473926330145','-6','-9'
'473926580145','1','-9'
'474037120149','-6','-9'
'474037380149','1','-9'
'474037530149','-6','-9'
'474037780140','2','-9'
'474037940140','-6','-9'
'474129990149','1','-9'
'474273320144','1','-9'
'474273570144','2','-9'
'474273980244','2','-9'
'474281980145','2','-9'
'474319930146','2','-9'
'474500170148','2','-9'
'474500330148','2','-9'
'474500580148','2','-9'
'474502910143','1','-9'
'474550990145','-6','-9'
'474596850143','2','-9'
'474778580148','2','-9'
'474926190142','2','-9'
'474926350142','2','2'
'474926500142','1','2'
'474954990149','2','-9'
'475238350140','2','-9'
'475238500140','1','-9'
'475258760141','-6','-9'
'475357460141','2','-9'
'475383360144','2','-9'
'475383510144','2','-9'
'475500920145','2','-9'
'475502780149','1','-9'
'475502940149','1','2'
'475577140141','2','-9'
'475577550141','2','2'
'475579560145','-6','-9'
'475583100140','-6','-9'
'475670150244','2','-9'
'475778760145','1','-9'
'475822100144','1','-9'
'475846960142','2','-9'
'475926120148','1','2'
'475926380148','2','-9'
'475954510243','-6','-9'
'476150480148','1','-9'
'476150710148','2','-9'
'476273520147','2','-9'
'476281930148','2','-9'
'476319720149','2','-9'
'476357150147','2','-9'
'476357480247','2','-9'
'476357480544','1','-9'
'476357640147','1','-9'
'476357710247','2','-9'
'476379970147','2','-9'
'476383380141','2','-9'
'476486130141','-6','-9'
'476500780142','2','-9'
'476500940142','2','-9'
'476502700146','1','-9'
'476579580142','-6','-9'
'476594560142','2','-9'
'476778780142','1','-9'
'476778940142','1','-9'
'476822530141','2','2'
'476846160148','-6','-9'
'476846320148','2','2'
'476846570148','1','-9'
'476926300145','2','-9'
'476963920140','-6','-9'
'477037190149','-6','-9'
'477053170143','2','-9'
'477053660143','2','-9'
'477129700149','1','-9'
'477258140144','-6','-9'
'477273130144','2','-9'
'477273540144','2','-9'
'477281790145','2','-9'
'477319900146','2','-9'
'477357170144','2','-9'
'477357330144','2','-9'
'477379400144','1','-9'
'477379660341','2','-9'
'477379990144','1','-9'
'477452250149','2','-9'
'477452400140','2','-9'
'477452660149','1','-9'
'477452810140','2','-9'
'477486310247','2','-9'
'477500550148','2','-9'
'477638530144','2','-9'
'477778140148','2','-9'
'477846180145','2','-9'
'477846340145','1','-9'
'477846590145','2','2'
'477846900245','2','-9'
'477903150148','2','-9'
'477903310148','2','-9'
'477903310445','2','-9'
'477903560148','1','-9'
'477926160142','1','-9'
'477941920140','-6','-9'
'477954700149','2','-9'
'477954960149','2','-9'
'477963120146','-6','-9'
'477963380146','1','-9'
'477963530146','1','-9'
'477987170242','2','-9'
'477987660242','2','-9'
'478053500140','1','2'
'478086540147','2','-9'
'478129720146','2','-9'
'478185420147','2','-9'
'478206550146','1','-9'
'478273150141','1','-9'
'478273310141','1','-9'
'478273560141','1','-9'
'478281970142','1','-9'
'478319760143','-6','-9'
'478319920143','2','-9'
'478336020140','2','-9'
'478379750141','2','-9'
'478379910141','2','-9'
'478452500146','2','-9'
'478500160145','2','-9'
'478500650145','2','-9'
'478502180149','2','-9'
'478515900142','2','-9'
'478550720142','2','-9'
'478558880142','1','-9'
'478572730340','2','-9'
'478579370245','-6','-9'
'478597330141','2','-9'
'478597730241','2','-9'
'478751950148','2','-9'
'478778160145','1','-9'
'478778320145','-6','-9'
'478788120149','1','2'
'478788530149','2','-9'
'478788780140','-6','-9'
'478828960149','2','-9'
'478846100142','1','-9'
'478873140148','2','-9'
'478873300148','1','-9'
'478941380146','-6','-9'
'478954800146','2','2'
'479005360247','-6','-9'
'479045710142','1','-9'
'479086310144','-6','-9'
'479129740143','-6','-9'
'479141190148','2','-9'
'479141350148','1','-9'
'479141750248','2','-9'
'479185930144','2','-9'
'479196400144','2','-9'
'479196810144','2','-9'
'479206160143','1','-9'
'479238730149','2','2'
'479269320143','-6','-9'
'479281170148','1','-9'
'479281330148','1','-9'
'479321250143','2','-9'
'479321660143','2','2'
'479358700144','1','2'
'479358960144','1','-9'
'479379110147','1','-9'
'479452110143','2','-9'
'479452520143','2','-9'
'479482150243','2','2'
'479486190241','1','-9'
'479500670142','2','-9'
'479515100148','2','-9'
'479515360148','-6','-9'
'479550340148','2','-9'
'479572750149','2','-9'
'479622810146','2','-9'
'479638320247','-6','-9'
'479687760149','-6','-9'
'479751710145','-6','-9'
'479788300146','1','-9'
'479828720146','-6','-9'
'479828980146','2','-9'
'479873160145','2','-9'
'479880980144','2','-9'
'479903190142','1','-9'
'479939250145','1','-9'
'479939660145','2','-9'
'479941140143','2','-9'
'479941300143','1','-9'
'479941550143','1','-9'
'479954010240','-6','-9'
'479954410143','-6','-9'
'479987370345','2','2'
'479987770148','1','-9'
'480005940144','1','-9'
'480015160141','-6','-9'
'480053870143','1','-9'
'480185060147','2','-9'
'480194180148','2','-9'
'480238190143','2','-9'
'480242180148','1','-9'
'480258760144','1','-9'
'480261190143','2','-9'
'480261350143','-6','-9'
'480261500143','2','-9'
'480269740149','1','-9'
'480269900149','1','-9'
'480273750144','2','-9'
'480321420149','2','-9'
'480336620143','-6','-9'
'480357870144','1','-9'
'480383510147','2','-9'
'480383760247','-6','-9'
'480389340143','2','-9'
'480482580149','-6','-9'
'480482730140','2','-9'
'480500840148','2','-9'
'480558340242','2','-9'
'480572520143','-6','-9'
'480594130148','1','2'
'480594210148','2','-9'
'480622020149','2','-9'
'480622270140','2','-9'
'480638740144','2','2'
'480641320148','-6','-9'
'480641570148','-6','-9'
'480687120143','-6','-9'
'480730750144','2','-9'
'480730910144','2','-9'
'480733170146','2','-9'
'480733330146','2','-9'
'480733580146','2','-9'
'480749790140','1','-9'
'480778760148','-6','-9'
'480822690147','2','-9'
'480890730147','2','-9'
'480890990147','1','-9'
'480987390142','2','-9'
'481005960141','1','-9'
'481037730146','-6','-9'
'481045910342','-6','-9'
'481052970340','2','-9'
'481053230149','1','-9'
'481053480140','2','-9'
'481053640149','2','-9'
'481129380243','-6','-9'
'481194360145','1','-9'
'481200340148','-6','-9'
'481206920146','1','-9'
'481238110140','2','-9'
'481238370140','-6','-9'
'481238770240','1','-9'
'481242360145','1','-9'
'481258940141','1','-9'
'481261110140','2','-9'
'481273770141','1','-9'
'481273930141','1','-9'
'481336230140','-6','-9'
'481357890141','1','-9'
'481389360140','1','-9'
'481389920240','1','-9'
'481443970142','1','-9'
'481452480146','2','-9'
'481482350146','-6','-9'
'481486540144','-6','-9'
'481493100241','1','-9'
'481500450145','2','-9'
'481500860145','2','-9'
'481532950145','2','-9'
'481572390140','-6','-9'
'481583120140','1','-9'
'481583380140','2','-9'
'481594230145','2','-9'
'481594640145','2','-9'
'481597950141','2','-9'
'481638760141','1','-9'
'481638920141','1','-9'
'481730770141','2','-9'
'481730930141','2','-9'
'481733190143','1','-9'
'481733910243','-6','-9'
'481818100142','1','-9'
'481818510142','1','-9'
'481822200144','2','-9'
'481828360246','1','-9'
'481860970241','2','-9'
'481890750144','2','-9'
'481895970147','2','-9'
'481939440148','2','-9'
'481941740146','-6','-9'
'481954050143','-6','-9'
'481963760143','1','-9'
'481963920143','-6','-9'
'482053250146','2','-9'
'482053660146','2','-9'
'482125350142','2','-9'
'482141710148','2','-9'
'482141970148','2','-9'
'482150400148','2','-9'
'482150730148','1','-9'
'482185000141','2','-9'
'482200100145','1','2'
'482206780143','1','-9'
'482206940143','2','-9'
'482242380142','1','-9'
'482242530142','1','2'
'482242780242','1','-9'
'482258140147','2','-9'
'482258550147','2','-9'
'482273130147','1','-9'
'482281790148','1','-9'
'482294450146','2','2'
'482294860146','1','-9'
'482321060240','-6','-9'
'482356970148','-6','-9'
'482357330147','-6','-9'
'482357660147','2','-9'
'482379400147','2','-9'
'482379810147','2','-9'
'482379990147','1','-9'
'482410770143','-6','-9'
'482410930143','2','-9'
'482437140142','1','-9'
'482437300142','2','-9'
'482437550142','2','-9'
