control,ownhere,JWNHER
'285515970148','-6','-9'
'285517510142','1','-9'
'285530720148','2','-9'
'285532470142','1','-9'
'285553770149','2','-9'
'285553930149','1','-9'
'285558850148','1','-9'
'285589110144','-6','-9'
'285589330148','2','-9'
'285593390145','-6','-9'
'285593540145','1','-9'
'285597300147','2','-9'
'285600750149','2','-9'
'285641190142','1','-9'
'285674320147','1','-9'
'285694340145','2','-9'
'285694590145','2','-9'
'285698320144','2','-9'
'285721950142','-6','-9'
'285730120147','-6','-9'
'285733360140','2','-9'
'285794100244','2','-9'
'285806110145','2','-9'
'285809220141','2','-9'
'285809630141','2','-9'
'285822210141','2','-9'
'285848530144','-6','-9'
'285850950143','1','-9'
'285860090147','-6','-9'
'285890920141','-6','-9'
'285914990142','-6','-9'
'285926210147','2','-9'
'285941910143','2','-9'
'285944790146','2','-9'
'285946770142','-6','-9'
'285954060140','2','-9'
'285976350247','2','-9'
'285987090145','2','2'
'286003590247','2','-9'
'286037360149','-6','-9'
'286037920140','-6','-9'
'286044360145','-6','-9'
'286044510145','1','-9'
'286050350141','2','-9'
'286052410146','1','-9'
'286052820146','2','-9'
'286053590143','2','-9'
'286099560247','-6','-9'
'286129970149','-6','-9'
'286144760146','2','-9'
'286144920146','1','-9'
'286168950143','2','-9'
'286169740149','1','-9'
'286204970149','1','-9'
'286229970142','-6','-9'
'286243760146','2','-9'
'286243920146','2','-9'
'286246910148','-6','-9'
'286261740141','1','-9'
'286261900141','-6','-9'
'286276250247','-6','-9'
'286282100147','2','-9'
'286302910146','1','-9'
'286321700140','-6','-9'
'286356720145','-6','-9'
'286356980145','2','-9'
'286379410144','1','-9'
'286379900144','1','-9'
'286391120142','2','-9'
'286391380142','1','-9'
'286391530142','2','-9'
'286401150141','1','-9'
'286408280149','2','-9'
'286408430140','2','-9'
'286408690149','-6','-9'
'286410120149','1','-9'
'286410380149','1','-9'
'286433110145','2','-9'
'286433370145','2','-9'
'286434780145','-6','-9'
'286443670145','2','-9'
'286468280149','2','-9'
'286468840140','-6','-9'
'286473980145','2','-9'
'286504780140','2','-9'
'286532170141','2','-9'
'286532330141','-6','-9'
'286548700145','2','-9'
'286553950146','2','-9'
'286589390141','-6','-9'
'286589500145','-6','-9'
'286593150142','2','2'
'286593310142','2','-9'
'286597320144','-6','-9'
'286603570144','-6','-9'
'286638390144','2','2'
'286638620144','2','-9'
'286638870244','-6','-9'
'286662520142','1','2'
'286671180148','-6','-9'
'286671590148','-6','-9'
'286674180144','-6','-9'
'286694100142','2','-9'
'286694510142','1','-9'
'286698340141','-6','-9'
'286710180140','1','-9'
'286710340140','1','-9'
'286710590140','1','-9'
'286710900240','1','-9'
'286749340140','-6','-9'
'286749590140','2','-9'
'286763160149','2','-9'
'286763320149','2','-9'
'286763570149','2','-9'
'286763720140','-6','-9'
'286795100145','2','-9'
'286795360145','2','-9'
'286809090147','2','-9'
'286809350148','1','-9'
'286809500148','2','-9'
'286812130145','-6','-9'
'286812540145','-6','-9'
'286839770143','-6','-9'
'286839930143','2','-9'
'286846350145','2','-9'
'286848550141','-6','-9'
'286850150149','2','-9'
'286850310149','2','-9'
'286850560149','1','-9'
'286853930146','-6','-9'
'286854980142','-6','-9'
'286860010144','-6','-9'
'286873950142','-6','-9'
'286888510143','1','-9'
'286890120147','1','-9'
'286890530147','-6','-9'
'286895740141','1','-9'
'286895900141','2','-9'
'286910750149','1','-9'
'286914350148','2','-9'
'286914500148','1','-9'
'286922040143','2','-9'
'286922440343','1','-9'
'286941520149','1','-9'
'286941770140','-6','-9'
'286946390148','2','-9'
'286946540148','2','-9'
'286951760144','-6','-9'
'286951920144','1','-9'
'286961730146','1','-9'
'286963130146','-6','-9'
'287002460147','2','-9'
'287011060145','2','-9'
'287027950149','2','-9'
'287029870143','2','-9'
'287029950143','1','-9'
'287032980141','-6','-9'
'287053280140','2','-9'
'287053690140','2','-9'
'287067860147','-6','-9'
'287081960147','2','-9'
'287092810148','2','-9'
'287103760146','2','-9'
'287107580149','2','-9'
'287107990140','1','-9'
'287121100145','2','-9'
'287121110144','2','-9'
'287121360145','-6','-9'
'287121370144','-6','-9'
'287121510145','1','-9'
'287129730146','2','-9'
'287136390144','-6','-9'
'287136540144','2','-9'
'287144940143','2','-9'
'287155520142','-6','-9'
'287167990149','-6','-9'
'287168150149','1','-9'
'287168310149','-6','-9'
'287168970140','-6','-9'
'287169920146','2','2'
'287185690344','1','-9'
'287196770143','2','-9'
'287196930143','2','-9'
'287218320143','1','-9'
'287218570143','1','-9'
'287220550141','1','-9'
'287226970146','2','-9'
'287251000145','-6','-9'
'287253600146','-6','-9'
'287261510147','1','-9'
'287281980144','1','-9'
'287284540143','-6','-9'
'287297510149','2','-9'
'287303500148','-6','-9'
'287303950143','1','-9'
'287309740148','2','-9'
'287309900148','2','-9'
'287321190142','1','-9'
'287321350142','2','-9'
'287333220144','2','-9'
'287333630144','2','-9'
'287349110148','2','-9'
'287349370148','1','-9'
'287349520148','1','-9'
'287365630143','1','-9'
'287374470145','1','-9'
'287374880145','2','-9'
'287376790145','2','-9'
'287379430141','2','-9'
'287389080140','1','-9'
'287404550146','1','-9'
'287408200146','2','2'
'287408530146','2','-9'
'287410300146','-6','-9'
'287423510148','-6','-9'
'287430400147','2','2'
'287434960142','-6','-9'
'287443280142','2','-9'
'287468610146','-6','-9'
'287472920145','2','-9'
'287473900142','-6','-9'
'287474940146','2','-9'
'287489380149','-6','-9'
'287500580145','1','-9'
'287504140146','2','-9'
'287504550146','2','-9'
'287510900142','2','-9'
'287512820146','-6','-9'
'287515750142','2','-9'
'287521130146','1','-9'
'287530760142','-6','-9'
'287542550148','1','-9'
'287546770143','2','-9'
'287548980142','-6','-9'
'287558480142','-6','-9'
'287560900142','-6','-9'
'287574700149','1','-9'
'287589110142','2','-9'
'287591130142','-6','-9'
'287591620142','-6','-9'
'287600790143','2','-9'
'287600950143','2','-9'
'287603340141','-6','-9'
'287629720144','1','-9'
'287650500148','2','-9'
'287653180147','1','-9'
'287656740148','2','-9'
'287656900148','1','-9'
'287664750149','2','-9'
'287664910149','1','-9'
'287670940147','-6','-9'
'287671360145','2','-9'
'287681270145','2','-9'
'287721170145','2','-9'
'287730920148','2','2'
'287772760145','2','-9'
'287809520145','1','-9'
'287809910149','1','-9'
'287839390149','2','2'
'287839540149','1','-9'
'287839790140','2','-9'
'287839950140','2','-9'
'287845190142','1','-9'
'287845500142','1','-9'
'287845750242','2','-9'
'287846370142','-6','-9'
'287853950143','2','-9'
'287860030141','2','-9'
'287878620146','1','-9'
'287888530140','2','-9'
'287889730142','2','-9'
'287890140144','-6','-9'
'287898470144','-6','-9'
'287898880144','2','-9'
'287914520145','1','2'
'287922060140','2','-9'
'287925340141','-6','-9'
'287926170141','1','-9'
'287926330141','2','-9'
'287946310145','-6','-9'
'287951780141','2','-9'
'287962970142','2','-9'
'287997310141','-6','-9'
'288007580148','1','-9'
'288013130140','-6','-9'
'288013390140','-6','-9'
'288015310344','-6','-9'
'288019910141','-6','-9'
'288028520140','2','-9'
'288028520249','2','-9'
'288031960145','2','-9'
'288032590147','2','-9'
'288033920143','1','-9'
'288040700140','2','-9'
'288042750143','2','-9'
'288042910143','-6','-9'
'288049780140','-6','-9'
'288049940140','1','-9'
'288053050146','2','-9'
'288057740141','1','-9'
'288067470144','2','2'
'288074510143','2','-9'
'288091370347','2','-9'
'288102710145','-6','-9'
'288103730144','2','-9'
'288107500146','-6','-9'
'288107560148','1','-9'
'288112940147','-6','-9'
'288115740148','1','-9'
'288118160146','2','-9'
'288118320146','1','-9'
'288127960140','1','-9'
'288130710144','-6','-9'
'288138110149','2','2'
'288138770140','1','2'
'288141960147','-6','-9'
'288144140149','-6','-9'
'288144960140','-6','-9'
'288162960145','-6','-9'
'288167750146','1','-9'
'288168580147','-6','-9'
'288173270143','-6','-9'
'288181550149','1','-9'
'288181700140','2','-9'
'288181960140','-6','-9'
'288185860144','1','-9'
'288188100142','2','-9'
'288188510142','2','-9'
'288190990141','1','2'
'288196950140','2','-9'
'288202510147','2','-9'
'288204750143','2','-9'
'288204910143','2','-9'
'288207770147','1','-9'
'288218180140','-6','-9'
'288223570147','2','-9'
'288226430141','2','-9'
'288236960147','2','-9'
'288239880149','2','2'
'288239980148','1','-9'
'288243310142','2','-9'
'288243550149','1','-9'
'288243560142','1','-9'
'288243720144','2','-9'
'288243960140','-6','-9'
'288245460144','-6','-9'
'288246930146','2','-9'
'288246950142','-6','-9'
'288253620143','2','-9'
'288260570142','2','-9'
'288261120144','2','-9'
'288261380144','2','-9'
'288268740540','2','-9'
'288268960245','2','-9'
'288269170143','-6','-9'
'288273180140','1','-9'
'288273180249','1','-9'
'288273340247','2','-9'
'288273590140','-6','-9'
'288281340148','2','-9'
'288281590148','1','-9'
'288284310140','-6','-9'
'288287560148','-6','-9'
'288289500147','2','-9'
'288291930149','2','-9'
'288293720149','2','-9'
'288295370149','1','-9'
'288295520149','1','-9'
'288295770140','1','-9'
'288297120146','-6','-9'
'288303150149','1','-9'
'288306390149','2','-9'
'288306540149','2','-9'
'288306790140','-6','-9'
'288313430240','2','-9'
'288315580143','-6','-9'
'288328120141','2','-9'
'288328380141','2','-9'
'288335970147','2','-9'
'288336630123','2','-9'
'288338750142','2','-9'
'288343950145','2','-9'
'288346470144','2','-9'
'288346880144','2','-9'
'288348990144','1','-9'
'288349130145','2','-9'
'288358560341','-6','-9'
'288358970144','-6','-9'
'288369990243','1','-9'
'288375730148','2','-9'
'288375990148','-6','-9'
'288376970142','1','-9'
'288379380147','2','2'
'288379610147','1','-9'
'288380160149','-6','-9'
'288380720140','2','-9'
'288387490147','2','2'
'288404320143','1','2'
'288407760144','1','-9'
'288410570143','-6','-9'
'288421750145','2','-9'
'288439900145','2','-9'
'288440530149','1','-9'
'288440780140','2','-9'
'288447800147','1','-9'
'288447900148','1','-9'
'288449740148','2','-9'
'288458180348','1','2'
'288460720149','2','-9'
'288468630143','-6','-9'
'288471370248','2','-9'
'288472780142','2','-9'
'288473900146','-6','-9'
'288474700143','-6','-9'
'288477710147','2','-9'
'288477970147','2','-9'
'288481950147','2','-9'
'288485590147','2','-9'
'288492500148','2','-9'
'288497710149','2','-9'
'288497980144','-6','-9'
'288499750149','2','-9'
'288500500142','2','-9'
'288502520146','-6','-9'
'288503760146','1','-9'
'288504570143','2','-9'
'288506720148','-6','-9'
'288508540147','2','-9'
'288512840143','2','-9'
'288521150143','2','-9'
'288521310143','2','-9'
'288522980141','-6','-9'
'288524770141','1','-9'
'288524930141','2','2'
'288527950141','1','-9'
'288529740148','1','2'
'288530120148','-6','-9'
'288536750147','2','-9'
'288543520146','-6','-9'
'288546720147','1','-9'
'288546950140','2','-9'
'288553170149','-6','-9'
'288553580149','-6','-9'
'288560360148','2','-9'
'288563780144','2','-9'
'288563940144','2','-9'
'288574980146','2','-9'
'288575370140','-6','-9'
'288577540143','2','-9'
'288584740146','2','-9'
'288590320140','-6','-9'
'288597550146','2','-9'
'288600150149','2','-9'
'288600560149','2','-9'
'288606760140','2','-9'
'288606910142','2','-9'
'288616140140','-6','-9'
'288618590145','2','-9'
'288619710143','1','-9'
'288622900146','-6','-9'
'288627990142','1','-9'
'288638000147','-6','-9'
'288641560242','-6','-9'
'288642950146','-6','-9'
'288650110145','-6','-9'
'288654310146','1','-9'
'288654700142','-6','-9'
'288654960142','-6','-9'
'288656970147','2','-9'
'288661520349','2','-9'
'288662150245','2','-9'
'288669760149','1','-9'
'288673990143','-6','-9'
'288683590147','-6','-9'
'288684900142','2','-9'
'288685930241','2','-9'
'288710120243','2','-9'
'288712950142','-6','-9'
'288713740146','1','-9'
'288714910146','2','-9'
'288716190147','1','2'
'288716350147','1','-9'
'288719960141','1','-9'
'288721350142','-6','-9'
'288730120342','2','-9'
'288733720144','2','-9'
'288733980144','2','-9'
'288753920149','2','-9'
'288763510143','1','-9'
'288767500149','-6','-9'
'288769750141','-6','-9'
'288773920142','2','-9'
'288783140146','1','-9'
'288792150344','2','-9'
'288795520144','2','-9'
'288799420140','2','-9'
'288804350140','2','-9'
'288804500140','-6','-9'
'288816550141','2','-9'
'288824300140','2','-9'
'288826760148','2','-9'
'288837990240','2','-9'
'288839150146','2','-9'
'288839310146','-6','-9'
'288846790144','-6','-9'
'288848700140','-6','-9'
'288848960140','-6','-9'
'288853150149','2','-9'
'288853310149','1','-9'
'288853710140','-6','-9'
'288863760144','2','-9'
'288871510148','2','-9'
'288871920248','-6','-9'
'288880990144','1','-9'
'288882160143','2','-9'
'288883590141','2','-9'
'288889350148','-6','-9'
'288898940148','2','-9'
'288901730149','1','-9'
'288906790245','-6','-9'
'288907930144','2','-9'
'288910350142','-6','-9'
'288910500142','-6','-9'
'288922890149','1','-9'
'288924790143','-6','-9'
'288932960142','-6','-9'
'288933110143','-6','-9'
'288933370143','1','2'
'288938950143','2','-9'
'288944370142','2','-9'
'288944520142','2','-9'
'288948520145','2','-9'
'288952900144','1','-9'
'288954190340','1','-9'
'288954650141','-6','-9'
'288954910143','-6','-9'
'288958800141','-6','-9'
'288961370149','2','-9'
'288962170148','1','-9'
'288962690149','-6','-9'
'288969960141','-6','-9'
'288994750148','-6','-9'
'289003970149','1','2'
'289007190145','2','-9'
'289009130145','2','-9'
'289015990144','-6','-9'
'289017780244','2','-9'
'289024780141','-6','-9'
'289033380149','-6','-9'
'289041760146','2','-9'
'289043960147','-6','-9'
'289045340148','2','-9'
'289046860140','2','-9'
'289057510147','-6','-9'
'289075740242','-6','-9'
'289082770148','-6','-9'
'289082930148','1','-9'
'289086340141','1','-9'
'289092930142','-6','-9'
'289094230140','1','-9'
'289094310140','-6','-9'
'289094560140','2','-9'
'289102140140','2','-9'
'289102300140','-6','-9'
'289103300149','-6','-9'
'289103960140','-6','-9'
'289104730148','2','-9'
'289105770143','-6','-9'
'289114380142','2','-9'
'289116760141','-6','-9'
'289118340143','-6','-9'
'289119150146','-6','-9'
'289119560146','-6','-9'
'289120430144','2','-9'
'289122460141','2','-9'
'289123740243','1','-9'
'289124780140','-6','-9'
'289127160146','2','-9'
'289129370149','-6','-9'
'289129520149','-6','-9'
'289134180145','2','-9'
'289138390146','-6','-9'
'289141380145','-6','-9'
'289141530145','-6','-9'
'289143770145','-6','-9'
'289143930145','-6','-9'
'289144320146','2','2'
'289147110144','-6','-9'
'289161580147','2','-9'
'289161660147','2','-9'
'289162350144','-6','-9'
'289167770143','-6','-9'
'289168350143','-6','-9'
'289169300149','-6','-9'
'289169550149','-6','-9'
'289173290249','1','-9'
'289173600140','-6','-9'
'289176720143','-6','-9'
'289177370147','2','-9'
'289181570146','-6','-9'
'289182750149','-6','-9'
'289195260146','2','-9'
'289195970148','-6','-9'
'289201790145','-6','-9'
'289202210149','-6','-9'
'289202460140','1','-9'
'289207330143','2','-9'
'289207950144','-6','-9'
'289212700144','2','-9'
'289218110241','2','-9'
'289218370241','2','-9'
'289226750140','-6','-9'
'289228790140','2','-9'
'289228950140','2','-9'
'289229530149','-6','-9'
'289233540149','2','-9'
'289236720144','1','-9'
'289246560148','-6','-9'
'289247140146','2','-9'
'289247300146','2','-9'
'289248710147','-6','-9'
'289250930144','2','2'
'289261140141','2','-9'
'289263760145','1','-9'
'289267750141','-6','-9'
'289267910141','-6','-9'
'289268100140','-6','-9'
'289268570142','-6','-9'
'289269350140','-6','-9'
'289283160141','2','-9'
'289283570141','-6','-9'
'289284940347','2','-9'
'289292180148','2','-9'
'289292340148','2','2'
'289293590144','1','-9'
'289297300143','2','-9'
'289306560146','-6','-9'
'289309390146','-6','-9'
'289310170143','-6','-9'
'289315190140','-6','-9'
'289316780146','-6','-9'
'289320860147','-6','-9'
'289324970240','2','-9'
'289324970349','2','-9'
'289335760148','2','-9'
'289336700146','-6','-9'
'289337750148','2','-9'
'289338110148','-6','-9'
'289338520148','1','-9'
'289339190147','2','-9'
'289339350147','2','-9'
'289344650143','1','-9'
'289345150141','-6','-9'
'289351300146','2','-9'
'289355350140','1','-9'
'289355370144','-6','-9'
'289358990141','-6','-9'
'289359910146','-6','-9'
'289367720148','2','-9'
'289375750144','2','-9'
'289376580148','-6','-9'
'289379300144','2','-9'
'289383560143','2','-9'
'289384380149','-6','-9'
'289391590242','2','2'
'289393520349','2','-9'
'289396950147','-6','-9'
'289398960147','-6','-9'
'289407940141','-6','-9'
'289408650140','1','-9'
'289410340140','-6','-9'
'289411380144','2','-9'
'289411530144','2','-9'
'289417550147','-6','-9'
'289423140142','-6','-9'
'289425870241','2','-9'
'289433580141','-6','-9'
'289439510141','2','-9'
'289440140146','-6','-9'
'289440550146','2','-9'
'289443070145','2','-9'
'289444340146','2','2'
'289451250146','1','-9'
'289452220140','2','-9'
'289452590147','1','-9'
'289454110142','2','-9'
'289460740146','-6','-9'
'289465320144','-6','-9'
'289467720141','-6','-9'
'289472300148','1','-9'
'289472380141','1','-9'
'289473760143','-6','-9'
'289474160149','-6','-9'
'289477730144','2','-9'
'289482800144','2','-9'
'289482980144','-6','-9'
'289483050245','1','-9'
'289485510144','-6','-9'
'289489570143','-6','-9'
'289489980147','2','-9'
'289490370149','1','-9'
'289491960149','-6','-9'
'289493350147','-6','-9'
'289499770146','2','-9'
'289499930146','-6','-9'
'289504590140','-6','-9'
'289506100149','2','-9'
'289506510149','2','-9'
'289508150143','-6','-9'
'289509110146','1','-9'
'289515390145','-6','-9'
'289515540145','-6','-9'
'289519760148','-6','-9'
'289524130147','-6','-9'
'289528320147','2','-9'
'289536710140','1','-9'
'289543540143','-6','-9'
'289543790243','-6','-9'
'289549600147','1','-9'
'289551380248','-6','-9'
'289553190146','2','-9'
'289553350146','2','-9'
'289553500146','-6','-9'
'289555940140','-6','-9'
'289565700143','2','-9'
'289565960143','-6','-9'
'289566300143','1','-9'
'289575330142','1','-9'
'289581760148','2','-9'
'289585580143','1','-9'
'289591960147','-6','-9'
'289597570143','-6','-9'
'289602150141','2','-9'
'289606520148','-6','-9'
'289607750143','2','-9'
'289610910145','-6','-9'
'289613780147','2','-9'
'289615100144','2','-9'
'289616780142','1','-9'
'289617780142','-6','-9'
'289617940142','-6','-9'
'289617970146','-6','-9'
'289619730140','-6','-9'
'289622760143','-6','-9'
'289623990143','2','-9'
'289625400148','2','-9'
'289627190148','2','2'
'289629110142','2','-9'
'289629370142','2','-9'
'289635730147','-6','-9'
'289635990147','-6','-9'
'289645520141','2','-9'
'289649140146','2','-9'
'289650100144','1','2'
'289650390142','-6','-9'
'289652910244','-6','-9'
'289653120141','-6','-9'
'289653170143','-6','-9'
'289654170143','2','-9'
'289654320148','2','-9'
'289654570148','-6','-9'
'289655700146','2','2'
'289661120147','1','-9'
'289661380147','2','2'
'289688770143','-6','-9'
'289688930143','2','-9'
'289693160145','2','-9'
'289693570145','-6','-9'
'289697630141','2','-9'
'289712150148','-6','-9'
'289719320147','-6','-9'
'289731790148','-6','-9'
'289733740149','-6','-9'
'289740780143','2','-9'
'289745720148','-6','-9'
'289752130149','2','-9'
'289755740148','-6','-9'
'289755900148','-6','-9'
'289755970140','-6','-9'
'289759740147','-6','-9'
'289762720147','1','-9'
'289767900147','-6','-9'
'289772140148','-6','-9'
'289773940248','2','-9'
'289775760247','2','-9'
'289777930142','-6','-9'
'289778300246','-6','-9'
'289782560140','2','-9'
'289783020144','2','-9'
'289791590143','2','-9'
'289792700149','-6','-9'
'289793390146','2','-9'
'289793540146','-6','-9'
'289794740144','2','-9'
'289795130141','2','-9'
'289795390141','2','-9'
'289795540141','-6','-9'
'289799600146','-6','-9'
'289800390146','1','-9'
'289800540146','1','-9'
'289808300147','2','-9'
'289810810142','-6','-9'
'289814510140','2','-9'
'289822260148','-6','-9'
'289825340148','2','-9'
'289827470144','-6','-9'
'289827930143','-6','-9'
'289836920141','2','-9'
'289847710141','-6','-9'
'289848160146','-6','-9'
'289851950140','-6','-9'
'289853170146','-6','-9'
'289853330146','-6','-9'
'289853580146','1','-9'
'289855180149','2','-9'
'289855340149','2','-9'
'289856800148','-6','-9'
'289860990146','-6','-9'
'289863720148','2','-9'
'289866110142','2','-9'
'289871100140','-6','-9'
'289871510140','2','-9'
'289878000149','-6','-9'
'289892790148','2','-9'
'289898670147','-6','-9'
'289903940348','1','-9'
'289906310142','-6','-9'
'289909160143','2','-9'
'289909570143','2','-9'
'289912980141','1','-9'
'289921170140','2','-9'
'289921580140','2','2'
'289925380244','-6','-9'
'289930340140','2','-9'
'289930590140','2','-9'
'289932160148','-6','-9'
'289932570148','2','-9'
'289933130140','-6','-9'
'289938310149','1','-9'
'289948130142','-6','-9'
'289949700147','-6','-9'
'289949960147','-6','-9'
'289950340149','-6','-9'
'289951320144','-6','-9'
'289954010147','1','-9'
'289954110149','-6','-9'
'289954440249','1','-9'
'289957750149','-6','-9'
'289958670147','1','-9'
'289969160147','2','-9'
'289979390145','-6','-9'
'289992540141','2','-9'
'289993780145','2','-9'
'289994770145','2','-9'
'295019070244','1','-9'
'295082070145','1','-9'
'295082070442','1','-9'
'295271070343','1','-9'
'295596730123','2','-9'
'297583430123','2','-9'
'299003980443','-6','-9'
'299006938487','-6','-9'
'299008600144','2','-9'
'299008778387','-6','-9'
'299008778981','-6','-9'
'299009880242','2','-9'
'299009960242','-6','-9'
'299013980343','1','-9'
'299013980640','-6','-9'
'299024730227','2','-9'
'299031960241','-6','-9'
'299035770243','-6','-9'
'299035850243','-6','-9'
'299035930113','-6','-9'
'299036920148','-6','-9'
'299036920445','-6','-9'
'299043890144','1','-9'
'299043970144','2','2'
'299046830123','2','-9'
'299046870246','2','2'
'299047770149','-6','-9'
'299048900246','2','-9'
'299048930113','-6','-9'
'299052920147','-6','-9'
'299065840643','2','-9'
'299065970448','2','-9'
'299067750145','-6','-9'
'299067910442','2','-9'
'299069748088','2','-9'
'299072810443','-6','-9'
'299072838084','-6','-9'
'299073860449','-6','-9'
'299074730244','-6','-9'
'299075930123','2','-9'
'299089898181','-6','-9'
'299089970147','-6','-9'
'299092830113','-6','-9'
'299092860248','-6','-9'
'299092930123','2','-9'
'299094830123','1','-9'
'299096790149','2','-9'
'299096790446','-6','-9'
'299102970346','-6','-9'
'299105780140','-6','-9'
'299105940140','2','-9'
'299106930113','2','-9'
'299107860349','-6','-9'
'299107868086','2','-9'
'299108590149','-6','-9'
'299117870147','2','-9'
'299117870444','2','2'
'299120920348','-6','-9'
'299124950246','-6','-9'
'299135966088','-6','-9'
'299136890148','-6','-9'
'299142730123','2','-9'
'299142830113','-6','-9'
'299147788582','-6','-9'
'299150890242','-6','-9'
'299150970945','1','-9'
'299158600144','-6','-9'
'299164998085','-6','-9'
'299164998382','2','-9'
'299167930123','2','-9'
'299168760442','1','-9'
'299168830113','2','-9'
'299173810145','-6','-9'
'299173830113','-6','-9'
'299174810141','1','-9'
'299178900147','-6','-9'
'299180830149','-6','-9'
'299182928180','-6','-9'
'299186980343','2','-9'
'299192740346','-6','-9'
'299192900346','1','-9'
'299192908083','1','-9'
'299196930247','-6','-9'
'299197638088','1','-9'
'299199950248','-6','-9'
'299200860146','2','-9'
'299201960142','-6','-9'
'299202960246','-6','-9'
'299203880341','2','-9'
'299207820349','-6','-9'
'299219960441','-6','-9'
'299224900345','-6','-9'
'299225958186','-6','-9'
'299228660345','-6','-9'
'299228810148','-6','-9'
'299236920648','1','-9'
'299236920945','2','-9'
'299238930123','2','-9'
'299238930445','-6','-9'
'299240990244','2','-9'
'299243990540','-6','-9'
'299245770148','-6','-9'
'299245930148','2','-9'
'299245930445','2','-9'
'299246830113','2','-9'
'299248930148','-6','-9'
'299250830140','-6','-9'
'299250830249','-6','-9'
'299253930123','2','-9'
'299253930247','2','-9'
'299258860341','2','-9'
'299260940144','1','-9'
'299261330123','2','-9'
'299266960340','-6','-9'
'299268930123','2','-9'
'299276750440','2','-9'
'299277750345','-6','-9'
'299279910748','-6','-9'
'299281780240','-6','-9'
'299281780349','2','-9'
'299285830123','1','-9'
'299285930113','2','-9'
'299287900242','-6','-9'
'299287908088','1','-9'
'299287970540','-6','-9'
'299291880143','-6','-9'
'299291880440','-6','-9'
'299291960143','2','-9'
'299293910241','1','-9'
'299294830123','1','-9'
'299298930113','1','-9'
'299299898483','2','-9'
'299302730123','2','-9'
'299302830123','1','-9'
'299303930123','2','-9'
'299304778984','-6','-9'
'299305900145','-6','-9'
'299305990343','1','-9'
'299306980243','-6','-9'
'299308870441','-6','-9'
'299308950441','-6','-9'
'299314910343','2','-9'
'299319430123','2','-9'
'299319808683','-6','-9'
'299320910340','-6','-9'
'299324930123','2','-9'
'299325968685','-6','-9'
'299326760344','-6','-9'
'299334848081','-6','-9'
'299335770145','-6','-9'
'299335930145','2','-9'
'299336710342','2','-9'
'299336898782','-6','-9'
'299336970549','-6','-9'
'299336970846','1','-9'
'299338760346','-6','-9'
'299341910346','1','-9'
'299341918083','2','-9'
'299343930346','1','-9'
'299343980248','-6','-9'
'299344760242','-6','-9'
'299346740445','-6','-9'
'299346900148','1','-9'
'299346900445','1','-9'
'299346908182','1','-9'
'299347910142','-6','-9'
'299348910148','2','2'
'299348910445','2','-9'
'299351710243','-6','-9'
'299354608782','2','-9'
'299354779088','-6','-9'
'299362880148','-6','-9'
'299363720242','-6','-9'
'299363940447','-6','-9'
'299365830123','2','-9'
'299367810442','-6','-9'
'299369910247','2','-9'
'299373920344','-6','-9'
'299373990148','2','-9'
'299373990445','1','-9'
'299381828788','-6','-9'
'299383930123','2','-9'
'299383980240','2','-9'
'299383980349','2','-9'
'299386790443','-6','-9'
'299388869788','-6','-9'
'299389830123','2','-9'
'299390870445','-6','-9'
'299398710144','2','-9'
'299398710441','-6','-9'
'299404760144','-6','-9'
'299404760441','-6','-9'
'299404920144','-6','-9'
'299407980242','2','-9'
'299408900247','1','-9'
'299409870543','2','-9'
'299409950246','2','-9'
'299410230123','1','-9'
'299410430123','1','-9'
'299410830940','1','-9'
'299410910346','2','-9'
'299413858282','-6','-9'
'299414900245','-6','-9'
'299417980448','2','-9'
'299419790347','2','-9'
'299419870347','-6','-9'
'299423890645','1','-9'
'299423898788','1','-9'
'299423900344','2','-9'
'299425530123','2','-9'
'299426920447','-6','-9'
'299426928481','-6','-9'
'299429720342','-6','-9'
'299433830123','2','-9'
'299433940446','-6','-9'
'299435898087','-6','-9'
'299439930149','-6','-9'
'299439930248','2','-9'
'299439930545','1','-9'
'299442960245','-6','-9'
'299443740341','-6','-9'
'299444910540','-6','-9'
'299444910649','2','-9'
'299444910946','2','-9'
'299447730123','2','-9'
'299447830123','2','-9'
'299452910244','-6','-9'
'299453950340','-6','-9'
'299453950449','-6','-9'
'299456970448','-6','-9'
'299458930145','1','2'
'299458930442','2','-9'
'299458948284','-6','-9'
'299467920146','-6','-9'
'299472950347','-6','-9'
'299473938580','1','-9'
'299481990149','-6','-9'
'299481998183','-6','-9'
'299482830123','2','-9'
'299482958082','-6','-9'
'299485930241','-6','-9'
'299489810240','1','-9'
'299489810349','2','-9'
'299491890146','-6','-9'
'299497830544','1','-9'
'299497830841','1','-9'
'299497910247','2','-9'
'299499900442','-6','-9'
'299504820147','-6','-9'
'299504820444','-6','-9'
'299504930113','-6','-9'
'299507970442','-6','-9'
'299510950741','-6','-9'
'299518920449','-6','-9'
'299518928186','2','-9'
'299521820346','-6','-9'
'299521900346','-6','-9'
'299525940342','-6','-9'
'299527980244','2','-9'
'299527980541','2','-9'
'299530950446','-6','-9'
'299539870243','-6','-9'
'299539970148','1','-9'
'299539970445','1','-9'
'299548708287','-6','-9'
'299548930242','-6','-9'
'299551870345','2','-9'
'299551950345','2','-9'
'299555870246','2','-9'
'299559870146','-6','-9'
'299560638080','-6','-9'
'299560880443','-6','-9'
'299561650345','-6','-9'
'299561800445','-6','-9'
'299563970247','1','-9'
'299568960241','-6','-9'
