control,ownhere,JWNHER
'277589300141','-6','-9'
'277638630144','2','-9'
'277778570148','1','-9'
'277788940143','2','-9'
'277846100145','2','2'
'277846360145','1','-9'
'277846510145','2','2'
'277873960142','2','-9'
'277903330148','-6','-9'
'277941940140','-6','-9'
'277954980149','2','-9'
'277963140146','-6','-9'
'277963300146','1','-9'
'278005360141','2','-9'
'278005510141','1','-9'
'278037390146','-6','-9'
'278045710145','-6','-9'
'278045970145','-6','-9'
'278053110140','2','-9'
'278086560147','1','2'
'278129900146','1','-9'
'278185440147','2','-9'
'278185850147','2','-9'
'278238170646','2','-9'
'278281730142','1','-9'
'278281990142','1','-9'
'278319780143','2','-9'
'278319940143','2','-9'
'278358700147','2','-9'
'278358960147','1','-9'
'278379770141','2','-9'
'278384910146','-6','-9'
'278389090140','-6','-9'
'278452600146','2','2'
'278500180145','1','-9'
'278500670145','2','-9'
'278502100149','-6','-9'
'278502330133','1','-9'
'278502510149','-6','-9'
'278502630133','2','2'
'278502920140','-6','-9'
'278515760142','2','-9'
'278515920142','2','2'
'278558720142','2','-9'
'278558980142','2','-9'
'278583430133','-6','-9'
'278583830133','2','-9'
'278594040145','2','-9'
'278622990149','2','-9'
'278778180145','2','-9'
'278778340145','1','2'
'278880720147','2','-9'
'278880980147','2','-9'
'278941300146','2','-9'
'279015980147','2','-9'
'279045990142','2','-9'
'279086170144','2','-9'
'279086580144','2','-9'
'279086730244','2','2'
'279141110148','2','2'
'279141370148','2','-9'
'279141520148','2','-9'
'279141930248','1','-9'
'279150210148','1','-9'
'279150620148','-6','-9'
'279185790144','2','-9'
'279196750144','1','-9'
'279206180143','2','-9'
'279206590143','1','-9'
'279281190148','2','-9'
'279319140149','-6','-9'
'279379130147','2','-9'
'279379390147','2','-9'
'279379540147','2','-9'
'279379620147','2','2'
'279389900149','2','-9'
'279452540143','1','-9'
'279494940147','-6','-9'
'279502630133','-6','-9'
'279515120148','-6','-9'
'279515380148','2','-9'
'279515530148','2','-9'
'279558590148','2','-9'
'279583330133','2','-9'
'279583430133','-6','-9'
'279583830133','2','-9'
'279583930133','-6','-9'
'279596330133','2','-9'
'279596630133','-6','-9'
'279596930133','2','-9'
'279622750146','-6','-9'
'279670710144','-6','-9'
'279751730145','2','-9'
'279822030141','1','-9'
'279873180145','2','-9'
'279873740245','-6','-9'
'279880180341','2','-9'
'279880740144','2','2'
'279903370142','-6','-9'
'279941320143','2','-9'
'279941570143','2','-9'
'279954430143','2','-9'
'279963180140','-6','-9'
'280053480143','2','-9'
'280053890143','2','-9'
'280185230247','1','-9'
'280194100148','1','-9'
'280194360148','-6','-9'
'280194510148','2','-9'
'280206760149','2','-9'
'280238110143','1','2'
'280238520143','2','-9'
'280242360148','2','-9'
'280248110148','-6','-9'
'280261110143','1','2'
'280261370143','-6','-9'
'280269760149','1','-9'
'280321770149','-6','-9'
'280336230143','-6','-9'
'280383120147','-6','-9'
'280383380147','2','-9'
'280383530147','2','-9'
'280389280143','2','-9'
'280389690143','2','-9'
'280410750149','-6','-9'
'280452230346','1','-9'
'280452480149','1','-9'
'280500450148','2','2'
'280500860148','2','-9'
'280502130133','-6','-9'
'280594230445','1','-9'
'280594560148','1','-9'
'280596230133','2','-9'
'280641180148','2','-9'
'280641590148','-6','-9'
'280687550143','-6','-9'
'280730770144','1','-9'
'280733190146','-6','-9'
'280733350146','2','-9'
'280733500146','2','-9'
'280749710140','2','-9'
'280778940148','1','-9'
'280818100145','2','-9'
'280822200147','2','-9'
'280828100140','2','-9'
'280848930141','2','-9'
'280890750147','2','-9'
'280890910147','2','-9'
'280963760146','2','-9'
'280963920146','2','-9'
'280987230142','2','2'
'280987640142','2','-9'
'281005980141','2','-9'
'281015360247','1','-9'
'281053660149','2','2'
'281053810140','1','-9'
'281086770147','-6','-9'
'281185000144','1','-9'
'281194120145','2','-9'
'281194380145','2','-9'
'281206780146','2','2'
'281238540140','-6','-9'
'281242120145','2','-9'
'281242380145','2','-9'
'281242940245','2','-9'
'281258700141','2','-9'
'281258960141','2','-9'
'281267380244','2','-9'
'281273950141','1','-9'
'281336000149','2','-9'
'281336170140','1','-9'
'281336330140','2','-9'
'281336580140','2','-9'
'281336810240','2','-9'
'281357730141','2','-9'
'281357810141','2','-9'
'281389050149','2','-9'
'281389530140','2','-9'
'281452730146','1','-9'
'281500470145','2','-9'
'281502130133','2','-9'
'281502930133','2','-9'
'281572310140','2','-9'
'281579190145','-6','-9'
'281583140140','-6','-9'
'281583300140','2','-9'
'281583630133','2','-9'
'281583730133','2','-9'
'281594250145','2','-9'
'281596130133','-6','-9'
'281638450141','2','2'
'281641100145','-6','-9'
'281687570140','2','-9'
'281687980240','2','-9'
'281687980349','2','-9'
'281730790141','2','-9'
'281733370143','2','-9'
'281733520143','-6','-9'
'281788760149','-6','-9'
'281818380142','1','-9'
'281850960146','2','-9'
'281873780148','1','-9'
'281890770144','2','-9'
'282005340147','2','-9'
'282053680146','2','2'
'282125290142','-6','-9'
'282125600142','-6','-9'
'282150830148','1','-9'
'282206550340','2','-9'
'282206700143','1','-9'
'282242300142','1','-9'
'282258320147','2','-9'
'282273310147','1','-9'
'282273560147','2','-9'
'282321970143','-6','-9'
'282336020146','2','-9'
'282346040141','2','-9'
'282356730148','2','-9'
'282357350147','2','-9'
'282408850143','2','-9'
'282410790143','1','-9'
'282410950143','1','-9'
'282437160142','2','-9'
'282437570142','2','-9'
'282452830143','2','-9'
'282502230133','2','-9'
'282502530133','-6','-9'
'282502930133','1','-9'
'282512000249','2','-9'
'282515900148','2','-9'
'282517540142','-6','-9'
'282532000348','1','2'
'282532400142','2','-9'
'282548710148','-6','-9'
'282589550144','-6','-9'
'282593570145','2','2'
'282594190142','2','-9'
'282594680142','-6','-9'
'282596830133','2','-9'
'282596930133','2','-9'
'282597170147','2','-9'
'282597330147','-6','-9'
'282657190242','2','-9'
'282733130140','1','-9'
'282746370142','2','-9'
'282746520142','2','-9'
'282749350143','1','-9'
'282749500143','2','-9'
'282788940146','1','-9'
'282806300145','2','2'
'282806550145','2','-9'
'282809400241','2','-9'
'282809760142','2','-9'
'282822320141','2','-9'
'282850720143','1','-9'
'282880550241','1','-9'
'282890790141','-6','-9'
'282895750144','2','-9'
'282895910144','2','-9'
'282926340145','-6','-9'
'282941940143','-6','-9'
'282963300149','2','-9'
'282963960140','2','-9'
'283005360144','2','-9'
'283045710148','-6','-9'
'283052850146','1','-9'
'283053600143','2','-9'
'283086970141','-6','-9'
'283103930149','2','-9'
'283141750145','-6','-9'
'283150440145','1','-9'
'283169770149','-6','-9'
'283200140142','2','-9'
'283200300142','2','-9'
'283200550142','1','-9'
'283206160149','2','-9'
'283206330133','2','-9'
'283206570149','-6','-9'
'283206730133','2','-9'
'283206980140','1','-9'
'283258180144','2','-9'
'283258590144','2','-9'
'283282540147','2','-9'
'283294720143','2','-9'
'283356750145','-6','-9'
'283357600144','1','-9'
'283379850144','2','-9'
'283408460140','2','-9'
'283408870140','2','-9'
'283410310149','-6','-9'
'283410970140','-6','-9'
'283443600145','1','-9'
'283452600149','1','-9'
'283468870140','-6','-9'
'283493720147','2','-9'
'283500340148','2','-9'
'283502630133','1','-9'
'283512120247','2','-9'
'283512830149','-6','-9'
'283515760145','2','-9'
'283583530133','2','-9'
'283583930133','2','-9'
'283589160141','-6','-9'
'283589320141','2','-9'
'283591630145','2','-9'
'283593180142','-6','-9'
'283594040148','1','-9'
'283596330133','2','-9'
'283596930133','2','-9'
'283597190144','2','-9'
'283597350144','2','-9'
'283597500144','2','-9'
'283649070144','-6','-9'
'283730170144','-6','-9'
'283746060148','2','-9'
'283749110140','2','-9'
'283791970143','2','-9'
'283806160142','2','-9'
'283806320142','1','-9'
'283806570142','2','-9'
'283848330141','2','-9'
'283848580141','2','-9'
'283873720142','2','-9'
'283873980142','2','-9'
'283895770141','1','-9'
'283910780149','1','-9'
'283910940149','1','-9'
'283925910244','2','-9'
'283939730142','2','-9'
'283939990142','1','-9'
'283941140149','2','-9'
'283944900143','2','-9'
'283954900149','2','2'
'283963570146','-6','-9'
'283987040142','1','-9'
'284005120141','2','-9'
'284005380141','1','-9'
'284037150146','2','-9'
'284037310146','2','-9'
'284045990145','2','-9'
'284053210140','2','-9'
'284053460240','1','-9'
'284053870240','2','-9'
'284067480147','2','-9'
'284067890147','2','-9'
'284086170147','2','-9'
'284086580147','1','-9'
'284103950146','2','-9'
'284121130145','2','-9'
'284125230245','1','2'
'284185460147','1','-9'
'284185790147','1','-9'
'284196750147','2','-9'
'284206030133','1','-9'
'284206180146','2','-9'
'284281750142','-6','-9'
'284282560144','2','-9'
'284282970244','2','-9'
'284294340149','2','-9'
'284294740140','2','-9'
'284294900140','1','-9'
'284319960143','-6','-9'
'284321500146','1','-9'
'284336330133','1','-9'
'284336830133','-6','-9'
'284346480147','2','-9'
'284356770142','1','-9'
'284358720147','2','-9'
'284379460141','2','-9'
'284379870141','2','-9'
'284408150146','2','-9'
'284408310146','2','-9'
'284408640146','2','-9'
'284423540148','2','-9'
'284452540146','2','2'
'284500360145','1','-9'
'284502730133','1','-9'
'284502830133','1','-9'
'284512850146','2','-9'
'284532290145','2','-9'
'284558900142','2','-9'
'284591650142','2','-9'
'284596830133','2','-9'
'284597110141','2','-9'
'284597520141','-6','-9'
'284622750149','2','-9'
'284641570245','1','-9'
'284649090141','2','2'
'284671130145','1','-9'
'284671390145','2','-9'
'284671540145','2','-9'
'284746080145','2','-9'
'284751730148','2','-9'
'284751990148','-6','-9'
'284788160149','1','-9'
'284791330149','2','-9'
'284791730140','2','-9'
'284791730249','2','-9'
'284795560142','2','-9'
'284796710143','1','-9'
'284809140145','-6','-9'
'284809550145','-6','-9'
'284873180148','2','2'
'284873340148','2','-9'
'284873590148','2','-9'
'284890330144','-6','-9'
'284927790149','2','-9'
'284927950149','-6','-9'
'284932710145','2','-9'
'284939350148','2','-9'
'284941160146','-6','-9'
'284941570146','2','-9'
'284944510149','1','-9'
'284997590141','2','-9'
'285003320141','2','-9'
'285050330144','2','-9'
'285052800149','1','2'
'285067010141','1','-9'
'285086760144','2','-9'
'285089160141','1','-9'
'285125260142','2','2'
'285168930146','2','-9'
'285194370142','1','-9'
'285194520142','1','-9'
'285206430133','1','-9'
'285206530133','2','-9'
'285229790145','1','-9'
'285248380142','2','-9'
'285248530142','2','2'
'285269770143','-6','-9'
'285282740141','2','-9'
'285282900141','2','-9'
'285294770146','-6','-9'
'285294930146','-6','-9'
'285302730149','-6','-9'
'285303710145','2','-9'
'285303970145','2','-9'
'285319730149','2','-9'
'285349730145','1','-9'
'285379490147','1','-9'
'285391100145','2','-9'
'285391360145','2','-9'
'285401130144','2','-9'
'285401540144','2','-9'
'285408410143','2','-9'
'285410760143','2','-9'
'285410920143','2','-9'
'285423980145','2','-9'
'285433350148','2','-9'
'285437540142','2','-9'
'285452490143','-6','-9'
'285468410143','2','-9'
'285468820143','2','-9'
'285477590140','2','-9'
'285482360143','2','-9'
'285483110141','1','-9'
'285515150345','-6','-9'
'285517510142','1','-9'
'285530980148','2','-9'
'285532470142','2','-9'
'285553770149','2','-9'
'285553930149','2','2'
'285558850148','2','-9'
'285579340142','-6','-9'
'285583730133','2','-9'
'285583930133','2','-9'
'285589110144','-6','-9'
'285589330148','1','-9'
'285593390145','-6','-9'
'285593540145','1','-9'
'285596430133','2','-9'
'285596730133','2','-9'
'285597300147','-6','-9'
'285600750149','2','-9'
'285641190142','1','-9'
'285641500142','2','-9'
'285674320147','2','2'
'285694340145','2','-9'
'285698320144','1','-9'
'285721950142','-6','-9'
'285730120147','-6','-9'
'285733100140','1','2'
'285733360140','2','-9'
'285746260142','2','-9'
'285749160143','1','-9'
'285749320143','1','2'
'285749570143','-6','-9'
'285794100244','2','-9'
'285795340148','1','2'
'285806110145','1','-9'
'285809220141','2','2'
'285809630141','2','-9'
'285822210141','2','-9'
'285848530144','-6','-9'
'285850950143','1','-9'
'285860090147','-6','-9'
'285890920141','-6','-9'
'285914990142','2','-9'
'285925300147','-6','-9'
'285926210147','1','-9'
'285944790146','2','-9'
'285944950146','-6','-9'
'285946770142','-6','-9'
'285954060140','1','2'
'285961970149','-6','-9'
'285976350247','2','-9'
'285987090145','2','-9'
'286037920140','-6','-9'
'286044360145','-6','-9'
'286044510145','2','2'
'286050350141','2','-9'
'286050500141','-6','-9'
'286052820146','1','-9'
'286053590143','2','-9'
'286086940141','-6','-9'
'286129970149','-6','-9'
'286144760146','2','-9'
'286168950143','2','-9'
'286169740149','1','-9'
'286192540142','2','-9'
'286204970149','1','-9'
'286206790140','-6','-9'
'286206830133','1','-9'
'286220380144','-6','-9'
'286229970142','-6','-9'
'286243760146','2','-9'
'286243920146','1','-9'
'286261740141','2','-9'
'286261900141','2','-9'
'286276250247','-6','-9'
'286282100147','2','-9'
'286295990146','-6','-9'
'286302910146','1','-9'
'286303730142','-6','-9'
'286319750146','-6','-9'
'286321700140','-6','-9'
'286321960140','-6','-9'
'286356980145','2','2'
'286379410144','1','2'
'286391120142','2','-9'
'286391380142','-6','-9'
'286391530142','2','-9'
'286401150141','1','-9'
'286408280149','2','-9'
'286408430140','2','-9'
'286408690149','2','-9'
'286410120149','1','-9'
'286410380149','1','-9'
'286423740142','-6','-9'
'286433110145','2','-9'
'286434780145','-6','-9'
'286443670145','2','-9'
'286468280149','2','-9'
'286468430140','-6','-9'
'286473720145','2','-9'
'286473980145','2','-9'
'286489730133','1','-9'
'286502130133','-6','-9'
'286502630133','1','-9'
'286504780140','1','-9'
'286530740145','-6','-9'
'286532170141','2','-9'
'286548700145','1','2'
'286553950146','2','-9'
'286583030133','2','-9'
'286583330133','2','-9'
'286583730133','2','-9'
'286593150142','1','-9'
'286593310142','1','-9'
'286596030133','2','-9'
'286596630133','2','-9'
'286597320144','-6','-9'
'286638620144','1','-9'
'286653720141','-6','-9'
'286662520142','2','-9'
'286671180148','-6','-9'
'286671590148','-6','-9'
'286674180144','-6','-9'
'286694100142','2','-9'
'286694510142','1','-9'
'286698180141','-6','-9'
'286698340141','-6','-9'
'286710180140','1','-9'
'286710340140','2','-9'
'286710590140','2','-9'
'286710900240','2','-9'
'286749340140','-6','-9'
'286763160149','1','2'
'286763320149','2','-9'
'286763570149','2','-9'
'286795100145','2','-9'
'286795360145','2','-9'
'286809090147','1','-9'
'286809500148','2','-9'
'286839770143','-6','-9'
'286839930143','2','-9'
'286846350145','1','-9'
'286848550141','-6','-9'
'286850150149','2','-9'
'286850310149','2','-9'
'286850560149','2','2'
'286853930146','-6','-9'
'286854980142','-6','-9'
'286860010144','-6','-9'
'286873950142','-6','-9'
'286879440442','1','-9'
'286888510143','2','-9'
'286890120147','2','-9'
'286895740141','2','-9'
'286895900141','2','-9'
'286910750149','1','-9'
'286914350148','2','-9'
'286914500148','2','-9'
'286922040143','2','-9'
'286922440343','1','-9'
'286926310144','2','-9'
'286932920148','-6','-9'
'286941520149','1','-9'
'286946390148','2','-9'
'286946540148','2','-9'
'286961730146','2','-9'
'286963130146','-6','-9'
'286997540144','2','2'
'287002460147','1','-9'
'287011060145','2','-9'
'287029950143','1','-9'
'287032980141','-6','-9'
'287044530142','-6','-9'
'287053280140','2','-9'
'287053690140','2','-9'
'287081960147','2','-9'
'287092810148','2','-9'
'287103760146','2','-9'
'287107330149','-6','-9'
'287107580149','2','-9'
'287107730140','-6','-9'
'287121100145','2','-9'
'287121110144','1','-9'
'287121360145','-6','-9'
'287121370144','-6','-9'
'287121510145','2','2'
'287136540144','2','-9'
'287144940143','2','-9'
'287167990149','-6','-9'
'287168150149','2','-9'
'287168310149','2','-9'
'287169760146','1','-9'
'287169920146','2','-9'
'287185690344','1','-9'
'287196770143','2','-9'
'287196930143','2','-9'
'287206030133','1','-9'
'287206330133','2','-9'
'287206830133','1','-9'
'287218320143','1','-9'
'287218570143','1','-9'
'287220550141','1','-9'
'287223700141','1','-9'
'287226970146','2','-9'
'287229580148','2','-9'
'287243940143','-6','-9'
'287253600146','2','-9'
'287261510147','1','-9'
'287273160143','-6','-9'
'287281720142','-6','-9'
'287281980144','2','2'
'287284540143','-6','-9'
'287294710140','-6','-9'
'287297510149','2','-9'
'287303350148','-6','-9'
'287303950143','1','-9'
'287309740148','2','-9'
'287309900148','-6','-9'
'287321190142','2','-9'
'287321350142','1','-9'
'287321570146','-6','-9'
'287333220144','1','-9'
'287333630144','2','-9'
'287346450147','2','-9'
'287349110148','2','-9'
'287349370148','1','-9'
'287349520148','1','-9'
'287365630143','2','-9'
'287374470145','1','-9'
'287374880145','2','-9'
'287376790145','1','-9'
'287379430141','2','-9'
'287389080140','2','-9'
'287404550146','2','2'
'287408200146','2','-9'
'287408530146','2','-9'
'287410550146','-6','-9'
'287416340147','2','-9'
'287425590246','-6','-9'
'287430400147','1','-9'
'287430810147','2','-9'
'287434960142','-6','-9'
'287443280142','2','-9'
'287468610146','-6','-9'
'287472920145','1','-9'
'287474940146','1','-9'
'287489380149','-6','-9'
'287489930133','-6','-9'
'287500580145','1','-9'
'287502630133','1','-9'
'287502730133','-6','-9'
'287504140146','2','-9'
'287504300146','2','-9'
'287510900142','2','-9'
'287515750142','2','-9'
'287515910142','-6','-9'
'287542550148','1','-9'
'287546770143','2','-9'
'287546930143','2','-9'
'287560900142','2','-9'
'287574700149','2','-9'
'287589110142','1','2'
'287591130142','1','-9'
'287596230133','2','-9'
'287596830133','2','2'
'287600790143','2','-9'
'287600950143','2','-9'
'287603340141','-6','-9'
'287629720144','1','2'
'287650500148','2','-9'
'287653180147','1','-9'
'287653590147','-6','-9'
'287656900148','2','-9'
'287664910149','2','2'
'287671360145','2','-9'
'287674100141','1','-9'
'287681270145','2','-9'
'287730160141','-6','-9'
'287730920148','2','2'
'287772760145','2','-9'
'287775530142','-6','-9'
'287788130149','-6','-9'
'287809010144','-6','-9'
'287809520145','1','-9'
'287809910149','2','-9'
'287827990149','2','-9'
'287839540149','1','-9'
'287839790140','1','-9'
'287839950140','2','-9'
'287845190142','1','-9'
'287845500142','1','-9'
'287845750242','2','-9'
'287846370142','-6','-9'
'287853950143','2','-9'
'287854180148','2','-9'
'287878620146','2','-9'
'287879460142','2','-9'
'287888530140','2','-9'
'287889730142','2','-9'
'287890300144','-6','-9'
'287898470144','1','2'
'287898880144','-6','-9'
'287914370145','1','2'
'287922060140','2','-9'
'287925340141','2','-9'
'287926170141','1','-9'
'287926330141','2','-9'
'287944730140','-6','-9'
'287946310145','-6','-9'
'287951780141','2','-9'
'287997310141','-6','-9'
'288007580148','1','-9'
'288013130140','-6','-9'
'288013390140','-6','-9'
'288015310344','-6','-9'
'288027970146','-6','-9'
'288028520140','2','-9'
'288028520249','2','-9'
'288029310149','-6','-9'
'288031960145','2','-9'
'288033920143','2','-9'
'288037300143','-6','-9'
'288040700140','2','-9'
'288042750143','1','-9'
'288042910143','-6','-9'
'288049780140','-6','-9'
'288049940140','1','-9'
'288053050146','2','2'
'288067470144','2','-9'
'288091370347','2','-9'
'288092940144','2','-9'
'288102190144','2','-9'
'288102350144','2','2'
'288102710145','2','-9'
'288103730144','2','-9'
'288107190146','2','-9'
'288107500146','-6','-9'
'288107560148','1','-9'
'288112940147','-6','-9'
'288115740148','1','-9'
'288118160146','2','-9'
'288118320146','2','-9'
'288119540149','-6','-9'
'288127960140','1','-9'
'288130710144','-6','-9'
'288136310141','-6','-9'
'288138110149','2','-9'
'288138930140','-6','-9'
'288144140149','-6','-9'
'288144960140','-6','-9'
'288162330147','1','-9'
'288162960145','-6','-9'
'288167750146','2','-9'
'288168170146','-6','-9'
'288173270143','-6','-9'
'288181550149','1','-9'
'288181700140','2','-9'
'288181960140','-6','-9'
'288185860144','1','-9'
'288188100142','2','-9'
'288188510142','2','-9'
'288190990141','2','-9'
'288196950140','2','-9'
'288202510147','2','-9'
'288204750143','1','-9'
'288204910143','2','-9'
'288206130133','-6','-9'
'288207770147','1','-9'
'288216160143','-6','-9'
'288223320147','1','-9'
'288223570147','1','2'
'288226430141','2','-9'
'288239880149','1','2'
'288239980148','1','-9'
'288240760146','1','-9'
'288240920146','2','-9'
'288243140149','-6','-9'
'288243550149','1','-9'
'288243560142','2','2'
'288246930146','2','-9'
'288246950142','-6','-9'
'288247780140','1','-9'
'288251020142','-6','-9'
'288253620143','2','-9'
'288260570142','2','-9'
'288261120144','2','-9'
'288261120441','2','-9'
'288273180140','1','-9'
'288273180249','1','-9'
'288273340247','2','-9'
'288273590140','-6','-9'
'288276760148','1','-9'
'288281590148','-6','-9'
'288289500147','2','-9'
'288291930149','2','-9'
'288293720149','2','-9'
'288294330146','-6','-9'
'288295370149','1','-9'
'288295520149','2','-9'
'288295770140','1','-9'
'288297120146','-6','-9'
'288303150149','2','-9'
'288306390149','2','-9'
'288306790140','-6','-9'
'288313280140','-6','-9'
'288313430240','2','-9'
'288315580143','-6','-9'
'288319130149','-6','-9'
'288319390149','-6','-9'
'288328120141','2','-9'
'288328380141','2','2'
'288335710147','1','-9'
'288336030133','2','-9'
'288336630123','1','-9'
'288338750142','1','2'
'288343950145','2','-9'
'288346470144','2','-9'
'288346880144','2','-9'
'288348990144','2','2'
'288349130145','1','2'
'288358560341','-6','-9'
'288369990243','2','-9'
'288374800142','-6','-9'
'288375730148','2','-9'
'288376970142','1','-9'
'288379200147','2','-9'
'288379380147','2','-9'
'288380160149','-6','-9'
'288387490147','2','-9'
'288404320143','2','-9'
'288407760144','1','-9'
'288410570143','-6','-9'
'288421750145','2','-9'
'288440530149','1','-9'
'288440780140','2','-9'
'288440940140','2','-9'
'288447800147','1','-9'
'288447900148','2','-9'
'288449740148','2','-9'
'288452530143','-6','-9'
'288458180348','1','-9'
'288460720149','2','-9'
'288468630143','1','-9'
'288471370248','2','-9'
'288472780142','2','-9'
'288474700143','-6','-9'
'288474960143','2','-9'
'288477710147','2','2'
'288477970147','2','-9'
'288485590147','2','-9'
'288497710149','1','-9'
'288497720144','-6','-9'
'288497980144','-6','-9'
'288499750149','2','-9'
'288502370146','-6','-9'
'288502430133','2','-9'
'288503760146','1','-9'
'288504320143','-6','-9'
'288504570143','2','-9'
'288508540147','2','-9'
'288510100148','-6','-9'
'288521150143','1','-9'
'288521310143','2','-9'
'288521560143','-6','-9'
'288524930141','2','-9'
'288530120148','-6','-9'
'288536750147','-6','-9'
'288542160145','-6','-9'
'288543520146','-6','-9'
'288546390149','-6','-9'
'288546720147','2','-9'
'288546950140','2','-9'
'288553170149','-6','-9'
'288553990140','-6','-9'
'288560360148','2','-9'
'288563780144','2','-9'
'288563940144','2','-9'
'288574980146','2','-9'
'288577540143','2','2'
'288583430133','2','-9'
'288583930133','1','-9'
'288596130133','2','-9'
'288600150149','2','-9'
'288600560149','2','-9'
'288606760140','2','-9'
'288606910142','2','-9'
'288618590145','2','-9'
'288619710143','1','-9'
'288622900146','-6','-9'
'288627990142','2','-9'
'288638000147','-6','-9'
'288638510145','-6','-9'
'288642950146','-6','-9'
'288650110145','-6','-9'
'288653510144','-6','-9'
'288654310146','1','-9'
'288654700142','2','-9'
'288654960142','-6','-9'
'288656920145','-6','-9'
'288661520240','2','-9'
'288661520349','-6','-9'
'288662150245','1','2'
'288669760149','2','-9'
'288673990143','-6','-9'
'288683590147','2','-9'
'288684740142','2','-9'
'288684900142','2','-9'
'288687770149','2','2'
'288698530244','-6','-9'
'288710120243','1','-9'
'288712950142','-6','-9'
'288713740146','2','-9'
'288714910146','2','-9'
'288716190147','2','-9'
'288719960141','1','-9'
'288721190142','-6','-9'
'288721350142','-6','-9'
'288730120342','2','-9'
'288730780145','1','-9'
'288733720144','2','2'
'288733980144','1','-9'
'288746630242','-6','-9'
'288763510143','1','-9'
'288767500149','-6','-9'
'288772940142','-6','-9'
'288773920142','2','-9'
'288792150344','2','-9'
'288799420140','2','-9'
'288799830140','2','2'
'288803540141','2','2'
'288804350140','-6','-9'
'288805650146','-6','-9'
'288813590145','2','-9'
'288816550141','1','-9'
'288824300140','2','-9'
'288824590242','-6','-9'
'288826760148','2','-9'
'288826920148','1','-9'
'288837990240','2','-9'
'288839150146','2','-9'
'288839310146','-6','-9'
'288846790144','-6','-9'
'288848700140','-6','-9'
'288848960140','-6','-9'
'288853150149','2','-9'
'288853310149','1','-9'
'288853560149','-6','-9'
'288853710140','-6','-9'
'288855980143','1','-9'
'288863760144','2','-9'
'288871360148','-6','-9'
'288871510148','2','-9'
'288873330145','-6','-9'
'288879230148','2','-9'
'288880990144','1','-9'
'288882160143','2','-9'
'288883590141','1','-9'
'288898940148','1','-9'
'288901730149','1','-9'
'288906790245','-6','-9'
'288907930144','1','-9'
'288910350142','-6','-9'
'288910500142','-6','-9'
'288914540142','-6','-9'
'288922890149','2','-9'
'288924790143','2','-9'
'288926190841','1','-9'
'288932960142','-6','-9'
'288933110143','-6','-9'
'288933370143','1','-9'
'288938950143','2','-9'
'288941150143','-6','-9'
'288944350146','-6','-9'
'288944520142','2','-9'
'288946170142','2','-9'
'288948520145','2','-9'
'288950720143','2','-9'
'288952900144','1','-9'
'288954910143','2','-9'
'288962170148','2','-9'
'288962690149','1','-9'
'288963170140','-6','-9'
'288969960141','-6','-9'
'288994750148','1','-9'
'289009130145','2','-9'
'289015990144','-6','-9'
'289017780244','2','-9'
'289024780141','-6','-9'
'289033120149','2','-9'
'289040160146','-6','-9'
'289041760146','2','-9'
'289043960147','-6','-9'
'289049300146','-6','-9'
'289067490141','-6','-9'
'289075740242','-6','-9'
'289082930148','1','-9'
'289092770142','-6','-9'
'289092930142','-6','-9'
'289094080149','2','2'
'289094230140','2','2'
'289094310140','2','-9'
'289094560140','2','2'
'289104730148','2','-9'
'289105770143','-6','-9'
'289107520143','2','-9'
'289114380142','2','-9'
'289118340143','-6','-9'
'289119150146','-6','-9'
'289120430144','2','-9'
'289122460141','1','-9'
'289123900243','1','-9'
'289124530149','-6','-9'
'289129370149','2','-9'
'289129520149','-6','-9'
'289134180145','2','-9'
'289135300147','-6','-9'
'289141380145','-6','-9'
'289141530145','-6','-9'
'289141980144','-6','-9'
'289143770145','-6','-9'
'289143930145','-6','-9'
'289144160146','-6','-9'
'289144320146','2','2'
'289147110144','-6','-9'
'289151320148','-6','-9'
'289160540245','-6','-9'
'289161580147','2','-9'
'289161660147','2','-9'
'289162190144','-6','-9'
'289162350144','-6','-9'
'289167770143','-6','-9'
'289168350143','-6','-9'
'289169550149','-6','-9'
'289173600140','-6','-9'
'289176720143','-6','-9'
'289177370147','2','2'
'289181160146','-6','-9'
'289184690145','-6','-9'
'289185740148','-6','-9'
'289190820149','-6','-9'
'289195260146','2','-9'
'289201790145','-6','-9'
'289202210149','-6','-9'
'289202460140','2','-9'
'289206130133','-6','-9'
'289206230133','1','2'
'289206410147','2','-9'
'289206530133','-6','-9'
'289206820147','2','-9'
'289207790144','-6','-9'
'289207950144','-6','-9'
'289212700144','2','-9'
'289218110241','1','2'
'289218370241','2','-9'
'289223180144','-6','-9'
'289226610147','-6','-9'
'289226750140','-6','-9'
'289228790140','2','-9'
'289229530149','-6','-9'
'289231360148','2','-9'
'289233540149','1','-9'
'289236720144','1','-9'
'289239800146','-6','-9'
'289246560148','-6','-9'
'289247300146','2','2'
'289250930144','2','2'
'289261140141','1','-9'
'289263760145','1','-9'
'289267750141','-6','-9'
'289267910141','-6','-9'
'289268100140','-6','-9'
'289268570142','-6','-9'
'289283160141','1','-9'
'289283570141','-6','-9'
'289284940347','2','-9'
'289292180148','2','-9'
'289292340148','2','-9'
'289293590144','1','-9'
'289297300143','1','-9'
'289306560146','-6','-9'
'289310170143','-6','-9'
'289315190140','-6','-9'
'289320860147','-6','-9'
'289324970240','2','-9'
'289324970349','2','-9'
'289329130148','-6','-9'
'289335730144','-6','-9'
'289335760148','2','-9'
'289336700146','-6','-9'
'289337750148','2','-9'
