control,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,jovgrp,jxten,jxunit,jxper,jxhead
'188421760145','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'188421920145','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'188434330148','-9',3,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188434330148','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'188439910343','-9',10,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188442940142','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188452390143','-9',-7,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188468310143','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'188474970143','-9',1,'-9','-6','-9','1','-6','1','1',-9,'1','1','1','1','1','1'
'188489630133','-9',1,'-9','-6','-9','1','-6','1','1',-9,'1','1','1','1','1','1'
'188493410141','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188494780147','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188494840149','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188499760149','-9',3,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'188502120146','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188502630133','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188503930146','-9',5,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188506730148','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'188508140146','-9',2,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188510110148','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188510110148','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'188510520148','-9',3,'4','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188521160143','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'188521320143','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'188524940141','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188527960141','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'188530390148','-9',2,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188542330145','-9',3,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188543530146','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188546730147','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188553180149','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188574730146','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188574990146','-9',3,'3','-6','3','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'188577140143','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188584910146','-9',1,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','1'
'188585380244','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188597560146','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188600160149','-9',3,'3','-6','2','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'188600570149','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188616310140','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'188616560140','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188619980144','-9',2,'2','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188642700146','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'188642960146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188650330146','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188653110144','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188656930145','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'188662540141','-9',3,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'188666720149','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'188666980149','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188671390142','-9',3,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'188671390142','-9',2,'3','-6','2','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'188681380142','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'188685120141','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'188686370147','-9',3,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'188700730243','-9',6,'3','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'188700730243','-9',4,'3','-6','3','2','1','2','3',2,'2','-9','-9','-9','-9','-9'
'188712700142','-9',3,'3','-6','2','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'188712700142','-9',-7,'3','-6','4','2','1','2','2',2,'2','-9','-9','-9','-9','-9'
'188713750146','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188714760146','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188716360147','-9',3,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188716510147','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'188719970141','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188721360142','-9',4,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'188721510142','-9',1,'3','-6','3','1','-6','1','3',1,'1','-9','-9','-9','-9','1'
'188730790145','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'188753770149','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188755960143','-9',3,'3','-6','2','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'188763110143','-9',7,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'188763370143','-9',7,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188767690149','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188767840140','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'188778100142','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188778510142','-9',2,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188805580146','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'188809140142','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'188809140142','-9',2,'3','-6','1','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'188809300142','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188816640141','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188826930148','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'188839320146','-9',3,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','1','-9'
'188843940147','-9',2,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'188848310149','-9',4,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'188848970140','-9',3,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'188853980140','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188854110145','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'188871370148','-9',5,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'188873340145','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188879560146','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'188880900144','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188898810141','-9',-7,'-7','-6','-7','-7','-6','2','-7',1,'1','-9','1','-9','-9','-9'
'188901740149','-9',12,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188903370142','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'188907780144','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188909990147','-9',5,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'188910510142','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188910510142','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'188922720149','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188922980149','-9',4,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'188932710142','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'188938700143','-9',6,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188941650143','-9',5,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188961120149','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'188961940140','-9',2,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'188962340148','-9',5,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'188962520149','-9',1,'2','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','1'
'188962770140','-9',2,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'188969710141','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'188973580247','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188974740141','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'188995740148','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189019530147','-9',-8,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189029720145','-9',6,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189029980144','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'189032520144','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','1','-9'
'189041770146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189042530149','-9',3,'3','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189051920147','-9',6,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189058550147','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189059970142','-9',2,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189075500142','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189075680142','-9',6,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'189083900146','-9',4,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'189091960147','-9',2,'3','-6','-8','1','-6','2','-8',1,'1','-9','1','-9','-9','-9'
'189092860142','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'189094240140','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189102740142','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189103760141','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189103920141','-9',1,'3','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'189105780143','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'189107380143','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189107380143','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'189107380143','-9',2,'3','-6','1','1','-6','2','2',3,'3','-9','-9','-9','-9','-9'
'189115930145','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189117980140','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189117980249','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189129380149','-9',1,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189138300146','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189138550146','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189140330140','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189141390145','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'189141990144','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189150230145','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189151580148','-9',3,'4','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189161590147','-9',6,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189161590147','-9',3,'2','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'189168510144','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189169970140','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189169970140','-9',3,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'189170770146','-9',1,'2','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'189173530140','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189176730143','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'189176730143','-9',2,'3','-6','3','1','-6','3','1',2,'2','-9','-9','-9','-9','-9'
'189176990143','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189200780149','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189202130144','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189202300149','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189202550149','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189202700140','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189202960140','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189204380149','-9',3,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'189206330133','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189207910145','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189207910145','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'189207960144','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189216190140','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189216190140','-9',2,'3','-6','3','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'189216190140','-9',-7,'3','-6','3','1','-6','2','1',3,'3','-9','-9','-9','-9','-9'
'189226540147','-9',4,'3','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'189228700140','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'189229390149','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189230730144','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189236730144','-9',1,'4','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'189236730144','-9',2,'4','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'189238930146','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189239400146','-9',5,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189239990146','-9',5,'4','-6','1','1','-6','3','3',1,'1','-9','-9','-9','-9','-9'
'189239990146','-9',2,'4','-6','1','1','-6','3','1',2,'2','-9','-9','-9','-9','-9'
'189243910141','-9',2,'3','-6','4','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'189245720141','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189250780144','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189261150141','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'189267920141','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'189268290140','-9',6,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'189270640143','-9',5,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'189276790145','-9',5,'4','-6','2','1','-6','1','1',1,'1','-9','-9','-9','1','-9'
'189282010142','-9',4,'3','-6','4','2','1','2','2',1,'1','-9','-9','-9','1','-9'
'189285920143','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189291700146','-9',2,'3','-6','3','-9','-6','3','1',1,'1','-9','-9','-9','1','-9'
'189291700146','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'189293540245','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189297310143','-9',4,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'189303180146','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189305900148','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189310260143','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189310260143','-9',4,'3','-6','2','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'189312980141','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189319320146','-9',2,'3','-6','4','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'189319570146','-9',6,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189319780147','-9',6,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'189319780147','-9',3,'2','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'189320790147','-9',4,'2','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'189329300148','-9',1,'2','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'189334970243','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189335850148','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189335900144','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189336630133','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189338380148','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189346810141','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'189349320142','-9',4,'1','1','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189351560146','-9',4,'2','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'189359760146','-9',1,'4','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189374190148','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189374550143','-9',7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189375920144','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189381970147','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189386790149','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'189389760146','-9',7,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'189389760146','-9',4,'2','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'189404190140','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189409390149','-9',3,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'189411390144','-9',3,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'189411390144','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'189416540141','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189417150147','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'189418430145','-9',1,'2','-6','4','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'189423560142','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189425550141','-9',2,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189426370143','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189430940141','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189433050140','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189439520141','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189439770142','-9',1,'4','-6','4','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'189440510148','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189440510148','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'189442140148','-9',5,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189443310245','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189451590146','-9',2,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'189453540243','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'189465580144','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189467730141','-9',-7,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'189467990141','-9',2,'3','-6','4','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189468580140','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'189468580140','-9',4,'2','-6','3','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'189472390141','-9',6,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'189477730149','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','1','-9'
'189485970342','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'189489730147','-9',7,'3','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'189491970149','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'189494140245','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'189494700144','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'189497340343','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
